law,data_seed,init,family,region,event,n,rep,estimate,particle_error,total_error,ess,reference_qualified,oracle_qualified
linear_gaussian,303,1701,transformer_mdn4,boundary,rare,128,1,0.1319656514227667,0.0524942316504219,-0.0954197757661996,2.174090195169715,True,True
linear_gaussian,303,1701,transformer_mdn4,boundary,rare,128,2,0.1455472601517242,0.0660758403793794,-0.0818381670372421,3.0813918113426877,True,True
linear_gaussian,303,1701,transformer_mdn4,boundary,rare,512,0,0.0477600090102892,-0.0317114107620555,-0.1796254181786771,7.591386023319251,True,True
linear_gaussian,303,1701,transformer_mdn4,boundary,rare,512,1,0.041023487561714,-0.0384479322106307,-0.1863619396272523,5.704604601534615,True,True
linear_gaussian,303,1701,transformer_mdn4,boundary,rare,512,2,0.1219245068740981,0.0424530871017534,-0.1054609203148682,8.246563108775302,True,True
linear_gaussian,303,1701,transformer_mdn4,extrapolated,common,128,0,0.1912331815551619,-0.1161052413642029,0.031598993762368,4.2921291718492425,True,False
linear_gaussian,303,1701,transformer_mdn4,extrapolated,common,128,1,0.2782954423880932,-0.0290429805312717,0.1186612545952992,8.878529568992903,True,False
linear_gaussian,303,1701,transformer_mdn4,extrapolated,common,128,2,0.7001395833213295,0.3928011604019646,0.5405053955285356,6.855228365536639,True,False
linear_gaussian,303,1701,transformer_mdn4,extrapolated,common,512,0,0.3813721166969197,0.0740336937775548,0.2217379289041258,23.012374071065487,True,False
linear_gaussian,303,1701,transformer_mdn4,extrapolated,common,512,1,0.5113906693669041,0.2040522464475392,0.3517564815741102,28.440091230121716,True,False
linear_gaussian,303,1701,transformer_mdn4,extrapolated,common,512,2,0.2708515591294497,-0.0364868637899151,0.1112173713366558,21.18939382883425,True,False
linear_gaussian,303,1701,transformer_mdn4,extrapolated,rare,128,0,-0.0805040063144078,-0.0725730363624439,-0.3040310836901932,14.521986404993353,True,True
linear_gaussian,303,1701,transformer_mdn4,extrapolated,rare,128,1,0.3374348117821286,0.3453657817340924,0.1139077344063431,20.986788449074428,True,True
linear_gaussian,303,1701,transformer_mdn4,extrapolated,rare,128,2,0.1832864317798378,0.1912174017318016,-0.0402406455959476,20.027963677516453,True,True
linear_gaussian,303,1701,transformer_mdn4,extrapolated,rare,512,0,-0.0447451483706591,-0.0368141784186953,-0.2682722257464446,77.44345883897915,True,True
linear_gaussian,303,1701,transformer_mdn4,extrapolated,rare,512,1,0.118957795003017,0.1268887649549809,-0.1045692823727683,71.92409241410601,True,True
linear_gaussian,303,1701,transformer_mdn4,extrapolated,rare,512,2,0.0026062561601712,0.0105372261121351,-0.2209208212156141,77.10345482831957,True,True
heavy_tailed,303,2903,transformer_mdn4,central,common,128,0,0.1437832608067702,0.0192925602753659,-0.0287122793244615,80.52337758008375,True,True
heavy_tailed,303,2903,transformer_mdn4,central,common,128,1,0.1060611903752631,-0.0184295101561411,-0.0664343497559686,80.37139140164163,True,True
heavy_tailed,303,2903,transformer_mdn4,central,common,128,2,0.1498113588146101,0.0253206582832058,-0.0226841813166216,83.0890974419589,True,True
heavy_tailed,303,2903,transformer_mdn4,central,common,512,0,0.1084024580783822,-0.016088242453022,-0.0640930820528495,334.65888977280457,True,True
heavy_tailed,303,2903,transformer_mdn4,central,common,512,1,0.1216360366363724,-0.0028546638950318,-0.0508595034948592,321.70954109140837,True,True
heavy_tailed,303,2903,transformer_mdn4,central,common,512,2,0.1302096192397145,0.0057189187083102,-0.0422859208915172,333.88124026369366,True,True
heavy_tailed,303,2903,transformer_mdn4,central,rare,128,0,-0.013469182682977,0.0896455756796097,-0.9545712654120214,1.4994996977048318,False,False
heavy_tailed,303,2903,transformer_mdn4,central,rare,128,1,-0.006220547145849,0.0968942112167377,-0.9473226298748936,1.5027715332562306,False,False
heavy_tailed,303,2903,transformer_mdn4,central,rare,128,2,-0.0057600324031593,0.0973547259594273,-0.9468621151322038,2.0238723367457387,False,False
heavy_tailed,303,2903,transformer_mdn4,central,rare,512,0,0.0086872864637387,0.1118020448263255,-0.9324147962653055,1.0015804148034488,False,False
heavy_tailed,303,2903,transformer_mdn4,central,rare,512,1,0.0416020345784953,0.144716792941082,-0.8995000481505491,1.0892092938123326,False,False
heavy_tailed,303,2903,transformer_mdn4,central,rare,512,2,-0.0305792622140491,0.0725354961485376,-0.9716813449430934,1.53191124481348,False,False
heavy_tailed,303,2903,transformer_mdn4,boundary,common,128,0,0.3430156646713925,-0.2859862273615018,-0.2494979547007162,4.140176535389128,True,True
heavy_tailed,303,2903,transformer_mdn4,boundary,common,128,1,0.5475660982290865,-0.0814357938038078,-0.0449475211430222,2.612998487145516,True,True
heavy_tailed,303,2903,transformer_mdn4,boundary,common,128,2,0.766451792228303,0.1374499001954086,0.1739381728561941,2.466763069602289,True,True
heavy_tailed,303,2903,transformer_mdn4,boundary,common,512,0,0.7561579707240143,0.1271560786911199,0.1636443513519054,3.033529473860155,True,True
heavy_tailed,303,2903,transformer_mdn4,boundary,common,512,1,0.4325720140828255,-0.1964298779500688,-0.1599416052892832,10.27537687090128,True,True
heavy_tailed,303,2903,transformer_mdn4,boundary,common,512,2,0.6103553243066271,-0.0186465677262672,0.0178417049345183,8.374971355946771,True,True
heavy_tailed,303,2903,transformer_mdn4,boundary,rare,128,0,-0.0070188155420816,-0.1655377305315557,-0.7094639067095228,5.099184966922439,False,True
heavy_tailed,303,2903,transformer_mdn4,boundary,rare,128,1,0.0497421669376509,-0.1087767480518231,-0.6527029242297901,7.1808902734180355,False,True
heavy_tailed,303,2903,transformer_mdn4,boundary,rare,128,2,0.1213122931108805,-0.0372066218785935,-0.5811327980565606,4.7823650431605635,False,True
heavy_tailed,303,2903,transformer_mdn4,boundary,rare,512,0,-0.002540638190203,-0.1610595531796771,-0.7049857293576441,3.46523852363894,False,True
heavy_tailed,303,2903,transformer_mdn4,boundary,rare,512,1,0.0739384716184479,-0.0845804433710262,-0.6285066195489932,31.997001311898583,False,True
heavy_tailed,303,2903,transformer_mdn4,boundary,rare,512,2,0.1306929396265509,-0.0278259753629231,-0.5717521515408902,6.499214337880127,False,True
heavy_tailed,303,2903,transformer_mdn4,extrapolated,common,128,0,0.3389812923613908,-0.0565689343774021,-0.445012245402021,1.755285263709783,True,False
heavy_tailed,303,2903,transformer_mdn4,extrapolated,common,128,1,0.2408107596751919,-0.1547394670636011,-0.5431827780882199,1.557577318074176,True,False
heavy_tailed,303,2903,transformer_mdn4,extrapolated,common,128,2,0.0348889064423563,-0.3606613202964366,-0.7491046313210555,4.559483707632129,True,False
heavy_tailed,303,2903,transformer_mdn4,extrapolated,common,512,0,-0.185614692024688,-0.581164918763481,-0.9696082297881,2.8536090367873155,True,False
heavy_tailed,303,2903,transformer_mdn4,extrapolated,common,512,1,0.6131433987907315,0.2175931720519385,-0.1708501389726803,6.196482394733091,True,False
heavy_tailed,303,2903,transformer_mdn4,extrapolated,common,512,2,0.5144416878350082,0.1188914610962152,-0.2695518499284036,7.757628910956986,True,False
heavy_tailed,303,2903,transformer_mdn4,extrapolated,rare,128,0,-0.0411410677569714,-0.0942176544788879,-0.4404995738602872,11.540171122814057,True,True
heavy_tailed,303,2903,transformer_mdn4,extrapolated,rare,128,1,0.0842660326326927,0.0311894459107762,-0.3150924734706231,13.632337382393388,True,True
heavy_tailed,303,2903,transformer_mdn4,extrapolated,rare,128,2,0.111760230988521,0.0586836442666045,-0.2875982751147947,15.289317098132452,True,True
heavy_tailed,303,2903,transformer_mdn4,extrapolated,rare,512,0,-0.0740473579810755,-0.127123944702992,-0.4734058640843913,21.83042616295247,True,True
heavy_tailed,303,2903,transformer_mdn4,extrapolated,rare,512,1,-0.0047508153369685,-0.057827402058885,-0.4041093214402843,32.643293457170834,True,True
heavy_tailed,303,2903,transformer_mdn4,extrapolated,rare,512,2,0.0501115831108132,-0.0029650036111032,-0.3492469229925026,27.31612690051721,True,True
heavy_tailed,303,1701,mdn4,central,common,128,0,0.1587997109106296,0.0091253165635778,-0.0136958292206021,96.52455982554577,True,True
heavy_tailed,303,1701,mdn4,central,common,128,1,0.1525633848910061,0.0028889905439543,-0.0199321552402255,96.62424561327414,True,True
heavy_tailed,303,1701,mdn4,central,common,128,2,0.2002346208024995,0.0505602264554477,0.0277390806712678,95.56351124387012,True,True
heavy_tailed,303,1701,mdn4,central,common,512,0,0.1680484415562391,0.0183740472091873,-0.0044470985749925,370.97914267927183,True,True
heavy_tailed,303,1701,mdn4,central,common,512,1,0.1570777978082671,0.0074034034612153,-0.0154177423229645,382.8877117026774,True,True
heavy_tailed,303,1701,mdn4,central,common,512,2,0.1446584856608331,-0.0050159086862186,-0.0278370544703986,385.1767772972482,True,True
heavy_tailed,303,1701,mdn4,central,rare,128,0,0.0400537550094205,-0.0010004290335216,-0.9010483277196238,1.3720312089459723,False,False
heavy_tailed,303,1701,mdn4,central,rare,128,1,0.0963107724710504,0.0552565884281082,-0.8447913102579939,1.359005355341615,False,False
heavy_tailed,303,1701,mdn4,central,rare,128,2,0.0018503928620674,-0.0392037911808747,-0.9392516898669768,2.461187466060472,False,False
heavy_tailed,303,1701,mdn4,central,rare,512,0,0.0148446114246519,-0.0262095726182902,-0.9262574713043924,5.198695468479085,False,False
heavy_tailed,303,1701,mdn4,central,rare,512,1,0.0231605026980111,-0.017893681344931,-0.9179415800310332,9.05076251266151,False,False
heavy_tailed,303,1701,mdn4,central,rare,512,2,0.0459409459323164,0.0048867618893742,-0.8951611367967279,7.410844452183238,False,False
heavy_tailed,303,1701,mdn4,boundary,common,128,0,-0.3338193521433649,-0.5971286879119657,-0.9263329715154736,2.6986877362045116,True,True
heavy_tailed,303,1701,mdn4,boundary,common,128,1,0.1457124694191086,-0.1175968663494921,-0.4468011499530001,12.58836849077005,True,True
heavy_tailed,303,1701,mdn4,boundary,common,128,2,0.1879127637476441,-0.0753965720209566,-0.4046008556244646,15.867472312495602,True,True
heavy_tailed,303,1701,mdn4,boundary,common,512,0,0.2236019429690199,-0.0397073927995808,-0.3689116764030888,15.64135204158748,True,True
heavy_tailed,303,1701,mdn4,boundary,common,512,1,0.1542467522802686,-0.1090625834883321,-0.4382668670918401,23.228213713186268,True,True
heavy_tailed,303,1701,mdn4,boundary,common,512,2,0.3067170112632849,0.043407675494684,-0.2857966081088239,20.783946395952924,True,True
heavy_tailed,303,1701,mdn4,boundary,rare,128,0,0.2769693199372736,-0.0757736325313953,-0.4254757712301675,2.3633883813747163,False,True
heavy_tailed,303,1701,mdn4,boundary,rare,128,1,-0.0605811427142192,-0.4133240951828882,-0.7630262338816605,2.5418968490762386,False,True
heavy_tailed,303,1701,mdn4,boundary,rare,128,2,0.1158662922107157,-0.2368766602579531,-0.5865787989567254,1.5873465170470156,False,True
heavy_tailed,303,1701,mdn4,boundary,rare,512,0,0.2179949474274578,-0.1347480050412111,-0.4844501437399833,3.621469025714791,False,True
heavy_tailed,303,1701,mdn4,boundary,rare,512,1,0.2745519743405058,-0.0781909781281631,-0.4278931168269353,3.440842666713938,False,True
heavy_tailed,303,1701,mdn4,boundary,rare,512,2,0.1384508318947339,-0.2142921205739349,-0.5639942592727072,10.06850219223753,False,True
heavy_tailed,303,1701,mdn4,extrapolated,common,128,0,0.1144149911654728,-0.01477233375176,-0.669578546597939,3.0313994205834396,True,False
heavy_tailed,303,1701,mdn4,extrapolated,common,128,1,0.3401816799152984,0.2109943549980655,-0.4438118578481134,3.010137006111005,True,False
heavy_tailed,303,1701,mdn4,extrapolated,common,128,2,0.1293792754719497,0.0001919505547167,-0.6546142622914621,7.935534313560913,True,False
heavy_tailed,303,1701,mdn4,extrapolated,common,512,0,0.1795943617112747,0.0504070367940418,-0.6043991760521371,20.393635943063792,True,False
heavy_tailed,303,1701,mdn4,extrapolated,common,512,1,0.0625477382660882,-0.0666395866511446,-0.7214457994973236,25.984077922759862,True,False
heavy_tailed,303,1701,mdn4,extrapolated,common,512,2,0.0486733541173903,-0.0805139707998425,-0.7353201836460215,16.218273186350224,True,False
heavy_tailed,303,1701,mdn4,extrapolated,rare,128,0,-0.0952922987819422,-0.31996894140708,-0.494650804885258,6.177388717583859,True,True
heavy_tailed,303,1701,mdn4,extrapolated,rare,128,1,0.6928587665499081,0.4681821239247703,0.2935002604465923,3.8199417061283976,True,True
heavy_tailed,303,1701,mdn4,extrapolated,rare,128,2,-0.0474451199804235,-0.2721217626055613,-0.4468036260837393,6.324714946783626,True,True
heavy_tailed,303,1701,mdn4,extrapolated,rare,512,0,0.3604517233076196,0.1357750806824819,-0.0389067827956961,22.67086803830622,True,True
heavy_tailed,303,1701,mdn4,extrapolated,rare,512,1,0.4547625793093266,0.2300859366841889,0.0554040732060108,17.890340862941958,True,True
heavy_tailed,303,1701,mdn4,extrapolated,rare,512,2,0.3676071253100871,0.1429304826849493,-0.0317513807932287,17.006348739829612,True,True
linear_gaussian,101,2903,gaussian_diag,central,common,128,0,0.0223937075336481,0.0184113307506672,-0.1993971668318866,80.57617473278968,True,True
linear_gaussian,101,2903,gaussian_diag,central,common,128,1,0.0549821329950718,0.0509997562120909,-0.1668087413704629,80.74718929101397,True,True
linear_gaussian,101,2903,gaussian_diag,central,common,128,2,-0.0077642394516753,-0.0117466162346562,-0.2295551138172101,78.89673235271324,True,True
linear_gaussian,101,2903,gaussian_diag,central,common,512,0,0.0148834076800334,0.0109010308970524,-0.2069074666855014,318.4470032462497,True,True
linear_gaussian,101,2903,gaussian_diag,central,common,512,1,0.0005002239964143,-0.0034821527865666,-0.2212906503691205,329.45164605369024,True,True
linear_gaussian,101,2903,gaussian_diag,central,common,512,2,0.0108768291254595,0.0068944523424786,-0.2109140452400752,338.1588894341007,True,True
linear_gaussian,101,2903,gaussian_diag,central,rare,128,0,0.0222997962287967,0.0352217133698527,-0.1209920169715441,1.9191904839486231,False,False
linear_gaussian,101,2903,gaussian_diag,central,rare,128,1,-0.110515894470464,-0.097593977329408,-0.2538077076708048,1.2871184469701349,False,False
linear_gaussian,101,2903,gaussian_diag,central,rare,128,2,-6.961877247767256e-05,0.0128522983685782,-0.1433614319728185,2.8816284372737235,False,False
linear_gaussian,101,2903,gaussian_diag,central,rare,512,0,0.0016408796624743,0.0145627968035303,-0.1416509335378665,2.4924212230009655,False,False
linear_gaussian,101,2903,gaussian_diag,central,rare,512,1,-0.0098795157527398,0.0030424013883161,-0.1531713289530807,1.0640321619134574,False,False
linear_gaussian,101,2903,gaussian_diag,central,rare,512,2,0.0394487746704694,0.0523706918115253,-0.1038430385298714,1.1127170260273502,False,False
linear_gaussian,101,2903,gaussian_diag,boundary,common,128,0,0.2288273504091302,0.2103290022142859,0.0053602119475993,6.188577484966134,True,True
linear_gaussian,101,2903,gaussian_diag,boundary,common,128,1,-0.0661445418621048,-0.0846428900569491,-0.2896116803236357,3.978578784425959,True,True
linear_gaussian,101,2903,gaussian_diag,boundary,common,128,2,0.0780984126683034,0.0596000644734591,-0.1453687257932274,7.348913531273209,True,True
linear_gaussian,101,2903,gaussian_diag,boundary,common,512,0,-0.0101086620067191,-0.0286070102015634,-0.23357580046825,26.001289044330395,True,True
linear_gaussian,101,2903,gaussian_diag,boundary,common,512,1,-0.0161121285507899,-0.0346104767456342,-0.2395792670123208,24.51388056476142,True,True
linear_gaussian,101,2903,gaussian_diag,boundary,common,512,2,-0.0759095703345125,-0.0944079185293568,-0.2993767087960434,28.248363723858215,True,True
linear_gaussian,101,2903,gaussian_diag,boundary,rare,128,0,0.0156513131947201,0.0199299103261759,-0.2027581288173554,7.544077143478836,True,True
linear_gaussian,101,2903,gaussian_diag,boundary,rare,128,1,0.0340609511156182,0.038339548247074,-0.1843484908964573,3.891724320505749,True,True
linear_gaussian,101,2903,gaussian_diag,boundary,rare,128,2,0.0771211608043179,0.0813997579357738,-0.1412882812077576,3.201443076900475,True,True
linear_gaussian,101,2903,gaussian_diag,boundary,rare,512,0,-0.1781388602928078,-0.1738602631613519,-0.3965483023048833,8.784903664424107,True,True
linear_gaussian,101,2903,gaussian_diag,boundary,rare,512,1,-0.2421155251375371,-0.2378369280060812,-0.4605249671496126,7.663360247821842,True,True
linear_gaussian,101,2903,gaussian_diag,boundary,rare,512,2,0.0123273648141792,0.016605961945635,-0.2060820771978963,12.536878924238216,True,True
linear_gaussian,101,2903,gaussian_diag,extrapolated,common,128,0,0.0323854440379381,0.0493544352994896,-0.0721164872478349,3.0229249064247705,True,False
linear_gaussian,101,2903,gaussian_diag,extrapolated,common,128,1,-0.0348287360333351,-0.0178597447717836,-0.1393306673191083,4.173036420763733,True,False
linear_gaussian,101,2903,gaussian_diag,extrapolated,common,128,2,-0.0962697739868929,-0.0793007827253415,-0.2007717052726661,3.0218477274848863,True,False
linear_gaussian,101,2903,gaussian_diag,extrapolated,common,512,0,0.1851419828182549,0.2021109740798064,0.0806400515324817,2.889414707540113,True,False
linear_gaussian,101,2903,gaussian_diag,extrapolated,common,512,1,0.0791149582256119,0.0960839494871634,-0.0253869730601611,3.87814790747835,True,False
linear_gaussian,101,2903,gaussian_diag,extrapolated,common,512,2,0.0258684099500068,0.0428374012115582,-0.0786335213357663,2.397540646744205,True,False
linear_gaussian,101,2903,gaussian_diag,extrapolated,rare,128,0,0.0428893120511695,0.045489923719719,-0.1812360373199966,24.00702353194052,True,True
linear_gaussian,101,2903,gaussian_diag,extrapolated,rare,128,1,-0.0721176724900914,-0.069517060821542,-0.2962430218612576,23.476595624208425,True,True
linear_gaussian,101,2903,gaussian_diag,extrapolated,rare,128,2,0.0069086269831789,0.0095092386517284,-0.2172167223879872,21.603969402386653,True,True
linear_gaussian,101,2903,gaussian_diag,extrapolated,rare,512,0,-0.0463041274759953,-0.0437035158074458,-0.2704294768471614,93.04038415826965,True,True
linear_gaussian,101,2903,gaussian_diag,extrapolated,rare,512,1,0.0262913201900004,0.0288919318585499,-0.1978340291811657,92.83879160810136,True,True
linear_gaussian,101,2903,gaussian_diag,extrapolated,rare,512,2,-0.013667956863276,-0.0110673451947265,-0.2377933062344422,101.57847140034951,True,True
linear_gaussian,303,2903,edm,central,common,128,0,0.2760176150038543,0.0347905231596248,0.0523804681055314,77.42252948680681,True,True
linear_gaussian,303,2903,edm,central,common,128,1,0.268843996771909,0.0276169049276795,0.0452068498735861,73.2343448543818,True,True
linear_gaussian,303,2903,edm,central,common,128,2,0.2540473694430887,0.0128202775988591,0.0304102225447657,82.17606954403448,True,True
linear_gaussian,303,2903,edm,central,common,512,0,0.2312056168628404,-0.0100214749813891,0.0075684699645174,311.32954053195317,True,True
linear_gaussian,303,2903,edm,central,common,512,1,0.2439982576133798,0.0027711657691503,0.0203611107150569,293.43598908840204,True,True
linear_gaussian,303,2903,edm,central,common,512,2,0.2416608549780975,0.0004337631338679,0.0180237080797746,312.1023822661099,True,True
linear_gaussian,303,2903,edm,central,rare,128,0,0.0767022387464908,-0.0142130246135913,-0.0626334896582944,6.445308829296643,False,False
linear_gaussian,303,2903,edm,central,rare,128,1,-0.0092509692716904,-0.1001662326317726,-0.1485866976764757,1.027269350902798,False,False
linear_gaussian,303,2903,edm,central,rare,128,2,-0.0061528674403948,-0.097068130800477,-0.1454885958451801,6.436232838268682,False,False
linear_gaussian,303,2903,edm,central,rare,512,0,0.0920888798179506,0.0011736164578684,-0.0472468485868346,1.3244355451008678,False,False
linear_gaussian,303,2903,edm,central,rare,512,1,0.0667635056826321,-0.02415175767745,-0.0725722227221532,2.4930400052164985,False,False
linear_gaussian,303,2903,edm,central,rare,512,2,0.08420505705984,-0.0067102063002421,-0.0551306713449452,1.7087145154310672,False,False
linear_gaussian,303,2903,edm,boundary,common,128,0,0.2595300721089622,0.00785673694527,0.0411460006193126,6.260170978811549,True,True
linear_gaussian,303,2903,edm,boundary,common,128,1,0.4142975173127641,0.1626241821490719,0.1959134458231146,7.90747623316716,True,True
linear_gaussian,303,2903,edm,boundary,common,128,2,0.1793964291338091,-0.072276906029883,-0.0389876423558404,5.920170260449594,True,True
linear_gaussian,303,2903,edm,boundary,common,512,0,0.2165686307814616,-0.0351047043822305,-0.0018154407081878,32.93241366981727,True,True
linear_gaussian,303,2903,edm,boundary,common,512,1,0.2494170795579023,-0.0022562556057899,0.0310330080682527,27.56226648199723,True,True
linear_gaussian,303,2903,edm,boundary,common,512,2,0.2807062674929096,0.0290329323292173,0.06232219600326,24.35429783787539,True,True
linear_gaussian,303,2903,edm,boundary,rare,128,0,0.3531527055457557,0.1573143939378576,0.1257672783567893,1.6392265920107532,True,True
linear_gaussian,303,2903,edm,boundary,rare,128,1,0.1518940869868292,-0.0439442246210688,-0.0754913402021371,6.765293428101096,True,True
linear_gaussian,303,2903,edm,boundary,rare,128,2,0.2292308952891757,0.0333925836812776,0.0018454681002093,2.046588971622154,True,True
linear_gaussian,303,2903,edm,boundary,rare,512,0,0.3456852179155969,0.1498469063076988,0.1182997907266305,6.633674898376526,True,True
linear_gaussian,303,2903,edm,boundary,rare,512,1,0.2705260208800022,0.0746877092721041,0.0431405936910358,1.4173102164863671,True,True
linear_gaussian,303,2903,edm,boundary,rare,512,2,0.3119994907653709,0.1161611791574728,0.0846140635764045,2.8605876206518905,True,True
linear_gaussian,303,2903,edm,extrapolated,common,128,0,0.214776270476954,0.0505391441537107,0.0551420826841601,1.1393157011970916,False,False
linear_gaussian,303,2903,edm,extrapolated,common,128,1,-0.0253232656147225,-0.1895603919379658,-0.1849574534075165,3.4576173349016344,False,False
linear_gaussian,303,2903,edm,extrapolated,common,128,2,0.2947131817167026,0.1304760553934593,0.1350789939239086,1.1128582443494437,False,False
linear_gaussian,303,2903,edm,extrapolated,common,512,0,-0.0446369409305235,-0.2088740672537667,-0.2042711287233174,4.0368415629177585,False,False
linear_gaussian,303,2903,edm,extrapolated,common,512,1,0.0058056315659618,-0.1584314947572813,-0.153828556226832,4.770381884226495,False,False
linear_gaussian,303,2903,edm,extrapolated,common,512,2,0.1331707312370857,-0.0310663950861574,-0.0264634565557081,4.87915203493968,False,False
linear_gaussian,303,2903,edm,extrapolated,rare,128,0,0.1260082233595376,-0.034961387239612,-0.0975188540162478,23.4298823466144,True,True
linear_gaussian,303,2903,edm,extrapolated,rare,128,1,0.1934196255567353,0.0324500149575855,-0.0301074518190501,30.142938135924172,True,True
linear_gaussian,303,2903,edm,extrapolated,rare,128,2,0.0490564593496394,-0.1119131512495102,-0.174470618026146,22.863943585569793,True,True
linear_gaussian,303,2903,edm,extrapolated,rare,512,0,0.1467927928997097,-0.01417681769944,-0.0767342844760757,97.59347688460176,True,True
linear_gaussian,303,2903,edm,extrapolated,rare,512,1,0.1496147811862149,-0.0113548294129347,-0.0739122961895704,111.64087607081042,True,True
linear_gaussian,303,2903,edm,extrapolated,rare,512,2,0.1598248365940324,-0.0011447740051172,-0.0637022407817529,116.96085958416826,True,True
heavy_tailed,101,2903,edm,central,common,128,0,0.2203421879498973,-0.0032673066607292,0.0474210359487251,87.22600280400383,True,True
heavy_tailed,101,2903,edm,central,common,128,1,0.2597268412329034,0.0361173466222769,0.0868056892317313,88.90296090184762,True,True
heavy_tailed,101,2903,edm,central,common,128,2,0.2371922123594403,0.0135827177488137,0.0642710603582682,85.39941770531634,True,True
heavy_tailed,101,2903,edm,central,common,512,0,0.2433425958008186,0.0197331011901921,0.0704214437996465,355.60638201133145,True,True
heavy_tailed,101,2903,edm,central,common,512,1,0.2406155217551941,0.0170060271445676,0.067694369754022,363.1331255398603,True,True
heavy_tailed,101,2903,edm,central,common,512,2,0.236059618321482,0.0124501237108554,0.0631384663203099,359.6133979429511,True,True
heavy_tailed,101,2903,edm,central,rare,128,0,0.06740171127395,0.0561187358042804,-0.5349962265723686,1.7595646490017107,False,False
heavy_tailed,101,2903,edm,central,rare,128,1,0.0099237713134633,-0.0013592041562062,-0.5924741665328552,1.001371922005027,False,False
heavy_tailed,101,2903,edm,central,rare,128,2,0.1111180650232821,0.0998350895536125,-0.4912798728230364,2.3577621409854848,False,False
heavy_tailed,101,2903,edm,central,rare,512,0,0.0783832406847525,0.0671002652150829,-0.524014697161566,1.154238673846269,False,False
heavy_tailed,101,2903,edm,central,rare,512,1,-0.0741427979531857,-0.0854257734228553,-0.6765407357995044,1.2402705071007811,False,False
heavy_tailed,101,2903,edm,central,rare,512,2,0.1653259483309257,0.1540429728612561,-0.4370719895153928,1.2343830578130466,False,False
heavy_tailed,101,2903,edm,boundary,common,128,0,0.3457800661703385,0.1185763335634854,-0.2213101816146357,3.0945477022757624,True,True
heavy_tailed,101,2903,edm,boundary,common,128,1,0.1510485175331322,-0.0761552150737208,-0.4160417302518421,1.5013739719290262,True,True
heavy_tailed,101,2903,edm,boundary,common,128,2,0.2582449550716856,0.0310412224648326,-0.3088452927132886,4.230655789732429,True,True
heavy_tailed,101,2903,edm,boundary,common,512,0,0.1250290162822325,-0.1021747163246204,-0.4420612315027417,19.37999187158903,True,True
heavy_tailed,101,2903,edm,boundary,common,512,1,0.372135947831904,0.144932215225051,-0.1949542999530702,7.644988178242929,True,True
