law,data_seed,family,region,step,absolute_error,mc_se
bimodal,202,mdn4,extrapolated,0.05,0.7180679214800073,0.006845364987652833
bimodal,202,mdn4,extrapolated,0.1,0.7195844910976534,0.0044741695949307
bimodal,202,mdn4,extrapolated,0.2,0.7171278767909426,0.0034522001083352838
bimodal,202,ridge,boundary,0.05,0.37379921669848115,6.09698222788951e-15
bimodal,202,ridge,boundary,0.1,0.3737992166984887,5.8740432554331135e-15
bimodal,202,ridge,boundary,0.2,0.37379921669848776,1.3487052999469766e-15
bimodal,202,ridge,central,0.05,0.1843418627029181,4.099105138970755e-16
bimodal,202,ridge,central,0.1,0.18434186270291827,5.72421790433482e-16
bimodal,202,ridge,central,0.2,0.18434186270291827,2.6510961539317133e-16
bimodal,202,ridge,extrapolated,0.05,0.44471505249947424,1.5262913601068766e-14
bimodal,202,ridge,extrapolated,0.1,0.4447150524994626,6.5347919089626616e-15
bimodal,202,ridge,extrapolated,0.2,0.4447150524994628,4.766066307376143e-15
bimodal,202,student_rank2,boundary,0.05,0.12045819109808409,0.00483424050622935
bimodal,202,student_rank2,boundary,0.1,0.12061701739738911,0.004821400357093684
bimodal,202,student_rank2,boundary,0.2,0.12122191970030503,0.004770217401604467
bimodal,202,student_rank2,central,0.05,0.10091693900409639,0.0021843666104737164
bimodal,202,student_rank2,central,0.1,0.10007360166897482,0.0021707249940143333
bimodal,202,student_rank2,central,0.2,0.09679296175872511,0.0021172934267130665
bimodal,202,student_rank2,extrapolated,0.05,0.5762248496348531,0.002889904285734933
bimodal,202,student_rank2,extrapolated,0.1,0.575961906084605,0.0028910032220112168
bimodal,202,student_rank2,extrapolated,0.2,0.5749093792581327,0.0028954466499306
bimodal,202,transformer_mdn4,boundary,0.05,0.08808912481335608,0.011122839209551517
bimodal,202,transformer_mdn4,boundary,0.1,0.08464289176866664,0.011033260791226816
bimodal,202,transformer_mdn4,boundary,0.2,0.08776948209978201,0.012960748716309034
bimodal,202,transformer_mdn4,central,0.05,0.3148594526055534,0.005785450766277133
bimodal,202,transformer_mdn4,central,0.1,0.296555854673104,0.006126525679366599
bimodal,202,transformer_mdn4,central,0.2,0.2847205106005279,0.0077793839519070505
bimodal,202,transformer_mdn4,extrapolated,0.05,0.5593901929473939,0.0072217900926991345
bimodal,202,transformer_mdn4,extrapolated,0.1,0.5583890959021529,0.0035072486311858667
bimodal,202,transformer_mdn4,extrapolated,0.2,0.5576330559172591,0.003527274333467133
bimodal,303,edm,boundary,0.05,0.1674972493319992,0.0009212271809715525
bimodal,303,edm,boundary,0.1,0.1676435415183349,0.0009155070328438552
bimodal,303,edm,boundary,0.2,0.16822555486440197,0.0008962783780958723
bimodal,303,edm,central,0.05,0.20549586796039596,0.0044757412471338335
bimodal,303,edm,central,0.1,0.20806561933170928,0.004422915894076567
bimodal,303,edm,central,0.2,0.21821233430254958,0.004245701415400617
bimodal,303,edm,extrapolated,0.05,0.46450106841455,0.00040750165213566665
bimodal,303,edm,extrapolated,0.1,0.4643418109288135,0.00040712962100989997
bimodal,303,edm,extrapolated,0.2,0.4637059930293075,0.00040562904849168334
bimodal,303,flow,boundary,0.05,0.19426266186141936,0.0010008867585833833
bimodal,303,flow,boundary,0.1,0.19427170978463856,0.0009948092224104
bimodal,303,flow,boundary,0.2,0.19430538808016026,0.0009686830847526667
bimodal,303,flow,central,0.05,0.06678150720663728,0.00405906381869845
bimodal,303,flow,central,0.1,0.06689790475524554,0.00402586407279145
bimodal,303,flow,central,0.2,0.06736344743269633,0.003882030724545483
bimodal,303,flow,extrapolated,0.05,0.4543756915460409,0.0007333306595381333
bimodal,303,flow,extrapolated,0.1,0.45423780508610173,0.0007329359043604667
bimodal,303,flow,extrapolated,0.2,0.4536836430940228,0.0007315082866319166
bimodal,303,gaussian_diag,boundary,0.05,0.09450709271627618,0.00170938795195815
bimodal,303,gaussian_diag,boundary,0.1,0.0945826364216051,0.0017015807879381666
bimodal,303,gaussian_diag,boundary,0.2,0.09496511173656165,0.0016704211922125
bimodal,303,gaussian_diag,central,0.05,0.06302975350237339,0.002564101958539783
bimodal,303,gaussian_diag,central,0.1,0.06190339462108505,0.0025264284846310664
bimodal,303,gaussian_diag,central,0.2,0.058464000052706265,0.0023822929510466336
bimodal,303,gaussian_diag,extrapolated,0.05,0.5679655839373864,0.00015118895090311153
bimodal,303,gaussian_diag,extrapolated,0.1,0.5677723114840738,0.0001513512729470647
bimodal,303,gaussian_diag,extrapolated,0.2,0.5669946873457498,0.0001519989383324326
bimodal,303,gaussian_rank2,boundary,0.05,0.1337811368643876,0.0019397412670724334
bimodal,303,gaussian_rank2,boundary,0.1,0.13388352917420723,0.0019363018473880832
bimodal,303,gaussian_rank2,boundary,0.2,0.13428938514538244,0.0019225084503861499
bimodal,303,gaussian_rank2,central,0.05,0.15802240440759352,0.002577401140659
bimodal,303,gaussian_rank2,central,0.1,0.15388159524557307,0.0025714546896253502
bimodal,303,gaussian_rank2,central,0.2,0.13763306116639762,0.0025502211398599
bimodal,303,gaussian_rank2,extrapolated,0.05,0.5936380439227024,0.0019138267625822833
bimodal,303,gaussian_rank2,extrapolated,0.1,0.5934159036486465,0.0019141566341798332
bimodal,303,gaussian_rank2,extrapolated,0.2,0.5925221104219481,0.0019154740288800168
bimodal,303,gp_rbf,boundary,0.05,0.17984101907393527,0.00017310820273991833
bimodal,303,gp_rbf,boundary,0.1,0.18000023558964606,0.00017979263931037004
bimodal,303,gp_rbf,boundary,0.2,0.18065090535833825,0.00020639421937555078
bimodal,303,gp_rbf,central,0.05,0.030135543421993066,5.8111482679441275e-06
bimodal,303,gp_rbf,central,0.1,0.028388940141249364,5.705578625284054e-06
bimodal,303,gp_rbf,central,0.2,0.021455734450491898,5.292655418165821e-06
bimodal,303,gp_rbf,extrapolated,0.05,1.0872158072942282,0.003965572853445966
bimodal,303,gp_rbf,extrapolated,0.1,1.0865167222438532,0.0039596930688588
bimodal,303,gp_rbf,extrapolated,0.2,1.0837144283821873,0.003936085360144333
bimodal,303,mdn4,boundary,0.05,0.12594172806735987,0.01705385089802342
bimodal,303,mdn4,boundary,0.1,0.11980124643986688,0.012176842382964799
bimodal,303,mdn4,boundary,0.2,0.11449387427858286,0.009346419423607467
bimodal,303,mdn4,central,0.05,0.3548511723440471,0.027529776329287648
bimodal,303,mdn4,central,0.1,0.34387727590619804,0.012657882709349968
bimodal,303,mdn4,central,0.2,0.2820022920244998,0.011908366437482517
bimodal,303,mdn4,extrapolated,0.05,0.6550428362086537,0.0058621230736964495
bimodal,303,mdn4,extrapolated,0.1,0.6581838840994264,0.006700208326837333
bimodal,303,mdn4,extrapolated,0.2,0.6608508603756198,0.005095598230763751
bimodal,303,ridge,boundary,0.05,0.40317335795214543,4.708765586136227e-15
bimodal,303,ridge,boundary,0.1,0.4031733579521384,4.639276673173065e-15
bimodal,303,ridge,boundary,0.2,0.4031733579521391,1.7826040303044596e-15
bimodal,303,ridge,central,0.05,0.15496772144926343,4.725162959647138e-16
bimodal,303,ridge,central,0.1,0.1549677214492639,3.1841930806386647e-16
bimodal,303,ridge,central,0.2,0.15496772144926346,2.702134610935633e-16
bimodal,303,ridge,extrapolated,0.05,0.47408919375313685,1.9649273652641614e-14
bimodal,303,ridge,extrapolated,0.1,0.47408919375312486,9.104898580668746e-15
bimodal,303,ridge,extrapolated,0.2,0.4740891937531206,5.570302797327346e-15
bimodal,303,student_rank2,boundary,0.05,0.11132939107684221,0.002493770460542581
bimodal,303,student_rank2,boundary,0.1,0.1115646051885651,0.002489810595334758
bimodal,303,student_rank2,boundary,0.2,0.11252094716208631,0.0024737085491404872
bimodal,303,student_rank2,central,0.05,0.29641957805573194,0.0020134780818454336
bimodal,303,student_rank2,central,0.1,0.29097086951149365,0.0020124329347058333
bimodal,303,student_rank2,central,0.2,0.2696073930701466,0.0020087067715712664
bimodal,303,student_rank2,extrapolated,0.05,0.5853041580119579,0.00234251410210545
bimodal,303,student_rank2,extrapolated,0.1,0.5851201416441841,0.0023427011157496165
bimodal,303,student_rank2,extrapolated,0.2,0.5843825032247433,0.002343462538895367
bimodal,303,transformer_mdn4,boundary,0.05,0.12751585644725263,0.007798437700708133
bimodal,303,transformer_mdn4,boundary,0.1,0.12253699057050808,0.004772616449155566
bimodal,303,transformer_mdn4,boundary,0.2,0.11438153580412996,0.008178547592799333
bimodal,303,transformer_mdn4,central,0.05,0.12703878054333526,0.04029157460808385
bimodal,303,transformer_mdn4,central,0.1,0.1267094675542462,0.017699705958045233
bimodal,303,transformer_mdn4,central,0.2,0.10816377507215359,0.008678253052901383
bimodal,303,transformer_mdn4,extrapolated,0.05,0.5934033705838783,0.00679694056875885
bimodal,303,transformer_mdn4,extrapolated,0.1,0.5943761457093487,0.0028332838461315834
bimodal,303,transformer_mdn4,extrapolated,0.2,0.5926847009913401,0.00265470961607565
heavy_tailed,101,edm,boundary,0.05,0.18383216878544817,0.0006631418742730778
heavy_tailed,101,edm,boundary,0.1,0.18383320128965652,0.0006626503118117901
heavy_tailed,101,edm,boundary,0.2,0.1838383152520792,0.0006607007373104231
heavy_tailed,101,edm,central,0.05,0.09520255471109378,0.0004410327341047
heavy_tailed,101,edm,central,0.1,0.09566049364974079,0.0004365094325979333
heavy_tailed,101,edm,central,0.2,0.09745512502819222,0.00041922942896648334
heavy_tailed,101,edm,extrapolated,0.05,0.45350798998110614,0.00040403642484283054
heavy_tailed,101,edm,extrapolated,0.1,0.4534036260979302,0.0004040071065710897
heavy_tailed,101,edm,extrapolated,0.2,0.4529845848948733,0.0004038255060434578
heavy_tailed,101,flow,boundary,0.05,0.18886036031043793,0.0007802189103694334
heavy_tailed,101,flow,boundary,0.1,0.1888609467075588,0.0007796536942184666
heavy_tailed,101,flow,boundary,0.2,0.18885969892958562,0.0007773806527450834
heavy_tailed,101,flow,central,0.05,0.09660023099687688,0.0003353179473104509
heavy_tailed,101,flow,central,0.1,0.09684023498368137,0.00033407903475876806
heavy_tailed,101,flow,central,0.2,0.09778445592799252,0.00032935823641541375
heavy_tailed,101,flow,extrapolated,0.05,0.45699211367235515,0.0007055237888589
heavy_tailed,101,flow,extrapolated,0.1,0.45679890580168864,0.0007050544898051167
heavy_tailed,101,flow,extrapolated,0.2,0.45602666320594515,0.0007031297048144666
heavy_tailed,101,gaussian_diag,boundary,0.05,0.17487279037921397,0.0006949236437436166
heavy_tailed,101,gaussian_diag,boundary,0.1,0.17471990318832006,0.0006904162965392
heavy_tailed,101,gaussian_diag,boundary,0.2,0.17410290423021138,0.0006722739913036666
heavy_tailed,101,gaussian_diag,central,0.05,0.1023855027789658,0.00029499978209335194
heavy_tailed,101,gaussian_diag,central,0.1,0.10235170702353713,0.00028833217281236455
heavy_tailed,101,gaussian_diag,central,0.2,0.10226155645946527,0.00026292323279356516
heavy_tailed,101,gaussian_diag,extrapolated,0.05,0.6088007861046595,0.00011150947374347959
heavy_tailed,101,gaussian_diag,extrapolated,0.1,0.6086655027158286,0.00011163446636365048
heavy_tailed,101,gaussian_diag,extrapolated,0.2,0.6081238049575891,0.00011212343891706447
heavy_tailed,101,gaussian_rank2,boundary,0.05,0.1173772843881639,0.0015994144658225999
heavy_tailed,101,gaussian_rank2,boundary,0.1,0.11758181308182347,0.0015935153627169333
heavy_tailed,101,gaussian_rank2,boundary,0.2,0.11837275893135552,0.00157035543331525
heavy_tailed,101,gaussian_rank2,central,0.05,0.08773863713378023,0.0015267251934598998
heavy_tailed,101,gaussian_rank2,central,0.1,0.08805830195164484,0.0015017147875773333
heavy_tailed,101,gaussian_rank2,central,0.2,0.09019051892681244,0.0014067545591230834
heavy_tailed,101,gaussian_rank2,extrapolated,0.05,0.5920479393127382,0.0010184726441104833
heavy_tailed,101,gaussian_rank2,extrapolated,0.1,0.5919076506673143,0.00101896782845075
heavy_tailed,101,gaussian_rank2,extrapolated,0.2,0.5913422110850779,0.00102094606368925
heavy_tailed,101,gp_rbf,boundary,0.05,0.08361774645110936,0.00014079561762695347
heavy_tailed,101,gp_rbf,boundary,0.1,0.08365006470788904,0.00014672860722348595
heavy_tailed,101,gp_rbf,boundary,0.2,0.08377423339089514,0.0001703201324337456
heavy_tailed,101,gp_rbf,central,0.05,0.0665515810011284,2.178157755189259e-06
heavy_tailed,101,gp_rbf,central,0.1,0.0673371334968067,2.1402721457753707e-06
heavy_tailed,101,gp_rbf,central,0.2,0.07047654593489504,1.9905486042095153e-06
heavy_tailed,101,gp_rbf,extrapolated,0.05,0.9376399348127024,0.0030186351100879335
heavy_tailed,101,gp_rbf,extrapolated,0.1,0.9369434858486816,0.0030142900521899665
heavy_tailed,101,gp_rbf,extrapolated,0.2,0.934164043382923,0.0029968338210631996
heavy_tailed,101,mdn4,boundary,0.05,0.12013643643479723,0.006781795596811684
heavy_tailed,101,mdn4,boundary,0.1,0.1213648172187542,0.005259387381052184
heavy_tailed,101,mdn4,boundary,0.2,0.12472521233539946,0.0031524351860091333
heavy_tailed,101,mdn4,central,0.05,0.08033557480797064,0.00399095307882925
heavy_tailed,101,mdn4,central,0.1,0.07204762576093027,0.002986134817925717
heavy_tailed,101,mdn4,central,0.2,0.056508921468031166,0.002463038491310517
heavy_tailed,101,mdn4,extrapolated,0.05,0.6467958332791062,0.011268833186860783
heavy_tailed,101,mdn4,extrapolated,0.1,0.6407456632985857,0.003493538592100783
heavy_tailed,101,mdn4,extrapolated,0.2,0.6411076591520881,0.0038281892279738
heavy_tailed,101,ridge,boundary,0.05,0.23859868658037373,5.736483053489683e-15
heavy_tailed,101,ridge,boundary,0.1,0.2385986865803755,2.2385886242679535e-15
heavy_tailed,101,ridge,boundary,0.2,0.23859868658037434,1.3498637036634073e-15
heavy_tailed,101,ridge,central,0.05,0.10134135244272907,2.8087739802888476e-16
heavy_tailed,101,ridge,central,0.1,0.10134135244272881,5.315263768223123e-16
heavy_tailed,101,ridge,central,0.2,0.10134135244272886,1.962626174707432e-16
heavy_tailed,101,ridge,extrapolated,0.05,0.10236821187201724,2.1120377896934314e-14
heavy_tailed,101,ridge,extrapolated,0.1,0.10236821187204283,3.194668876257215e-15
heavy_tailed,101,ridge,extrapolated,0.2,0.10236821187202401,3.0997571423553444e-15
heavy_tailed,101,student_rank2,boundary,0.05,0.1496658253405312,0.0012675191389555666
heavy_tailed,101,student_rank2,boundary,0.1,0.14981986036465836,0.0012651331790451
heavy_tailed,101,student_rank2,boundary,0.2,0.15041129601962921,0.0012555692572833335
heavy_tailed,101,student_rank2,central,0.05,0.07871935537211024,0.00105547770251855
heavy_tailed,101,student_rank2,central,0.1,0.07923390762102187,0.0010504227148797833
heavy_tailed,101,student_rank2,central,0.2,0.08125147307668686,0.0010311081857704834
heavy_tailed,101,student_rank2,extrapolated,0.05,0.6091996989529923,0.0009575716256938334
heavy_tailed,101,student_rank2,extrapolated,0.1,0.6090767530382465,0.0009576161748679834
heavy_tailed,101,student_rank2,extrapolated,0.2,0.608582178680135,0.0009577986304647834
heavy_tailed,101,transformer_mdn4,boundary,0.05,0.08513992175067857,0.006285383144117566
heavy_tailed,101,transformer_mdn4,boundary,0.1,0.08729096468639573,0.00379325817200245
heavy_tailed,101,transformer_mdn4,boundary,0.2,0.08934835780200207,0.0024894861854184835
heavy_tailed,101,transformer_mdn4,central,0.05,0.10934063636378362,0.006138750932743884
heavy_tailed,101,transformer_mdn4,central,0.1,0.1056316564284961,0.0036984028024749666
heavy_tailed,101,transformer_mdn4,central,0.2,0.09833396078586516,0.0033972340376978334
heavy_tailed,101,transformer_mdn4,extrapolated,0.05,0.5603534492881231,0.004084930770730699
heavy_tailed,101,transformer_mdn4,extrapolated,0.1,0.5602411274753808,0.0023779638849593335
heavy_tailed,101,transformer_mdn4,extrapolated,0.2,0.560725668565321,0.0019475273254436834
heavy_tailed,202,edm,boundary,0.05,0.23461803907106707,0.0007330186710312
heavy_tailed,202,edm,boundary,0.1,0.23450568639538413,0.0007311161391012
heavy_tailed,202,edm,boundary,0.2,0.2340618639027823,0.0007236052637690334
heavy_tailed,202,edm,central,0.05,0.07232859802011163,0.0005384569674021636
heavy_tailed,202,edm,central,0.1,0.07254064614731849,0.0005376891285582791
heavy_tailed,202,edm,central,0.2,0.07337484711201253,0.0005348029023834493
heavy_tailed,202,edm,extrapolated,0.05,0.4904272472807148,0.0004407929534099348
heavy_tailed,202,edm,extrapolated,0.1,0.4903039991370621,0.0004407168142952411
heavy_tailed,202,edm,extrapolated,0.2,0.48980971986908567,0.0004404317823795033
heavy_tailed,202,flow,boundary,0.05,0.2145811622686351,0.0009556959360992667
heavy_tailed,202,flow,boundary,0.1,0.21454605792756912,0.0009555034258902501
heavy_tailed,202,flow,boundary,0.2,0.2143943342376394,0.00095481317245795
heavy_tailed,202,flow,central,0.05,0.0648009973056276,0.0004434143635908333
heavy_tailed,202,flow,central,0.1,0.06512212931203308,0.00044210134112675
heavy_tailed,202,flow,central,0.2,0.06639362834670305,0.0004368182855247667
heavy_tailed,202,flow,extrapolated,0.05,0.47006829395548544,0.0018185179813812833
heavy_tailed,202,flow,extrapolated,0.1,0.4698820098364784,0.0018158487178325166
heavy_tailed,202,flow,extrapolated,0.2,0.4691366023243137,0.0018053627370985335
heavy_tailed,202,gaussian_diag,boundary,0.05,0.18325460187927858,0.0002448625463003274
heavy_tailed,202,gaussian_diag,boundary,0.1,0.1834275060460487,0.00024454730474868794
