law,data_seed,family,region,event,absolute_error,qualified
bimodal,202,flow,extrapolated,common,0.343709256497491,False
bimodal,202,flow,extrapolated,rare,0.1135790934164758,True
bimodal,202,gaussian_diag,boundary,common,0.6393542722564208,True
bimodal,202,gaussian_diag,boundary,rare,0.18187802844427425,True
bimodal,202,gaussian_diag,central,common,0.9607761182880563,True
bimodal,202,gaussian_diag,central,rare,0.18185551520796117,True
bimodal,202,gaussian_diag,extrapolated,common,0.8440925528448882,True
bimodal,202,gaussian_diag,extrapolated,rare,0.1818627266969315,True
bimodal,202,gaussian_rank2,boundary,common,0.06905086138519634,True
bimodal,202,gaussian_rank2,boundary,rare,0.3884253824269501,True
bimodal,202,gaussian_rank2,central,common,0.2482961032655993,True
bimodal,202,gaussian_rank2,central,rare,0.5306244998144953,True
bimodal,202,gaussian_rank2,extrapolated,common,0.7181695193359376,True
bimodal,202,gaussian_rank2,extrapolated,rare,0.19125648668667383,True
bimodal,202,gp_rbf,boundary,common,0.6393542722564208,True
bimodal,202,gp_rbf,boundary,rare,0.18187802844427425,True
bimodal,202,gp_rbf,central,common,0.9607761182880563,True
bimodal,202,gp_rbf,central,rare,0.18185551520796117,True
bimodal,202,gp_rbf,extrapolated,common,0.8440925528448882,True
bimodal,202,gp_rbf,extrapolated,rare,0.1818627266969315,True
bimodal,202,mdn4,boundary,common,0.06515622425247847,True
bimodal,202,mdn4,boundary,rare,0.04256267409806891,True
bimodal,202,mdn4,central,common,0.05290248371182349,True
bimodal,202,mdn4,central,rare,0.07008549239675121,False
bimodal,202,mdn4,extrapolated,common,0.09492409993615858,True
bimodal,202,mdn4,extrapolated,rare,0.07011900561246305,True
bimodal,202,ridge,boundary,common,0.001545492538713722,True
bimodal,202,ridge,boundary,rare,0.4590217363508602,True
bimodal,202,ridge,central,common,0.31987635349292176,True
bimodal,202,ridge,central,rare,0.45904424958717327,True
bimodal,202,ridge,extrapolated,common,0.20319278804975416,True
bimodal,202,ridge,extrapolated,rare,0.45903703809820295,True
bimodal,202,student_rank2,boundary,common,0.10803926068510072,True
bimodal,202,student_rank2,boundary,rare,0.7126140718952498,True
bimodal,202,student_rank2,central,common,0.2518047301860586,True
bimodal,202,student_rank2,central,rare,0.8426464255359015,True
bimodal,202,student_rank2,extrapolated,common,0.6972771433682305,True
bimodal,202,student_rank2,extrapolated,rare,0.16082818812338529,True
bimodal,202,transformer_mdn4,boundary,common,0.0923512107113052,True
bimodal,202,transformer_mdn4,boundary,rare,0.23802839943379414,False
bimodal,202,transformer_mdn4,central,common,0.07437445096256956,True
bimodal,202,transformer_mdn4,central,rare,0.10779338980467264,False
bimodal,202,transformer_mdn4,extrapolated,common,0.21325422712995906,True
bimodal,202,transformer_mdn4,extrapolated,rare,0.028386891512581905,True
bimodal,303,edm,boundary,common,0.0931059889793231,True
bimodal,303,edm,boundary,rare,0.025537343579197166,False
bimodal,303,edm,central,common,0.10077749740051173,True
bimodal,303,edm,central,rare,0.20875459209648428,False
bimodal,303,edm,extrapolated,common,0.42566959473431454,False
bimodal,303,edm,extrapolated,rare,0.07600251873853116,True
bimodal,303,flow,boundary,common,0.1536486138674007,True
bimodal,303,flow,boundary,rare,0.12270583098001217,False
bimodal,303,flow,central,common,0.20227655715455262,True
bimodal,303,flow,central,rare,0.16388492665021143,False
bimodal,303,flow,extrapolated,common,0.30786710376959003,False
bimodal,303,flow,extrapolated,rare,0.1918308879646689,True
bimodal,303,gaussian_diag,boundary,common,0.5999626220195688,True
bimodal,303,gaussian_diag,boundary,rare,0.17790573030639734,True
bimodal,303,gaussian_diag,central,common,0.9656938329929475,True
bimodal,303,gaussian_diag,central,rare,0.17787200594765207,True
bimodal,303,gaussian_diag,extrapolated,common,0.8374611742522807,True
bimodal,303,gaussian_diag,extrapolated,rare,0.17788089621579473,True
bimodal,303,gaussian_rank2,boundary,common,0.018369598193661463,True
bimodal,303,gaussian_rank2,boundary,rare,0.40368729351950994,True
bimodal,303,gaussian_rank2,central,common,0.33835359033675183,True
bimodal,303,gaussian_rank2,central,rare,0.44946823670854363,True
bimodal,303,gaussian_rank2,extrapolated,common,0.5896885828804965,True
bimodal,303,gaussian_rank2,extrapolated,rare,0.06989169515598936,True
bimodal,303,gp_rbf,boundary,common,0.5999626220195688,True
bimodal,303,gp_rbf,boundary,rare,0.17790573030639734,True
bimodal,303,gp_rbf,central,common,0.9656938329929475,True
bimodal,303,gp_rbf,central,rare,0.17787200594765207,True
bimodal,303,gp_rbf,extrapolated,common,0.8374611742522807,True
bimodal,303,gp_rbf,extrapolated,rare,0.17788089621579473,True
bimodal,303,mdn4,boundary,common,0.020853847996771424,True
bimodal,303,mdn4,boundary,rare,0.05061332281246392,True
bimodal,303,mdn4,central,common,0.06957796300734387,True
bimodal,303,mdn4,central,rare,0.08269521708646373,False
bimodal,303,mdn4,extrapolated,common,0.530703753850329,True
bimodal,303,mdn4,extrapolated,rare,0.1555483188326125,True
bimodal,303,ridge,boundary,common,0.017812120272308496,True
bimodal,303,ridge,boundary,rare,0.4398690119854798,True
bimodal,303,ridge,central,common,0.3479190907010702,True
bimodal,303,ridge,central,rare,0.4399027363442253,True
bimodal,303,ridge,extrapolated,common,0.21968643196040338,True
bimodal,303,ridge,extrapolated,rare,0.4398938460760824,True
bimodal,303,student_rank2,boundary,common,0.21889314629117917,True
bimodal,303,student_rank2,boundary,rare,0.8029533907304562,True
bimodal,303,student_rank2,central,common,0.3171126139100972,True
bimodal,303,student_rank2,central,rare,0.9026755096803608,True
bimodal,303,student_rank2,extrapolated,common,0.33704309405659294,True
bimodal,303,student_rank2,extrapolated,rare,0.115790510952275,True
bimodal,303,transformer_mdn4,boundary,common,0.11941985015241308,True
bimodal,303,transformer_mdn4,boundary,rare,0.011896372927894819,False
bimodal,303,transformer_mdn4,central,common,0.24234968499538917,True
bimodal,303,transformer_mdn4,central,rare,0.058064825838877766,False
bimodal,303,transformer_mdn4,extrapolated,common,0.19177514286878872,True
bimodal,303,transformer_mdn4,extrapolated,rare,0.06504908168913484,True
heavy_tailed,101,edm,boundary,common,0.36059424654492395,True
heavy_tailed,101,edm,boundary,rare,0.5665570379003153,False
heavy_tailed,101,edm,central,common,0.02741877830797955,True
heavy_tailed,101,edm,central,rare,0.6251764750527802,False
heavy_tailed,101,edm,extrapolated,common,0.6904539696238432,False
heavy_tailed,101,edm,extrapolated,rare,0.2747583709541085,True
heavy_tailed,101,flow,boundary,common,0.20790514910892693,True
heavy_tailed,101,flow,boundary,rare,0.42627975019449815,False
heavy_tailed,101,flow,central,common,0.04635831709842929,True
heavy_tailed,101,flow,central,rare,0.5367523315614362,False
heavy_tailed,101,flow,extrapolated,common,0.6115478000481432,False
heavy_tailed,101,flow,extrapolated,rare,0.19991103748801678,True
heavy_tailed,101,gaussian_diag,boundary,common,0.5770516171129259,True
heavy_tailed,101,gaussian_diag,boundary,rare,0.7239892148381952,True
heavy_tailed,101,gaussian_diag,central,common,0.172898806063417,True
heavy_tailed,101,gaussian_diag,central,rare,0.6689036374887465,True
heavy_tailed,101,gaussian_diag,extrapolated,common,0.7906332441155697,True
heavy_tailed,101,gaussian_diag,extrapolated,rare,0.39703800940996437,True
heavy_tailed,101,gaussian_rank2,boundary,common,0.41671588009268057,True
heavy_tailed,101,gaussian_rank2,boundary,rare,0.56365347781795,True
heavy_tailed,101,gaussian_rank2,central,common,0.05037332060962724,True
heavy_tailed,101,gaussian_rank2,central,rare,0.44563151081570235,True
heavy_tailed,101,gaussian_rank2,extrapolated,common,0.6190766856736816,True
heavy_tailed,101,gaussian_rank2,extrapolated,rare,0.22548145096807637,True
heavy_tailed,101,gp_rbf,boundary,common,0.5770516171129259,True
heavy_tailed,101,gp_rbf,boundary,rare,0.7239892148381952,True
heavy_tailed,101,gp_rbf,central,common,0.172898806063417,True
heavy_tailed,101,gp_rbf,central,rare,0.6689036374887465,True
heavy_tailed,101,gp_rbf,extrapolated,common,0.7906332441155697,True
heavy_tailed,101,gp_rbf,extrapolated,rare,0.39703800940996437,True
heavy_tailed,101,mdn4,boundary,common,0.11095903336078577,True
heavy_tailed,101,mdn4,boundary,rare,0.472739163743912,False
heavy_tailed,101,mdn4,central,common,0.016096865767981985,True
heavy_tailed,101,mdn4,central,rare,0.5405807933896731,False
heavy_tailed,101,mdn4,extrapolated,common,0.4181751952299926,True
heavy_tailed,101,mdn4,extrapolated,rare,0.2731376373534445,True
heavy_tailed,101,ridge,boundary,common,0.378855871988049,True
heavy_tailed,101,ridge,boundary,rare,0.5257934697133185,True
heavy_tailed,101,ridge,central,common,0.025296939061459855,True
heavy_tailed,101,ridge,central,rare,0.4707078923638696,True
heavy_tailed,101,ridge,extrapolated,common,0.5924374989906929,True
heavy_tailed,101,ridge,extrapolated,rare,0.19884226428508778,True
heavy_tailed,101,student_rank2,boundary,common,0.2194016208736779,True
heavy_tailed,101,student_rank2,boundary,rare,0.2769864601385792,True
heavy_tailed,101,student_rank2,central,common,0.023707558535708884,True
heavy_tailed,101,student_rank2,central,rare,0.0782141597053101,True
heavy_tailed,101,student_rank2,extrapolated,common,0.5229744984371028,True
heavy_tailed,101,student_rank2,extrapolated,rare,0.17171027309036052,True
heavy_tailed,101,transformer_mdn4,boundary,common,0.1742065189332338,True
heavy_tailed,101,transformer_mdn4,boundary,rare,0.5780069595457291,False
heavy_tailed,101,transformer_mdn4,central,common,0.07667478370226391,True
heavy_tailed,101,transformer_mdn4,central,rare,0.596254342907091,False
heavy_tailed,101,transformer_mdn4,extrapolated,common,0.367796154866514,True
heavy_tailed,101,transformer_mdn4,extrapolated,rare,0.28628701321143357,True
heavy_tailed,202,edm,boundary,common,0.4029476969922965,True
heavy_tailed,202,edm,boundary,rare,0.5984174664478752,False
heavy_tailed,202,edm,central,common,0.014854795180981512,True
heavy_tailed,202,edm,central,rare,0.6804732378785616,False
heavy_tailed,202,edm,extrapolated,common,0.7581986009723407,False
heavy_tailed,202,edm,extrapolated,rare,0.3183584565374386,True
heavy_tailed,202,flow,boundary,common,0.03916303763884227,True
heavy_tailed,202,flow,boundary,rare,0.5437199992970325,True
heavy_tailed,202,flow,central,common,0.023084246145484807,True
heavy_tailed,202,flow,central,rare,0.5598502554563738,False
heavy_tailed,202,flow,extrapolated,common,0.24580078301532593,False
heavy_tailed,202,flow,extrapolated,rare,0.14082685689172791,True
heavy_tailed,202,gaussian_diag,boundary,common,0.5517927663141284,True
heavy_tailed,202,gaussian_diag,boundary,rare,0.7141637513628227,True
heavy_tailed,202,gaussian_diag,central,common,0.17398026845929732,True
heavy_tailed,202,gaussian_diag,central,rare,0.6514112075693892,True
heavy_tailed,202,gaussian_diag,extrapolated,common,0.769044120096885,True
heavy_tailed,202,gaussian_diag,extrapolated,rare,0.39858179290721196,True
heavy_tailed,202,gaussian_rank2,boundary,common,0.40817697360352845,True
heavy_tailed,202,gaussian_rank2,boundary,rare,0.5705479586522226,True
heavy_tailed,202,gaussian_rank2,central,common,0.07771009022706607,True
heavy_tailed,202,gaussian_rank2,central,rare,0.39972084888302584,True
heavy_tailed,202,gaussian_rank2,extrapolated,common,0.5269594216458617,True
heavy_tailed,202,gaussian_rank2,extrapolated,rare,0.1564970944561886,True
heavy_tailed,202,gp_rbf,boundary,common,0.5517927663141284,True
heavy_tailed,202,gp_rbf,boundary,rare,0.7141637513628227,True
heavy_tailed,202,gp_rbf,central,common,0.17398026845929732,True
heavy_tailed,202,gp_rbf,central,rare,0.6514112075693892,True
heavy_tailed,202,gp_rbf,extrapolated,common,0.769044120096885,True
heavy_tailed,202,gp_rbf,extrapolated,rare,0.39858179290721196,True
heavy_tailed,202,mdn4,boundary,common,0.08717699850255298,True
heavy_tailed,202,mdn4,boundary,rare,0.4332435056469497,False
heavy_tailed,202,mdn4,central,common,0.04586128214214848,True
heavy_tailed,202,mdn4,central,rare,0.736255435205148,False
heavy_tailed,202,mdn4,extrapolated,common,0.3906262869092011,True
heavy_tailed,202,mdn4,extrapolated,rare,0.15753788384364062,False
heavy_tailed,202,ridge,boundary,common,0.3552806976745165,True
heavy_tailed,202,ridge,boundary,rare,0.5176516827232108,True
heavy_tailed,202,ridge,central,common,0.022531800180314615,True
heavy_tailed,202,ridge,central,rare,0.4548991389297772,True
heavy_tailed,202,ridge,extrapolated,common,0.5725320514572732,True
heavy_tailed,202,ridge,extrapolated,rare,0.20206972426760017,True
heavy_tailed,202,student_rank2,boundary,common,0.15930736187771097,True
heavy_tailed,202,student_rank2,boundary,rare,0.23019557744830216,True
heavy_tailed,202,student_rank2,central,common,0.026351367654841598,True
heavy_tailed,202,student_rank2,central,rare,0.09065072513653738,True
heavy_tailed,202,student_rank2,extrapolated,common,0.3068495736372372,True
heavy_tailed,202,student_rank2,extrapolated,rare,0.10466533551114615,True
heavy_tailed,202,transformer_mdn4,boundary,common,0.07930177056664253,True
heavy_tailed,202,transformer_mdn4,boundary,rare,0.5800063445813202,False
heavy_tailed,202,transformer_mdn4,central,common,0.04266688372968907,True
heavy_tailed,202,transformer_mdn4,central,rare,0.5795745984658193,False
heavy_tailed,202,transformer_mdn4,extrapolated,common,0.5790929033597856,False
heavy_tailed,202,transformer_mdn4,extrapolated,rare,0.32354829977908983,True
heavy_tailed,303,edm,boundary,common,0.3464005719365044,True
heavy_tailed,303,edm,boundary,rare,0.5744863644506264,True
heavy_tailed,303,edm,central,common,0.014874558105550897,True
heavy_tailed,303,edm,central,rare,0.6224783906929376,False
heavy_tailed,303,edm,extrapolated,common,0.677158397858915,False
heavy_tailed,303,edm,extrapolated,rare,0.24488331625909043,True
heavy_tailed,303,flow,boundary,common,0.13240168360139445,False
heavy_tailed,303,flow,boundary,rare,0.5036006314004778,False
heavy_tailed,303,flow,central,common,0.010388353599616956,True
heavy_tailed,303,flow,central,rare,0.5301984880905357,False
heavy_tailed,303,flow,extrapolated,common,0.6440983325367254,False
heavy_tailed,303,flow,extrapolated,rare,0.24103037508965947,True
heavy_tailed,303,gaussian_diag,boundary,common,0.5811811062348513,True
heavy_tailed,303,gaussian_diag,boundary,rare,0.7259720002373142,True
heavy_tailed,303,gaussian_diag,central,common,0.1727794144997391,True
heavy_tailed,303,gaussian_diag,central,rare,0.6720392234979848,True
heavy_tailed,303,gaussian_diag,extrapolated,common,0.7944872276354065,True
heavy_tailed,303,gaussian_diag,extrapolated,rare,0.3971575221901622,True
heavy_tailed,303,gaussian_rank2,boundary,common,0.43087999539456995,True
heavy_tailed,303,gaussian_rank2,boundary,rare,0.5756708893970328,True
heavy_tailed,303,gaussian_rank2,central,common,0.03342468275373374,True
heavy_tailed,303,gaussian_rank2,central,rare,0.46583512624451195,True
heavy_tailed,303,gaussian_rank2,extrapolated,common,0.6199159581182726,True
heavy_tailed,303,gaussian_rank2,extrapolated,rare,0.22258625267302823,True
heavy_tailed,303,gp_rbf,boundary,common,0.5811811062348513,True
heavy_tailed,303,gp_rbf,boundary,rare,0.7259720002373142,True
heavy_tailed,303,gp_rbf,central,common,0.1727794144997391,True
heavy_tailed,303,gp_rbf,central,rare,0.6720392234979848,True
heavy_tailed,303,gp_rbf,extrapolated,common,0.7944872276354065,True
heavy_tailed,303,gp_rbf,extrapolated,rare,0.3971575221901622,True
heavy_tailed,303,mdn4,boundary,common,0.27207190526404595,True
heavy_tailed,303,mdn4,boundary,rare,0.32311521167177565,False
heavy_tailed,303,mdn4,central,common,0.018177590142441052,True
heavy_tailed,303,mdn4,central,rare,0.591670891289262,False
heavy_tailed,303,mdn4,extrapolated,common,0.47090592182861035,True
heavy_tailed,303,mdn4,extrapolated,rare,0.19249275173802022,True
heavy_tailed,303,ridge,boundary,common,0.3964256709878456,True
heavy_tailed,303,ridge,boundary,rare,0.5412165649903085,True
heavy_tailed,303,ridge,central,common,0.011976020747266614,True
heavy_tailed,303,ridge,central,rare,0.48728378825097907,True
heavy_tailed,303,ridge,extrapolated,common,0.6097317923884007,True
heavy_tailed,303,ridge,extrapolated,rare,0.21240208694315643,True
heavy_tailed,303,student_rank2,boundary,common,0.0963196170044284,True
heavy_tailed,303,student_rank2,boundary,rare,0.10502405532348935,True
heavy_tailed,303,student_rank2,central,common,0.007489484847454778,True
heavy_tailed,303,student_rank2,central,rare,0.004744511009955987,True
heavy_tailed,303,student_rank2,extrapolated,common,0.03994718790664065,True
heavy_tailed,303,student_rank2,extrapolated,rare,0.19658253884481036,True
heavy_tailed,303,transformer_mdn4,boundary,common,0.10816589764144602,True
heavy_tailed,303,transformer_mdn4,boundary,rare,0.5107513315755712,False
heavy_tailed,303,transformer_mdn4,central,common,0.04132200533264931,True
heavy_tailed,303,transformer_mdn4,central,rare,0.6962968618006311,False
heavy_tailed,303,transformer_mdn4,extrapolated,common,0.4521672516020726,True
heavy_tailed,303,transformer_mdn4,extrapolated,rare,0.2734925610735709,True
linear_gaussian,101,edm,boundary,common,0.02305900717813955,True
linear_gaussian,101,edm,boundary,rare,0.020020092326812802,True
linear_gaussian,101,edm,central,common,0.025444030463995654,True
linear_gaussian,101,edm,central,rare,0.033963324859891744,False
linear_gaussian,101,edm,extrapolated,common,0.06548064485910232,False
linear_gaussian,101,edm,extrapolated,rare,0.028104369624105036,True
linear_gaussian,101,flow,boundary,common,0.07736137483644111,True
linear_gaussian,101,flow,boundary,rare,0.06418693680457108,True
linear_gaussian,101,flow,central,common,0.024051057421306546,True
linear_gaussian,101,flow,central,rare,0.0866609516698772,False
linear_gaussian,101,flow,extrapolated,common,0.07245967529923825,False
linear_gaussian,101,flow,extrapolated,rare,0.033486571024422304,True
linear_gaussian,101,gaussian_diag,boundary,common,0.22303875790872169,True
linear_gaussian,101,gaussian_diag,boundary,rare,0.22303875790872163,True
linear_gaussian,101,gaussian_diag,central,common,0.22303875790872166,True
linear_gaussian,101,gaussian_diag,central,rare,0.22303875790872163,True
linear_gaussian,101,gaussian_diag,extrapolated,common,0.22303875790872163,True
linear_gaussian,101,gaussian_diag,extrapolated,rare,0.22303875790872163,True
linear_gaussian,101,gaussian_rank2,boundary,common,0.005071952157489346,True
linear_gaussian,101,gaussian_rank2,boundary,rare,0.005071952157489346,True
linear_gaussian,101,gaussian_rank2,central,common,0.009908383086965594,True
linear_gaussian,101,gaussian_rank2,central,rare,0.009908383086965566,True
linear_gaussian,101,gaussian_rank2,extrapolated,common,0.055632632976287566,True
linear_gaussian,101,gaussian_rank2,extrapolated,rare,0.055632632976287566,True
linear_gaussian,101,gp_rbf,boundary,common,0.22303875790872169,True
linear_gaussian,101,gp_rbf,boundary,rare,0.22303875790872163,True
linear_gaussian,101,gp_rbf,central,common,0.22303875790872166,True
linear_gaussian,101,gp_rbf,central,rare,0.22303875790872163,True
linear_gaussian,101,gp_rbf,extrapolated,common,0.22303875790872163,True
linear_gaussian,101,gp_rbf,extrapolated,rare,0.22303875790872163,True
linear_gaussian,101,mdn4,boundary,common,0.0455217183695015,True
linear_gaussian,101,mdn4,boundary,rare,0.03836957887037598,True
linear_gaussian,101,mdn4,central,common,0.017283374860664738,True
linear_gaussian,101,mdn4,central,rare,0.03389422038315834,False
linear_gaussian,101,mdn4,extrapolated,common,0.0576527548915456,True
linear_gaussian,101,mdn4,extrapolated,rare,0.07317134127460483,True
linear_gaussian,101,ridge,boundary,common,0.002590085510259521,True
linear_gaussian,101,ridge,boundary,rare,0.002590085510259521,True
linear_gaussian,101,ridge,central,common,0.002590085510259521,True
linear_gaussian,101,ridge,central,rare,0.002590085510259632,True
linear_gaussian,101,ridge,extrapolated,common,0.002590085510259632,True
linear_gaussian,101,ridge,extrapolated,rare,0.002590085510259632,True
linear_gaussian,101,student_rank2,boundary,common,0.08331274699149599,True
linear_gaussian,101,student_rank2,boundary,rare,0.12439232840481051,True
linear_gaussian,101,student_rank2,central,common,0.006440534074649826,True
linear_gaussian,101,student_rank2,central,rare,0.2238498836986238,True
linear_gaussian,101,student_rank2,extrapolated,common,0.044033043616791695,True
linear_gaussian,101,student_rank2,extrapolated,rare,0.058816667149720225,True
linear_gaussian,101,transformer_mdn4,boundary,common,0.021755093271748197,True
linear_gaussian,101,transformer_mdn4,boundary,rare,0.061192146376622236,True
linear_gaussian,101,transformer_mdn4,central,common,0.07330342986262792,True
linear_gaussian,101,transformer_mdn4,central,rare,0.11240838344726692,False
linear_gaussian,101,transformer_mdn4,extrapolated,common,0.14927251307163303,True
linear_gaussian,101,transformer_mdn4,extrapolated,rare,0.06938820691482568,True
linear_gaussian,202,edm,boundary,common,0.05197772592389255,True
linear_gaussian,202,edm,boundary,rare,0.07912627751323524,False
linear_gaussian,202,edm,central,common,0.015473116026725992,True
linear_gaussian,202,edm,central,rare,0.08933444418817513,False
linear_gaussian,202,edm,extrapolated,common,0.15903794265126656,False
linear_gaussian,202,edm,extrapolated,rare,0.11836390386347702,True
linear_gaussian,202,flow,boundary,common,0.08585982690293398,True
linear_gaussian,202,flow,boundary,rare,0.015057138823880642,True
linear_gaussian,202,flow,central,common,0.02076158945786799,True
linear_gaussian,202,flow,central,rare,0.04059427379457124,False
linear_gaussian,202,flow,extrapolated,common,0.1262297217660544,False
linear_gaussian,202,flow,extrapolated,rare,0.08972027437641819,True
linear_gaussian,202,gaussian_diag,boundary,common,0.22282082867147746,True
linear_gaussian,202,gaussian_diag,boundary,rare,0.22282082867147734,True
linear_gaussian,202,gaussian_diag,central,common,0.22282082867147743,True
linear_gaussian,202,gaussian_diag,central,rare,0.22282082867147757,True
linear_gaussian,202,gaussian_diag,extrapolated,common,0.22282082867147746,True
linear_gaussian,202,gaussian_diag,extrapolated,rare,0.22282082867147746,True
linear_gaussian,202,gaussian_rank2,boundary,common,0.016045707229288497,True
linear_gaussian,202,gaussian_rank2,boundary,rare,0.016045707229288608,True
linear_gaussian,202,gaussian_rank2,central,common,0.0058647384311944495,True
linear_gaussian,202,gaussian_rank2,central,rare,0.0058647384311943385,True
linear_gaussian,202,gaussian_rank2,extrapolated,common,0.11687354887214627,True
linear_gaussian,202,gaussian_rank2,extrapolated,rare,0.11687354887214635,True
linear_gaussian,202,gp_rbf,boundary,common,0.22282082867147746,True
linear_gaussian,202,gp_rbf,boundary,rare,0.22282082867147734,True
linear_gaussian,202,gp_rbf,central,common,0.22282082867147743,True
linear_gaussian,202,gp_rbf,central,rare,0.22282082867147757,True
linear_gaussian,202,gp_rbf,extrapolated,common,0.22282082867147746,True
linear_gaussian,202,gp_rbf,extrapolated,rare,0.22282082867147746,True
linear_gaussian,202,mdn4,boundary,common,0.04712374722743651,True
linear_gaussian,202,mdn4,boundary,rare,0.0960424308144664,True
linear_gaussian,202,mdn4,central,common,0.03974213003086813,True
linear_gaussian,202,mdn4,central,rare,0.2556377014001143,False
linear_gaussian,202,mdn4,extrapolated,common,0.04927984219821714,True
linear_gaussian,202,mdn4,extrapolated,rare,0.09592593213234125,True
linear_gaussian,202,ridge,boundary,common,0.0006089941168544999,True
linear_gaussian,202,ridge,boundary,rare,0.0006089941168546664,True
linear_gaussian,202,ridge,central,common,0.0006089941168544721,True
linear_gaussian,202,ridge,central,rare,0.0006089941168544444,True
linear_gaussian,202,ridge,extrapolated,common,0.0006089941168543334,True
linear_gaussian,202,ridge,extrapolated,rare,0.0006089941168545554,True
linear_gaussian,202,student_rank2,boundary,common,0.05634392064278748,True
linear_gaussian,202,student_rank2,boundary,rare,0.09456886768541595,True
linear_gaussian,202,student_rank2,central,common,0.005054583674149404,True
linear_gaussian,202,student_rank2,central,rare,0.2408265292003326,True
linear_gaussian,202,student_rank2,extrapolated,common,0.05747519242903018,True
linear_gaussian,202,student_rank2,extrapolated,rare,0.006029242436193349,True
linear_gaussian,202,transformer_mdn4,boundary,common,0.05802088655414604,True
linear_gaussian,202,transformer_mdn4,boundary,rare,0.11731760071279884,True
linear_gaussian,202,transformer_mdn4,central,common,0.07131239106406204,True
linear_gaussian,202,transformer_mdn4,central,rare,0.23641333379591706,False
linear_gaussian,202,transformer_mdn4,extrapolated,common,0.04452648952589054,True
