,,,energy,energy,energy,mean_squared_error,mean_squared_error,mean_squared_error,coverage90,coverage90,coverage90,width90,width90,width90,tail_brier,tail_brier,tail_brier,tail_probability_abs_error,tail_probability_abs_error,tail_probability_abs_error,sampling_seconds_per_history,sampling_seconds_per_history,sampling_seconds_per_history
bimodal,boundary,transformer_mdn4,0.43575605797831063,0.4287839008968748,0.4393072307548295,0.004586079563045932,0.0021474015432402706,0.008894766270302197,0.8951732494212963,0.8719075520833334,0.9159071180555555,1.438815376658045,1.3629727946012447,1.490711154892029,0.04928779602050781,0.04877408345540365,0.05023606618245443,0.025108506944444418,0.019010416666666648,0.03566080729166663,0.0014487207703899833,0.0014270173536108498,0.00147059549999535
bimodal,central,edm,0.5807286465130428,0.579446957851108,0.5832598588694211,0.010896196971816501,0.007965770651285954,0.014106612887474683,0.9026150173611112,0.8899468315972222,0.9193522135416666,1.6273134537982556,1.5965812613702675,1.6774487101557505,0.05230575137668186,0.05127716064453125,0.05408541361490885,0.05367296006944442,0.04337565104166664,0.06832682291666665,0.0018746177629509,0.0018621293323424501,0.0018822178947932998
bimodal,central,flow,0.5744385646916467,0.5724643126989534,0.5779924126102668,0.0030792113061265045,0.0022646250663173333,0.004144272825551,0.8903718171296297,0.8787163628472222,0.9080403645833334,1.5543025189835662,1.5189496413460783,1.605602003834606,0.049901326497395836,0.04971631368001302,0.05005423227945963,0.03364800347222218,0.03147786458333329,0.036214192708333294,0.0017931823054418833,0.0017863949797174,0.0018058836867567002
bimodal,central,gaussian_diag,0.6141857834366523,0.6105706853692167,0.6182510790602552,0.0050181069999164695,0.003503599311520679,0.006948301724602454,0.9126880787037037,0.9042154947916666,0.9252115885416666,1.665154662729285,1.625415334942745,1.7372095199779054,0.05074469248453776,0.05031998952229818,0.05125999450683594,0.04020724826388886,0.03800455729166662,0.04368489583333331,1.547251344567889e-05,1.4562500534035884e-05,1.704774937631252e-05
bimodal,central,gaussian_rank2,0.584202467104216,0.581939028883467,0.5862522685332732,0.004223687740949704,0.00228495583178153,0.005323020809851783,0.9254738136574074,0.9177517361111112,0.9338650173611112,1.7237600433443507,1.695115747108989,1.770194078619127,0.05206012725830078,0.051539103190104164,0.052344322204589844,0.05151367187499997,0.049153645833333294,0.05369466145833331,2.4422166461590677e-05,2.125345902944294e-05,2.7361978330494214e-05
bimodal,central,gp_rbf,0.6314480298547843,0.6240857164595411,0.6416683158712106,0.009891717778731855,0.004025686205363013,0.016089522084896456,0.7895146122685185,0.7851019965277778,0.7945963541666666,1.340058845980714,1.3327235799471648,1.3483789321307722,0.04914580451117622,0.0488427480061849,0.04954338073730469,0.025792100694444417,0.021777343749999973,0.03043619791666663,2.8752902128164554e-05,2.5272582812855642e-05,3.308333301295837e-05
bimodal,central,mdn4,0.5736804616529746,0.5714622539192455,0.5748213729698196,0.005414145432071345,0.004987206313135959,0.00590573311442754,0.8879665798611112,0.8796115451388888,0.892822265625,1.5296754761191442,1.498304528666486,1.5627680580896646,0.04915449354383681,0.04886945088704427,0.04941368103027344,0.026236979166666646,0.020865885416666643,0.02949218749999998,0.00014844184705800002,0.0001438498329662,0.00015357466691050001
bimodal,central,ridge,0.5904522856069434,0.5870338657597115,0.5930759642331499,0.004175932346624014,0.003677908234487821,0.0047618398755979625,0.9048394097222222,0.9011501736111112,0.9093967013888888,1.5912763783221877,1.5727496410712052,1.6278868738480465,0.049098968505859375,0.04859097798665365,0.049603780110677086,0.02304687499999995,0.01526692708333327,0.03046874999999995,9.392375229961342e-06,9.215291356667876e-06,9.70487599261105e-06
bimodal,central,student_rank2,0.5872395438475603,0.5824656319013154,0.5943876670732994,0.0077998754532167085,0.0031707474960726728,0.013956724913268957,0.9329065393518517,0.9212510850694445,0.9415418836805555,1.8129301437323868,1.7779094631830363,1.868273781694352,0.0528776380750868,0.05230172475179037,0.053825060526529946,0.056933593749999976,0.0484700520833333,0.06534830729166664,2.6096354203117593e-05,2.5602437138635043e-05,2.6809020103731502e-05
bimodal,central,transformer_mdn4,0.5804577694841914,0.5745544958410533,0.5893847220803942,0.011950257177864526,0.004935296968540896,0.024448496155574078,0.8512188946759259,0.84326171875,0.8628200954861112,1.4490822914387798,1.4134296657201884,1.510026757755596,0.049144215053982206,0.048947652180989586,0.049515724182128906,0.02590603298611109,0.021061197916666625,0.03351236979166667,0.0014832320484856167,0.00142591145777255,0.0015340130000064498
bimodal,extrapolated,edm,0.7534027567980336,0.684218857514098,0.852021206598598,0.33157187938191673,0.26560696314327786,0.4269331953540642,0.731662326388889,0.7103949652777778,0.7703721788194445,1.4725188799754363,1.3858246139701846,1.5291310254011705,0.15288247002495658,0.12683931986490884,0.1676626205444336,0.27688802083333336,0.24654947916666667,0.30405273437499997,0.0018705839174799168,0.00186678127162545,0.0018742578128391
bimodal,extrapolated,flow,0.642871649397316,0.6222531704642547,0.6693420732074546,0.21783841977946583,0.2014791362059175,0.2454310938346711,0.8843315972222222,0.8460015190972222,0.9311252170138888,1.6198331827204575,1.5468057966530522,1.7566678178786592,0.3605320188734266,0.3254413604736328,0.3965056737263997,0.5403049045138889,0.51005859375,0.5711751302083333,0.0017924846668190334,0.0017826675211836,0.001804223958364
bimodal,extrapolated,gaussian_diag,0.5908728633393182,0.5493788135417197,0.6494727957405808,0.19201597279693886,0.15539385190069513,0.24789441951579674,0.6912434895833334,0.6351996527777778,0.7263454861111112,1.1097445825559031,1.075143812642889,1.136173124633649,0.09794627295600043,0.0891278584798177,0.10306294759114583,0.1685818142361111,0.15543619791666666,0.1805989583333333,1.4309617755417195e-05,1.2624999120210608e-05,1.5737000164032604e-05
bimodal,extrapolated,gaussian_rank2,0.5612226253671327,0.528740606701963,0.5957606471719358,0.16988725082186332,0.12797229328097484,0.22082062051483853,0.7568721064814814,0.7110731336805555,0.7847493489583334,1.2456346478783635,1.2140783512300575,1.2818492781676434,0.10494295756022136,0.060587565104166664,0.13838926951090494,0.18065321180555557,0.08307291666666666,0.24601236979166666,2.255496535023364e-05,2.068227089087789e-05,2.6083334281186883e-05
bimodal,extrapolated,gp_rbf,1.7967192750650742,1.3791974172601067,2.0383917343728917,2.203273650039709,1.3374477458168295,2.7054319996079292,0.6496672453703703,0.5970052083333334,0.7280815972222222,2.965927093592068,2.5035765902227736,3.2149556895167404,0.04884804619683159,0.0487372080485026,0.049031575520833336,0.020507812499999976,0.0185872395833333,0.023177083333333307,2.5437485116223495e-05,2.2335041042727728e-05,2.7531248633749783e-05
bimodal,extrapolated,mdn4,0.7535116049881854,0.5893174616710198,0.8832153548369729,0.4031733790320738,0.24078373420685728,0.5213999011439986,0.7213270399305555,0.6005045572916666,0.8653157552083334,1.5920943170174757,1.4147112099969041,1.858373787493426,0.0634264416164822,0.05263392130533854,0.06889724731445312,0.09209526909722221,0.05309244791666665,0.11954752604166667,0.00014891840975093332,0.00014008160481649999,0.00015415364638705
bimodal,extrapolated,ridge,1.9060555053301471,1.8774784917150324,1.9248027090067403,1.877470227223519,1.8357655098390326,1.8989159340487136,0.5522822627314815,0.5441080729166666,0.5584852430555556,1.5906569731105444,1.5660336648620568,1.6174596431773345,0.9430711534288193,0.9415454864501953,0.9442927042643229,0.9467447916666666,0.9459309895833332,0.9473958333333332,9.012721420731395e-06,8.874999669690927e-06,9.121499412382642e-06
bimodal,extrapolated,student_rank2,0.5635135452318079,0.5029534096860522,0.612174667144951,0.17336406520250378,0.11800157436802167,0.22905233688134977,0.7450900607638888,0.6805826822916666,0.7883843315972222,1.168438847845006,1.1314898297160376,1.196363980045993,0.08834022945827907,0.055815696716308594,0.10636711120605469,0.14710828993055555,0.06778971354166666,0.19361979166666665,2.7845194078205775e-05,2.3934020039935906e-05,3.1184895002904035e-05
bimodal,extrapolated,transformer_mdn4,0.6385120370447256,0.5929986563590873,0.6838223046472237,0.26955759376009497,0.23024420981763996,0.30707710964553053,0.7012080439814815,0.616916232638889,0.7919108072916666,1.4707911419377222,1.3415600180952838,1.6008081137249521,0.06149270799424913,0.05149968465169271,0.07473309834798177,0.08772786458333333,0.047786458333333316,0.13782552083333333,0.0015007074653112169,0.00147571266764615,0.00153765537470455
heavy_tailed,boundary,edm,0.27118589891064077,0.2686760622174279,0.27530150140735776,0.0047155784898264014,0.004463413609905043,0.005075845101284392,0.8930392795138888,0.8809136284722222,0.9003363715277778,0.7888509835939782,0.741377421379859,0.8179077254894841,0.049203024970160596,0.04873975118001302,0.04952176411946615,0.024815538194444417,0.018945312499999967,0.02783203124999997,0.00186439120079735,0.00185753124969775,0.0018760251659840999
heavy_tailed,boundary,flow,0.27163634236620143,0.2691272269311171,0.27524472114377835,0.003940772212908669,0.0035518099958449355,0.00431951592628579,0.8920536747685185,0.8800998263888888,0.9085557725694445,0.7751332559019694,0.7361516558968105,0.8195973264928496,0.055325084262424044,0.05407174428304037,0.05627218882242838,0.06718207465277776,0.056526692708333305,0.07596028645833332,0.0017887508676923665,0.00178599391559445,0.0017936328125263499
heavy_tailed,boundary,gaussian_diag,0.26698070390648576,0.2657721084538626,0.26921376622012055,0.0014741415035160385,0.0008860471655632861,0.0023037559570816147,0.8904893663194445,0.87109375,0.923095703125,0.7662872542236259,0.7130219833095888,0.8658117553224951,0.04978201124403212,0.04925378163655599,0.050220489501953125,0.03033854166666662,0.024593098958333285,0.035546874999999964,1.3271111028087844e-05,1.2909707341653606e-05,1.3710062679213783e-05
heavy_tailed,boundary,gaussian_rank2,0.26511753177797226,0.26156636837570857,0.2703801575910751,0.001578699414073968,0.0010087918038020906,0.0018972273860781662,0.8860948350694445,0.8694661458333334,0.9124891493055555,0.7566904122251487,0.7050991862452819,0.8251006815170036,0.05054473876953125,0.04958470662434896,0.05112330118815104,0.03759765624999997,0.029296874999999972,0.04287109374999997,2.0316847642081688e-05,2.015277156412291e-05,2.0410604823458318e-05
heavy_tailed,boundary,gp_rbf,0.27368050803481486,0.269981936951569,0.2796901996360553,0.0016103544048400333,0.0009745253120362667,0.0022296044341674416,0.8539496527777777,0.7116427951388888,0.9252387152777778,0.7872313841758988,0.460894687748809,0.9659340942355911,0.05669678582085504,0.049680074055989586,0.06052970886230469,0.08245442708333334,0.036328125,0.10771484375,3.40318333150612e-05,2.727779307557891e-05,4.3364581263934575e-05
heavy_tailed,boundary,mdn4,0.26452379761064654,0.26139190236258386,0.27071247976836976,0.0017709683312185588,0.0013942717347846662,0.002027979038493029,0.8820167824074074,0.8692220052083334,0.8968098958333334,0.7513280690637543,0.7328964281417919,0.7853123156794443,0.04976230197482639,0.048736572265625,0.051621437072753906,0.029828559027777757,0.01943359374999998,0.047216796874999974,0.00014658189563,0.0001404227708311,0.00015208768672889998
heavy_tailed,boundary,ridge,0.2758441129612354,0.27083237580705527,0.284966192534178,0.005904657556762303,0.005220468396708196,0.006919631822334567,0.9062680844907408,0.8993598090277778,0.9125434027777778,0.8316308019222566,0.8132858216304261,0.8674582785499085,0.05671416388617621,0.05328814188639323,0.0608984629313151,0.07815755208333332,0.05908203124999998,0.09794921875,8.911470811451889e-06,8.828123100101948e-06,9.001749276649207e-06
heavy_tailed,boundary,student_rank2,0.2625632262838232,0.2581596768198169,0.26767441946386716,0.0011328443483287888,0.0007783330565745862,0.0014945810402994541,0.8793312355324074,0.8599717881944445,0.9057345920138888,0.7389804996309234,0.6975802390448264,0.801886487992039,0.04991626739501953,0.049011548360188804,0.05048433939615885,0.03157009548611108,0.02368164062499996,0.03662109374999997,2.727371490133616e-05,2.4668394568531465e-05,3.232985424498717e-05
heavy_tailed,boundary,transformer_mdn4,0.2636625722110814,0.26146338035789424,0.26801634391617274,0.0014468757476936182,0.0013238965221919023,0.0016352219476005502,0.8943051938657408,0.8846299913194445,0.9101291232638888,0.7858902858152382,0.7556354791899323,0.8265641339212412,0.04929288228352865,0.048996925354003906,0.04976367950439453,0.026345486111111076,0.023209635416666628,0.032438151041666634,0.0014544985489110835,0.00136894010453635,0.0015341449591990501
heavy_tailed,central,edm,0.26266356499851334,0.25813323997766163,0.26675068178495825,0.0018386376068904144,0.0014698375637852397,0.0024507395169590745,0.8718713831018517,0.8607855902777778,0.8820529513888888,0.7146769508088298,0.6910236487298574,0.7353039657918354,0.04992919498019748,0.04980341593424479,0.05004310607910156,0.030387369791666636,0.026627604166666628,0.033300781249999974,0.0018653313058570166,0.0018624583341685,0.00186677604142455
heavy_tailed,central,flow,0.26101997500687285,0.25678960467450485,0.264046949354308,0.001069387928880398,0.0010498505402952725,0.0010909547273087693,0.870090060763889,0.8562282986111112,0.8889973958333334,0.6998970709379321,0.665525737606209,0.7451700707220414,0.049217012193467885,0.0489044189453125,0.049698193868001304,0.025336371527777745,0.020638020833333295,0.03041992187499996,0.0019231987910946168,0.0017924765609980502,0.00218225347877395
heavy_tailed,central,gaussian_diag,0.2650756484806203,0.26218899505331045,0.2674368570457037,0.0013465364712235799,0.0011088477833441125,0.0015468261857743014,0.8984827112268517,0.8917914496527778,0.9062228732638888,0.7757778366157959,0.7573682416649629,0.7960421723605747,0.049818886650933154,0.049407005310058594,0.05060005187988281,0.029318576388888854,0.02566731770833329,0.0355794270833333,1.4198492863215506e-05,1.3359374861465767e-05,1.4912311598891392e-05
heavy_tailed,central,gaussian_rank2,0.2637430417318339,0.2598025232258658,0.2668736874883061,0.0015490608724723443,0.0012877099850794672,0.001930998561495777,0.8986725983796297,0.8851725260416666,0.9115668402777778,0.7838729433874919,0.7425356309979252,0.8178011557741781,0.05034033457438151,0.04883511861165365,0.05194505055745443,0.03174370659722219,0.019335937499999966,0.042529296874999956,2.258420136058703e-05,2.2020833663797628e-05,2.298610343132168e-05
heavy_tailed,central,gp_rbf,0.2699799537755981,0.267633326570824,0.2718848679602982,0.000796999013399802,0.00047430157565640893,0.000999285562063479,0.8549985532407408,0.7163628472222222,0.9280056423611112,0.7762316498961598,0.46285466851091184,0.940073137411381,0.0565789540608724,0.04928016662597656,0.0613104502360026,0.07802734374999999,0.029069010416666666,0.10901692708333333,3.076677805640631e-05,2.6501751563046128e-05,3.7848959133649864e-05
heavy_tailed,central,mdn4,0.26280123830368224,0.2566592291837345,0.26799337484680813,0.0018289144427390547,0.0010768475538158017,0.003276912860382348,0.8785626446759259,0.8661295572916666,0.894775390625,0.7252478268129537,0.7090742171784644,0.7497282251615941,0.049265649583604604,0.04889233907063802,0.049663543701171875,0.02534179687499998,0.020052083333333314,0.03245442708333333,0.000140676514598,0.00013913977090845,0.00014259896003445
heavy_tailed,central,ridge,0.26407237230230823,0.261768170592187,0.26559755624174747,0.001546215744678085,0.0013454416599496793,0.0017420318652031867,0.9152741608796297,0.9081488715277778,0.9246961805555555,0.828653731506004,0.8123764422746502,0.8546899209827264,0.05075094434950087,0.04924329121907552,0.05242729187011719,0.03751085069444441,0.026790364583333285,0.05374348958333331,9.166067886528455e-06,8.862831843240807e-06,9.600664877022306e-06
heavy_tailed,central,student_rank2,0.26221887265135724,0.255982998940018,0.2659419157009949,0.0015681926609005924,0.000877191199007929,0.0020999916142960527,0.8809859664351851,0.8749457465277778,0.8888075086805555,0.7308170300147941,0.729340867480957,0.7316865740907645,0.04921722412109375,0.04863897959391276,0.050231615702311196,0.022243923611111088,0.015804036458333292,0.031038411458333314,2.6191839828647466e-05,2.503297946532257e-05,2.83064364339225e-05
heavy_tailed,central,transformer_mdn4,0.26372254908845005,0.25960056927637626,0.26768607075756096,0.0023579231152608495,0.0021193747572197876,0.002726412392545388,0.8727484809027777,0.8610568576388888,0.8849012586805555,0.7146959119371782,0.6853399424631772,0.7399151094970423,0.04938210381401909,0.04896354675292969,0.04978370666503906,0.02733289930555553,0.023828124999999978,0.029264322916666637,0.0014795005906004166,0.0014242404577088999,0.0015171467093750498
heavy_tailed,extrapolated,edm,0.6969369457374053,0.6380706557892047,0.7845843737938222,0.24636161728221126,0.20765759302734357,0.3055534738271838,0.6326859085648149,0.567355685763889,0.6864691840277778,0.9958528386428861,0.9647593098739584,1.0378167472829516,0.29263008965386283,0.2450863520304362,0.3390932083129883,0.4401692708333333,0.3911946614583333,0.48100585937499996,0.0018642106454838335,0.0018558003333358,0.00187612152027815
heavy_tailed,extrapolated,flow,0.6461448753877581,0.5806034207773209,0.7177951985012591,0.21950561623774098,0.1773729185074653,0.2701574356300089,0.7564380787037037,0.7274034288194445,0.7969835069444445,1.2230465323075188,1.1681136627585207,1.2730909610467431,0.4882241355048285,0.4454460144042969,0.5251932144165039,0.6326985677083333,0.60087890625,0.6600423177083333,0.0017915760969723167,0.0017863749999378002,0.00179886370824525
heavy_tailed,extrapolated,gaussian_diag,0.6033244551987328,0.5373695235338923,0.6702222122439904,0.1932813926661966,0.16178603617082446,0.22406631945405797,0.6171151620370371,0.3958875868055556,0.7833116319444445,0.9421391421370906,0.6416955390992435,1.1530765187228402,0.1223692364162869,0.057471911112467446,0.16523202260335287,0.18594292534722223,0.069091796875,0.250732421875,1.5729458229745636e-05,1.4729166044465577e-05,1.6774312825873494e-05
heavy_tailed,extrapolated,gaussian_rank2,0.5624521968822704,0.5517328843214304,0.5836227109779378,0.17689664823553886,0.16578336754113848,0.19610181235982405,0.7438512731481483,0.6617838541666666,0.8203396267361112,1.1446134509398556,0.9994179648007244,1.3728519432955497,0.10412587059868707,0.06369463602701823,0.13431580861409506,0.18101671006944442,0.09456380208333333,0.24565429687499998,2.3460062139848665e-05,2.3411436510893207e-05,2.353037537735266e-05
heavy_tailed,extrapolated,gp_rbf,0.9942189410905246,0.9415599635453483,1.0297245484484125,0.6698959363894432,0.6393275049369266,0.7075464908530794,0.6212384259259259,0.46316189236111116,0.7266167534722222,1.6806847094037034,1.4200528396170145,1.8443302047159416,0.04941685994466146,0.04900550842285156,0.0496832529703776,0.028537326388888867,0.022819010416666646,0.032161458333333316,2.2949068807065487e-05,2.2453124984167516e-05,2.319791625874738e-05
heavy_tailed,extrapolated,mdn4,0.7708153751532322,0.6445238340661038,0.9185093440077683,0.35777892387718485,0.23015027382582995,0.4701040740547868,0.6194118923611112,0.5445963541666666,0.7060004340277778,1.1632415445144653,1.0291255629160763,1.311541299867773,0.0671449237399631,0.06610298156738281,0.06874783833821614,0.10390082465277778,0.09361979166666666,0.11258138020833335,0.00014170370155215,0.00013668141643085,0.0001499696251509
heavy_tailed,extrapolated,ridge,1.4053347380568937,1.3682905945404962,1.4785383559132816,0.8707280973192543,0.826493202469155,0.9476569474817667,0.5764793113425927,0.573459201388889,0.581271701388889,0.8303276044542875,0.8112333754512672,0.8608504231634259,0.9491159651014539,0.9489103953043619,0.94921875,0.9499457465277775,0.9498372395833332,0.9499999999999998,1.0995958291459829e-05,8.793416782282293e-06,1.3505208092586448e-05
heavy_tailed,extrapolated,student_rank2,0.5772397860150769,0.5323142551010492,0.6433857650451632,0.18014534423030673,0.1455592160986313,0.2311840717604773,0.6946976273148149,0.5845811631944444,0.8329264322916666,1.1029956500663536,0.9067659337695221,1.4197408162360095,0.09379842546251087,0.05351797739664713,0.16488075256347656,0.14750976562499998,0.055940755208333325,0.2942708333333333,2.8387728687246432e-05,2.4659728903012972e-05,3.252256162037762e-05
heavy_tailed,extrapolated,transformer_mdn4,0.5748261086095082,0.5497861452744811,0.615328154835449,0.19795452262471236,0.18503326179934262,0.2161188535787073,0.7282533998842592,0.6119249131944444,0.8441026475694445,1.1894006240036454,0.971630631207368,1.4139681566232805,0.07077407836914062,0.0576318105061849,0.08234596252441406,0.11606987847222222,0.07493489583333332,0.15416666666666667,0.0014848758752728836,0.00145224654139985,0.0015019852289696503
linear_gaussian,boundary,edm,0.29390992494790685,0.2895445335234215,0.2977239839152196,0.007337549501754865,0.005047051132737479,0.009133428141686075,0.8810583043981483,0.8727213541666666,0.8882649739583334,0.8389895048861687,0.8104571005032154,0.869209742603778,0.048939175075954855,0.048873583475748696,0.049029032389322914,0.024153645833333324,0.023063151041666657,0.025813802083333327,0.0019523226324559002,0.00189368489615535,0.0020633793537854
linear_gaussian,boundary,flow,0.28292268325610753,0.2788264348902728,0.2862472681687705,0.0011599850186243545,0.0011101957488996751,0.0012093381683258636,0.8792408130787036,0.8614637586805555,0.8980848524305555,0.8054737296844072,0.7855176386670052,0.8342943825197904,0.04893334706624349,0.04880046844482422,0.049079577128092446,0.02182617187499997,0.0187337239583333,0.026774088541666657,0.0019334276524507667,0.00184945139577995,0.0020949079783652
linear_gaussian,boundary,gaussian_diag,0.2851764622485778,0.28207469139140956,0.2879163681653542,0.0009517470843223423,0.0008494234053835815,0.0010768062425355013,0.8927951388888888,0.8790961371527778,0.9142252604166666,0.8391805423229303,0.8125696524287097,0.8874339530915734,0.048839463127983936,0.04874070485432943,0.04894320170084635,0.019504123263888846,0.016682942708333297,0.022233072916666628,1.6761298563020926e-05,1.3678833056474105e-05,2.0335957136315603e-05
linear_gaussian,boundary,gaussian_rank2,0.2820277742701004,0.27745798708778013,0.285721918335095,0.0008462686064569083,0.0005758061936337597,0.001085235733225585,0.8827039930555557,0.8631456163194445,0.9126247829861112,0.8191576464126592,0.7735602958971676,0.8754119826562555,0.049034860399034284,0.048690478006998696,0.04926649729410807,0.02171766493055551,0.01769205729166663,0.024723307291666618,2.5806132018462653e-05,2.185068660764955e-05,3.189237516683837e-05
linear_gaussian,boundary,gp_rbf,0.28708230576557375,0.2843333592734596,0.29251032259690274,0.0018080662599403387,0.0005931985192315696,0.0027590528898847545,0.8508210358796297,0.8486870659722222,0.8543836805555555,0.7421473100427948,0.7268580322656515,0.7552141894800272,0.04858483208550348,0.04844856262207031,0.04866727193196615,0.01569010416666664,0.012467447916666624,0.017708333333333316,2.8908555880965043e-05,2.251733288479348e-05,3.402254272562762e-05
linear_gaussian,boundary,mdn4,0.2839744436688247,0.2811315534151628,0.2875710392308903,0.0018189110965282247,0.001367586695858826,0.0021995545952179624,0.8916919849537037,0.8731282552083334,0.9071180555555555,0.8434290462933504,0.8080749818633999,0.8845481605516178,0.049007521735297314,0.048659960428873696,0.049576123555501304,0.021674262152777738,0.017529296874999947,0.02950846354166664,0.00016336227741295002,0.00015760851965745002,0.00016889758383815002
linear_gaussian,boundary,ridge,0.2806042967401639,0.276916397817595,0.2837754798365772,0.0005627104470784567,0.0004522771889252727,0.000711305594342489,0.8938621238425926,0.8918728298611112,0.8952365451388888,0.8246149353854507,0.8174947623587833,0.8343594401525835,0.04844750298394097,0.04840914408365885,0.04850641886393229,0.011979166666666624,0.011035156249999963,0.0138020833333333,9.076402218650199e-06,8.937497720277557e-06,9.14758372042949e-06
linear_gaussian,boundary,student_rank2,0.2824656027709835,0.27765652371187327,0.28590933409873676,0.0009593555922007803,0.0005943424687238665,0.0011623003141774536,0.8984827112268517,0.8809407552083334,0.9244520399305555,0.8634741833306429,0.8200780653965474,0.9132266797300409,0.04936303032769098,0.04901313781738281,0.04967721303304037,0.02710503472222217,0.02190755208333327,0.030940755208333292,2.7090555603434852e-05,2.5072041656433914e-05,2.9071167470344033e-05
linear_gaussian,boundary,transformer_mdn4,0.2851624259270582,0.28296303735438516,0.2887688768072635,0.0024965894592883977,0.001729830218531488,0.0029370394583516563,0.8930121527777777,0.8809136284722222,0.9129774305555555,0.8451272384754924,0.8237648486802303,0.8816912068518996,0.04875320858425564,0.04854742685953776,0.048973401387532554,0.01771375868055551,0.014208984374999968,0.020035807291666614,0.0016001626111876999,0.0015472907919805,0.0016406354164549
linear_gaussian,central,edm,0.28164370335145056,0.2804074560853837,0.2828016368246469,0.001164513836727833,0.0009127871435828062,0.001432837761791403,0.8839246961805557,0.8794759114583334,0.8927951388888888,0.8060030835774213,0.7934053821851722,0.8208171011577833,0.048937479654947914,0.04861895243326823,0.04933452606201172,0.020399305555555514,0.01611328124999998,0.026057942708333292,0.0019717800973416,0.0018920816243431498,0.00211407116754945
