law,data_seed,init,family,region,history_id,energy,mean_squared_error,coverage90,width90,tail_brier,tail_probability,tail_probability_abs_error,sampling_seconds_per_history,mixture_label_entropy,joint_predictive_entropy
bimodal,101,1701,transformer_mdn4,central,15,0.5916647351440371,0.0078659591840809,0.81640625,1.402286002819806,0.0491790771484375,0.01953125,0.03046875,0.001438982624677,0.7712746,0.4260928104523273
bimodal,101,1701,transformer_mdn4,central,16,0.6064487224319703,0.0206899674625117,0.8645833333333334,1.3725922736260845,0.0482177734375,0.046875,0.003125,0.001438982624677,0.7698618,0.3079665372971149
bimodal,101,1701,transformer_mdn4,central,17,0.6081462227474567,0.0009788034332992,0.7942708333333334,1.3645974293534753,0.0503997802734375,0.00390625,0.04609375,0.001438982624677,0.7811038,0.5337945888641925
bimodal,101,1701,transformer_mdn4,central,18,0.5916552171797799,0.0067424174815837,0.8268229166666666,1.3644544904817462,0.0484466552734375,0.06640625,0.0164062499999999,0.001438982624677,0.7688894,0.3555573890808673
bimodal,101,1701,transformer_mdn4,central,19,0.5236391855315349,0.0022080311943415,0.8190104166666666,1.3762994079878894,0.0482635498046875,0.05859375,0.0085937499999999,0.001438982624677,0.6401981,0.3717695544365497
bimodal,101,1701,transformer_mdn4,central,20,0.5851884542376076,0.011328931446058,0.8125,1.346359770462745,0.0491790771484375,0.01953125,0.03046875,0.001438982624677,0.78694654,0.4878034661415668
bimodal,101,1701,transformer_mdn4,central,21,0.5883397101272125,0.013307857742434,0.8203125,1.3965702790509216,0.0482635498046875,0.05859375,0.0085937499999999,0.001438982624677,0.7942909,0.6121389935616107
bimodal,101,1701,transformer_mdn4,central,22,0.5811661631077203,0.0037236429688566,0.8333333333333334,1.393919686374199,0.050048828125,0.0078125,0.0421875,0.001438982624677,0.7905844,0.44095803004537537
bimodal,101,1701,transformer_mdn4,central,23,0.557722966828459,0.0052976902208464,0.859375,1.424828085061172,0.0489501953125,0.0234375,0.0265625,0.001438982624677,0.7608206,0.5120608280304523
bimodal,101,1701,transformer_mdn4,boundary,0,0.4502128080682759,0.0018489973617048,0.90234375,1.4369775661392596,0.0484466552734375,0.06640625,0.0164062499999999,0.0014159964994178,0.70483375,0.3518729875687213
bimodal,101,1701,transformer_mdn4,boundary,1,0.4634207898150912,0.0217532689914428,0.86328125,1.4802020641891973,0.0491790771484375,0.01953125,0.03046875,0.0014159964994178,0.6909825,0.5558092067841144
bimodal,101,1701,transformer_mdn4,boundary,2,0.4064424142709063,0.0034077601571002,0.8984375,1.3899816034821562,0.0487518310546875,0.02734375,0.02265625,0.0014159964994178,0.6953782,0.5227660606506915
bimodal,101,1701,transformer_mdn4,boundary,3,0.4458441950123891,0.0009735618077072,0.8580729166666666,1.3563172984158978,0.05078125,0.1015625,0.0515625,0.0014159964994178,0.706709,0.4301475356224628
bimodal,101,1701,transformer_mdn4,boundary,4,0.4609511253672708,0.0039389000543434,0.8580729166666666,1.3468011528800468,0.0482177734375,0.046875,0.003125,0.0014159964994178,0.6972486,0.35691053372655823
bimodal,101,1701,transformer_mdn4,boundary,5,0.4508926526101104,0.0125770571731755,0.8854166666666666,1.416438914477203,0.048583984375,0.03125,0.01875,0.0014159964994178,0.6904393,0.5216403077248187
bimodal,101,1701,transformer_mdn4,boundary,6,0.4364976204391985,0.0015395491686462,0.85546875,1.3359283157930806,0.0482635498046875,0.04296875,0.00703125,0.0014159964994178,0.6962707,0.38999880057607605
bimodal,101,1701,transformer_mdn4,boundary,7,0.4525389458007193,0.0034235133348451,0.8671875,1.3836449826025792,0.0482635498046875,0.05859375,0.0085937499999999,0.0014159964994178,0.69806504,0.4795213411453815
bimodal,101,1701,transformer_mdn4,boundary,8,0.4088461417159414,0.0037863967783608,0.921875,1.442309465945422,0.04833984375,0.0625,0.0124999999999999,0.0014159964994178,0.69803476,0.5777824590805621
bimodal,101,1701,transformer_mdn4,boundary,9,0.4181131091068324,0.000902531151169,0.90234375,1.42410034911145,0.0491790771484375,0.08203125,0.03203125,0.0014159964994178,0.69571376,0.41054416400228455
bimodal,101,1701,transformer_mdn4,boundary,10,0.4315993268258797,0.0009094942797746,0.8450520833333334,1.1911999475503627,0.0482025146484375,0.05078125,0.0007812499999999,0.0014159964994178,0.69085443,0.4387154648903461
bimodal,101,1701,transformer_mdn4,boundary,11,0.4532608981067845,0.0022208740624414,0.8841145833333334,1.3815467027409758,0.0482635498046875,0.04296875,0.00703125,0.0014159964994178,0.6911304,0.35939527255330994
bimodal,101,1701,transformer_mdn4,boundary,12,0.4402258662892236,0.017143759027178,0.9192708333333334,1.5204735435853685,0.0487518310546875,0.02734375,0.02265625,0.0014159964994178,0.69470376,0.6730121443871112
bimodal,101,1701,transformer_mdn4,boundary,13,0.4844319015605444,1.9655665932534025e-05,0.8489583333333334,1.344622684187034,0.0482635498046875,0.05859375,0.0085937499999999,0.0014159964994178,0.706318,0.36430085402761414
bimodal,101,1701,transformer_mdn4,boundary,14,0.4463371944014703,0.0002747696062532,0.8684895833333334,1.3108455299336856,0.0482177734375,0.0546875,0.0046874999999999,0.0014159964994178,0.70103145,0.35460323792730286
bimodal,101,1701,transformer_mdn4,boundary,15,0.4669060524512176,0.0003623594100719,0.890625,1.4963596254440732,0.0497283935546875,0.08984375,0.03984375,0.0014159964994178,0.6981093,0.5166824529770465
bimodal,101,1701,transformer_mdn4,boundary,16,0.4094081812056339,0.0046570908524602,0.8997395833333334,1.389244957145057,0.0484466552734375,0.03515625,0.01484375,0.0014159964994178,0.6871147,0.3890412519577594
bimodal,101,1701,transformer_mdn4,boundary,17,0.4235205009737492,0.001544411116905,0.90234375,1.3952091912278295,0.0497283935546875,0.08984375,0.03984375,0.0014159964994178,0.70606995,0.6353023121956439
bimodal,101,1701,transformer_mdn4,boundary,18,0.4152758263716891,0.0009470134589662,0.8958333333333334,1.365974344788352,0.0531463623046875,0.12109375,0.07109375,0.0014159964994178,0.7046971,0.4119600127342792
bimodal,101,1701,transformer_mdn4,boundary,19,0.4392866734376249,0.0020850000407673,0.8567708333333334,1.3528286300143857,0.0482635498046875,0.05859375,0.0085937499999999,0.0014159964994178,0.69230497,0.42029554349218323
bimodal,101,1701,transformer_mdn4,boundary,20,0.4319126660787667,0.000387085906097,0.9049479166666666,1.4490035667181524,0.048583984375,0.0703125,0.0203124999999999,0.0014159964994178,0.70321834,0.4312311480644794
bimodal,101,1701,transformer_mdn4,boundary,21,0.4762865108433949,0.0018693529474685,0.83984375,1.378872438011636,0.0489501953125,0.0234375,0.0265625,0.0014159964994178,0.69937134,0.41917557221685364
bimodal,101,1701,transformer_mdn4,boundary,22,0.4007869951555017,0.0036192162647624,0.92578125,1.4274493353336035,0.0494384765625,0.0859375,0.0359375,0.0014159964994178,0.6879934,0.4919363330010028
bimodal,101,1701,transformer_mdn4,boundary,23,0.4680950216288786,0.0070072717692882,0.8723958333333334,1.3587688448371515,0.05078125,0.1015625,0.0515625,0.0014159964994178,0.7276361,0.5707774828079791
bimodal,101,1701,transformer_mdn4,extrapolated,0,0.9416402547955834,0.5707940499363969,0.3372395833333333,1.605728518072923,0.05078125,0.0,0.05,0.0015070937491448,0.67323136,0.9924746821526141
bimodal,101,1701,transformer_mdn4,extrapolated,1,0.6496122869550551,0.280094015964811,0.6875,1.3554125093219314,0.0482177734375,0.0546875,0.0046874999999999,0.0015070937491448,0.678021,0.8239159653786273
bimodal,101,1701,transformer_mdn4,extrapolated,2,1.373355326853833,1.0983185745388984,0.15625,1.5895697332970096,0.05078125,0.0,0.05,0.0015070937491448,0.6824076,0.9947464535835834
bimodal,101,1701,transformer_mdn4,extrapolated,3,1.172885566223453,0.8533213460482149,0.4049479166666667,1.4966135914818377,0.05078125,0.0,0.05,0.0015070937491448,0.6845556,1.035794503510341
bimodal,101,1701,transformer_mdn4,extrapolated,4,0.7165581647015958,0.3253882312119653,0.6796875,1.3478212209498734,0.0482635498046875,0.05859375,0.0085937499999999,0.0015070937491448,0.6842948,0.8703637192848773
bimodal,101,1701,transformer_mdn4,extrapolated,5,1.3268526260928923,1.030389640589067,0.2109375,1.4719235362566252,0.05078125,0.0,0.05,0.0015070937491448,0.6860007,1.0605633328560442
bimodal,101,1701,transformer_mdn4,extrapolated,6,0.855848965531145,0.462789413688556,0.5690104166666666,1.4221528761555888,0.0482177734375,0.046875,0.003125,0.0015070937491448,0.6813644,0.9437565873268695
bimodal,101,1701,transformer_mdn4,extrapolated,7,0.4810710152174935,0.1137044111702053,0.8268229166666666,1.4340158083387833,0.0577392578125,0.1484375,0.0984375,0.0015070937491448,0.6798283,0.6824593613747211
bimodal,101,1701,transformer_mdn4,extrapolated,8,1.062721210034113,0.6792296058648449,0.4049479166666667,1.3511553913241825,0.050048828125,0.0078125,0.0421875,0.0015070937491448,0.68841183,0.7988646100166888
bimodal,101,1701,transformer_mdn4,extrapolated,9,0.6300238589353625,0.2160309485468379,0.7174479166666666,1.3653340389150437,0.048583984375,0.0703125,0.0203124999999999,0.0015070937491448,0.68219566,0.8287541936043353
bimodal,101,1701,transformer_mdn4,extrapolated,10,0.4831363378253001,0.1256818634309755,0.8815104166666666,1.2906974123056696,0.0585174560546875,0.15234375,0.10234375,0.0015070937491448,0.6842395,0.8435044358376117
bimodal,101,1701,transformer_mdn4,extrapolated,11,0.7487592454497971,0.3814299625412118,0.53125,1.5583222874350102,0.0503997802734375,0.00390625,0.04609375,0.0015070937491448,0.67780125,0.9851762126091571
bimodal,101,1701,transformer_mdn4,extrapolated,12,0.6792844439165662,0.2874851293903674,0.6536458333333334,1.298375669626929,0.0491790771484375,0.01953125,0.03046875,0.0015070937491448,0.67764425,0.7317503760460468
bimodal,101,1701,transformer_mdn4,extrapolated,13,0.8264985644637394,0.4176478837509292,0.6458333333333334,1.3978579545654284,0.0482635498046875,0.04296875,0.00703125,0.0015070937491448,0.6851157,0.9140548775795551
bimodal,101,1701,transformer_mdn4,extrapolated,14,0.5153625345138237,0.1443496495008332,0.8216145833333334,1.3785730573658534,0.059326171875,0.15625,0.10625,0.0015070937491448,0.68613887,0.7552234004143329
bimodal,101,1701,transformer_mdn4,extrapolated,15,0.6182777801957996,0.2530313553143097,0.7421875,1.5558446141199909,0.0482635498046875,0.05859375,0.0085937499999999,0.0015070937491448,0.67506695,0.7945396969917865
bimodal,101,1701,transformer_mdn4,extrapolated,16,0.4828900505628284,0.1180222870676836,0.8450520833333334,1.4360238514854318,0.0503997802734375,0.09765625,0.04765625,0.0015070937491448,0.67895484,0.7812591860893817
bimodal,101,1701,transformer_mdn4,extrapolated,17,0.6852771577974479,0.3001319982011484,0.6861979166666666,1.4516046356416332,0.0531463623046875,0.12109375,0.07109375,0.0015070937491448,0.6874295,0.853070146859035
bimodal,101,1701,transformer_mdn4,extrapolated,18,0.5989985817798398,0.2305495241014921,0.69921875,1.4731363258071375,0.05078125,0.1015625,0.0515625,0.0015070937491448,0.67846394,0.7372623751762958
bimodal,101,1701,transformer_mdn4,extrapolated,19,0.5587172133431011,0.1541929695787476,0.7825520833333334,1.4010016650184676,0.0543060302734375,0.12890625,0.07890625,0.0015070937491448,0.6872227,0.8506670067909808
bimodal,101,1701,transformer_mdn4,extrapolated,20,0.6102800412481465,0.2443089271338812,0.7135416666666666,1.5534636457642954,0.050048828125,0.09375,0.04375,0.0015070937491448,0.67781925,0.839543707192287
bimodal,101,1701,transformer_mdn4,extrapolated,21,0.537877120269715,0.1496424776410382,0.7760416666666666,1.425443304860447,0.0521087646484375,0.11328125,0.06328125,0.0015070937491448,0.67714375,0.7774813244942279
bimodal,101,1701,transformer_mdn4,extrapolated,22,0.5119626347013553,0.1332614214463096,0.7786458333333334,1.35962055565634,0.0537109375,0.125,0.075,0.0015070937491448,0.6810198,0.7242939541939349
bimodal,101,1701,transformer_mdn4,extrapolated,23,0.5526877857474499,0.1848248911122935,0.76953125,1.3634726336776684,0.0487518310546875,0.07421875,0.0242187499999999,0.0015070937491448,0.6804559,0.7428567479256244
bimodal,101,2903,transformer_mdn4,central,0,0.5533143903956996,0.0004358086441947,0.84375,1.4366229861487447,0.0489501953125,0.0234375,0.0265625,0.0014128402908681,0.6986184,0.6953461239937396
bimodal,101,2903,transformer_mdn4,central,1,0.5844318362199803,0.0031680915635229,0.8802083333333334,1.5088252488567162,0.0482635498046875,0.04296875,0.00703125,0.0014128402908681,0.6419184,0.6889314721230121
bimodal,101,2903,transformer_mdn4,central,2,0.5924360656904958,0.0032543393030304,0.8763020833333334,1.4852105819624737,0.0484466552734375,0.03515625,0.01484375,0.0014128402908681,0.8294977,0.5913783381584735
bimodal,101,2903,transformer_mdn4,central,3,0.5686165592604091,0.000472242912548,0.84375,1.4118124382949864,0.0497283935546875,0.01171875,0.03828125,0.0014128402908681,0.8242257,0.2534204791191669
bimodal,101,2903,transformer_mdn4,central,4,0.5596402529939459,0.00678162995789,0.8932291666666666,1.520100784144338,0.0491790771484375,0.01953125,0.03046875,0.0014128402908681,0.9277518,0.49985260468755677
bimodal,101,2903,transformer_mdn4,central,5,0.5459812562466115,0.0063333351321006,0.9127604166666666,1.523209540486523,0.04833984375,0.0625,0.0124999999999999,0.0014128402908681,0.6776463,0.29675865870748475
bimodal,101,2903,transformer_mdn4,central,6,0.5459646491174108,0.0015770467804834,0.8658854166666666,1.4468238445088162,0.0491790771484375,0.01953125,0.03046875,0.0014128402908681,0.76575637,0.3923727939728351
bimodal,101,2903,transformer_mdn4,central,7,0.5599583183428095,0.0021948747672836,0.87890625,1.5191436083224694,0.0482177734375,0.046875,0.003125,0.0014128402908681,0.63249826,0.5392281482819171
bimodal,101,2903,transformer_mdn4,central,8,0.583333113735787,0.0002644825874688,0.82421875,1.3748044016653207,0.050048828125,0.0078125,0.0421875,0.0014128402908681,0.6689273,0.3305227826241107
bimodal,101,2903,transformer_mdn4,central,9,0.5970445284388816,0.0276921636661113,0.8385416666666666,1.446685337105138,0.048583984375,0.0703125,0.0203124999999999,0.0014128402908681,0.75364506,0.524230785191402
bimodal,101,2903,transformer_mdn4,central,10,0.5891034020875955,0.0056952850386826,0.8619791666666666,1.4715330747735598,0.0494384765625,0.015625,0.034375,0.0014128402908681,0.671431,0.4248325894478412
bimodal,101,2903,transformer_mdn4,central,11,0.5517491603000589,0.0019359875807757,0.8815104166666666,1.505291335683842,0.0484466552734375,0.03515625,0.01484375,0.0014128402908681,0.56292665,0.6246550152901263
bimodal,101,2903,transformer_mdn4,central,12,0.5730590748464104,0.0021737839707779,0.8828125,1.505806609203331,0.0491790771484375,0.01953125,0.03046875,0.0014128402908681,0.8984114,0.45188821059499695
bimodal,101,2903,transformer_mdn4,central,13,0.5955832773878483,0.0030455178572907,0.8333333333333334,1.432791371611345,0.0484466552734375,0.03515625,0.01484375,0.0014128402908681,0.71620166,0.6584670613411517
bimodal,101,2903,transformer_mdn4,central,14,0.5436538563651829,0.0028425940100943,0.8684895833333334,1.483273512686084,0.0489501953125,0.0234375,0.0265625,0.0014128402908681,0.8395556,0.5260204146507831
bimodal,101,2903,transformer_mdn4,central,15,0.590534044930708,0.0103473940565499,0.8567708333333334,1.466443497946876,0.0484466552734375,0.06640625,0.0164062499999999,0.0014128402908681,0.82487756,0.48170805674825623
bimodal,101,2903,transformer_mdn4,central,16,0.5718057135851635,0.0021079297325114,0.8606770833333334,1.4350003587997695,0.04833984375,0.0390625,0.0109375,0.0014128402908681,0.64589274,0.5615360806587787
bimodal,101,2903,transformer_mdn4,central,17,0.6020036709374825,0.0054764586805193,0.8606770833333334,1.4907732337160873,0.048583984375,0.03125,0.01875,0.0014128402908681,0.65497077,0.7017800877693744
bimodal,101,2903,transformer_mdn4,central,18,0.5870488320706654,0.0061321716770107,0.8919270833333334,1.5150092793673176,0.0484466552734375,0.06640625,0.0164062499999999,0.0014128402908681,0.60731,0.5301082800034137
bimodal,101,2903,transformer_mdn4,central,19,0.5197708683024929,0.0052815234582492,0.8671875,1.4805084084239126,0.0482177734375,0.0546875,0.0046874999999999,0.0014128402908681,0.9424612,0.4954992006424518
bimodal,101,2903,transformer_mdn4,central,20,0.5732939389754964,0.0063873668723905,0.8841145833333334,1.4811731637402568,0.0482635498046875,0.04296875,0.00703125,0.0014128402908681,0.7213201,0.5283693740967365
bimodal,101,2903,transformer_mdn4,central,21,0.576772743359282,0.0038043592147568,0.84375,1.423430986360292,0.0482635498046875,0.04296875,0.00703125,0.0014128402908681,0.674959,0.70639074546133
bimodal,101,2903,transformer_mdn4,central,22,0.5765210865269281,0.0018255149600663,0.875,1.4887192715563116,0.050048828125,0.0078125,0.0421875,0.0014128402908681,0.71658134,0.6602664063576312
bimodal,101,2903,transformer_mdn4,central,23,0.5534746764847293,0.0062166122089642,0.89453125,1.5182388716685429,0.04833984375,0.0390625,0.0109375,0.0014128402908681,0.69386804,0.5938332150581928
bimodal,101,2903,transformer_mdn4,boundary,0,0.4508973613621878,0.0025818889271492,0.83984375,1.2701959567414671,0.0484466552734375,0.03515625,0.01484375,0.0014811024157097,0.5898386,0.13485545617376282
bimodal,101,2903,transformer_mdn4,boundary,1,0.4398371175438638,0.0033575300082738,0.82421875,1.2992685507697228,0.0491790771484375,0.01953125,0.03046875,0.0014811024157097,0.6323333,0.08316156965528443
bimodal,101,2903,transformer_mdn4,boundary,2,0.4009897613005739,0.0002799322535696,0.8919270833333334,1.3408985063290175,0.0482025146484375,0.05078125,0.0007812499999999,0.0014811024157097,0.5845025,0.2578018973473163
bimodal,101,2903,transformer_mdn4,boundary,3,0.4443475602077463,0.0013016088796036,0.8919270833333334,1.4711679061681473,0.0482177734375,0.046875,0.003125,0.0014811024157097,0.5251304,0.2748212884071918
bimodal,101,2903,transformer_mdn4,boundary,4,0.463134925511625,0.0001982513484401,0.8541666666666666,1.3234527164391685,0.04833984375,0.0390625,0.0109375,0.0014811024157097,0.56867886,-0.00587671297754333
bimodal,101,2903,transformer_mdn4,boundary,5,0.4458001690809987,0.0003175315481833,0.8229166666666666,1.1801720541849343,0.0484466552734375,0.03515625,0.01484375,0.0014811024157097,0.6176748,-0.1086251069899945
bimodal,101,2903,transformer_mdn4,boundary,6,0.4327877007825499,0.0012740259517353,0.875,1.4362299309770414,0.048583984375,0.03125,0.01875,0.0014811024157097,0.53825366,0.22933597070013
bimodal,101,2903,transformer_mdn4,boundary,7,0.4508310775152404,0.003441973793176,0.86328125,1.4350588635838504,0.0484466552734375,0.06640625,0.0164062499999999,0.0014811024157097,0.51056063,0.2615443537834735
bimodal,101,2903,transformer_mdn4,boundary,8,0.4076985815292265,0.0036839066708446,0.9114583333333334,1.508107656743934,0.0482635498046875,0.04296875,0.00703125,0.0014811024157097,0.58418995,0.34201253157888367
bimodal,101,2903,transformer_mdn4,boundary,9,0.4182410276008463,0.0005059601305068,0.8802083333333334,1.3535752877159304,0.04833984375,0.0390625,0.0109375,0.0014811024157097,0.5312152,0.11169636946950867
bimodal,101,2903,transformer_mdn4,boundary,10,0.4258950239747712,0.0016465308508143,0.8606770833333334,1.328124480959443,0.0482635498046875,0.04296875,0.00703125,0.0014811024157097,0.58496755,0.19105262261663392
bimodal,101,2903,transformer_mdn4,boundary,11,0.4551181849236471,0.0004138406182127,0.8841145833333334,1.3608488664756335,0.050048828125,0.09375,0.04375,0.0014811024157097,0.61939514,0.06245488625799134
bimodal,101,2903,transformer_mdn4,boundary,12,0.4175995312391369,0.0001856163237014,0.859375,1.2639014366932548,0.0494384765625,0.015625,0.034375,0.0014811024157097,0.6410387,-0.1798337628241925
bimodal,101,2903,transformer_mdn4,boundary,13,0.4847534688812164,0.0004835844618985,0.8580729166666666,1.383091321167247,0.0482635498046875,0.04296875,0.00703125,0.0014811024157097,0.510147,0.26434487801824524
bimodal,101,2903,transformer_mdn4,boundary,14,0.4479538222445925,0.0010758560513764,0.8307291666666666,1.2265794058127328,0.04833984375,0.0390625,0.0109375,0.0014811024157097,0.5299685,0.295603699505672
bimodal,101,2903,transformer_mdn4,boundary,15,0.4658584111610372,0.0008702900715626,0.8658854166666666,1.4033663941546186,0.0487518310546875,0.02734375,0.02265625,0.0014811024157097,0.5948845,0.04718444448743775
bimodal,101,2903,transformer_mdn4,boundary,16,0.4044746485802898,0.0008075635437606,0.8684895833333334,1.3129773253604875,0.0484466552734375,0.03515625,0.01484375,0.0014811024157097,0.61004823,0.007140047371730351
bimodal,101,2903,transformer_mdn4,boundary,17,0.4212584829846067,0.0008660182247841,0.8893229166666666,1.4256748600271785,0.0487518310546875,0.02734375,0.02265625,0.0014811024157097,0.5042397,0.19561392766271546
bimodal,101,2903,transformer_mdn4,boundary,18,0.4157732357682061,0.000690501046032,0.8919270833333334,1.3682429614452734,0.04833984375,0.0625,0.0124999999999999,0.0014811024157097,0.5495565,0.1652890513542743
bimodal,101,2903,transformer_mdn4,boundary,19,0.4321017252076874,0.0002651346318084,0.8424479166666666,1.2632971470856005,0.0491790771484375,0.01953125,0.03046875,0.0014811024157097,0.5861023,0.10874856215749695
bimodal,101,2903,transformer_mdn4,boundary,20,0.4348131391785431,0.0038616890963291,0.828125,1.220555526077794,0.0482635498046875,0.04296875,0.00703125,0.0014811024157097,0.56968045,0.13651782971654847
bimodal,101,2903,transformer_mdn4,boundary,21,0.4768864447768997,0.0003080121440907,0.8046875,1.3030089251615582,0.0494384765625,0.015625,0.034375,0.0014811024157097,0.6234539,0.03117278915677979
bimodal,101,2903,transformer_mdn4,boundary,22,0.3990376034896045,0.0003131376683526,0.8489583333333334,1.1100416593060618,0.0494384765625,0.0859375,0.0359375,0.0014811024157097,0.6052805,-0.0614468683596997
bimodal,101,2903,transformer_mdn4,boundary,23,0.4633156072127263,0.0044421273975086,0.8971354166666666,1.4597553469256963,0.0487518310546875,0.07421875,0.0242187499999999,0.0014811024157097,0.50191295,0.26517099839483216
bimodal,101,2903,transformer_mdn4,extrapolated,0,0.8482466342093173,0.395459134079561,0.2877604166666667,1.3542627778117915,0.05078125,0.0,0.05,0.0014704149580211,0.6058297,0.29387886029516175
bimodal,101,2903,transformer_mdn4,extrapolated,1,0.5473201415382538,0.1713198875708901,0.6106770833333334,1.0745666213894616,0.0494384765625,0.015625,0.034375,0.0014704149580211,0.6094227,0.25930608016286805
bimodal,101,2903,transformer_mdn4,extrapolated,2,1.3183146219333404,0.8894663784477862,0.0846354166666666,1.1727487917470063,0.05078125,0.0,0.05,0.0014704149580211,0.59541506,0.44731087189947083
bimodal,101,2903,transformer_mdn4,extrapolated,3,1.0260698448028631,0.6133915267871416,0.2486979166666666,1.208977213745498,0.05078125,0.0,0.05,0.0014704149580211,0.6069058,0.4415893624428363
bimodal,101,2903,transformer_mdn4,extrapolated,4,0.54066268025893,0.1600920449419794,0.7395833333333334,1.25815348635235,0.0484466552734375,0.06640625,0.0164062499999999,0.0014704149580211,0.61393595,0.37184376221929505
bimodal,101,2903,transformer_mdn4,extrapolated,5,1.2782778162396915,0.9092218187142592,0.125,1.3581124165048732,0.05078125,0.0,0.05,0.0014704149580211,0.597853,0.5184104512337299
bimodal,101,2903,transformer_mdn4,extrapolated,6,0.7129891047863758,0.3101992980910484,0.5260416666666666,1.2940004661898623,0.0497283935546875,0.01171875,0.03828125,0.0014704149580211,0.605445,0.41881317597661927
bimodal,101,2903,transformer_mdn4,extrapolated,7,0.4260840672161147,0.0653429351728127,0.7708333333333334,1.0500412093747604,0.0521087646484375,0.11328125,0.06328125,0.0014704149580211,0.6074412,0.2308965395096393
bimodal,101,2903,transformer_mdn4,extrapolated,8,0.921566237212581,0.5069770828603707,0.38671875,1.2604975093415025,0.05078125,0.0,0.05,0.0014704149580211,0.6189424,0.533148295700893
bimodal,101,2903,transformer_mdn4,extrapolated,9,0.4992024083801722,0.1080531663441394,0.7161458333333334,1.2290611070204596,0.0484466552734375,0.06640625,0.0164062499999999,0.0014704149580211,0.59830296,0.3049840400818439
bimodal,101,2903,transformer_mdn4,extrapolated,10,0.3771112501644613,0.0479104744935604,0.8502604166666666,1.044880987641948,0.0714111328125,0.203125,0.153125,0.0014704149580211,0.5798792,0.3779026339653583
bimodal,101,2903,transformer_mdn4,extrapolated,11,0.700518747816675,0.2893395939454739,0.40234375,1.279366633928381,0.0503997802734375,0.00390625,0.04609375,0.0014704149580211,0.5937581,0.3110860059860797
bimodal,101,2903,transformer_mdn4,extrapolated,12,0.532421687041083,0.1654826639197187,0.67578125,1.4437327519690566,0.0494384765625,0.015625,0.034375,0.0014704149580211,0.61462045,0.47186876040731385
bimodal,101,2903,transformer_mdn4,extrapolated,13,0.6813379083897675,0.2798016969092036,0.5833333333333334,1.325754496499705,0.05078125,0.0,0.05,0.0014704149580211,0.61275315,0.4588245223167987
