law,data_seed,family,region,event,absolute_error,qualified,absolute_error_flow,qualified_flow,both_qualified,delta_vs_flow
bimodal,202,gaussian_rank2,extrapolated,common,0.7181695193359376,True,0.343709256497491,False,False,
bimodal,202,gaussian_rank2,extrapolated,rare,0.19125648668667383,True,0.1135790934164758,True,True,0.07767739327019803
bimodal,202,gp_rbf,boundary,common,0.6393542722564208,True,0.08638383798637495,True,True,0.5529704342700459
bimodal,202,gp_rbf,boundary,rare,0.18187802844427425,True,0.09960975459693445,False,False,
bimodal,202,gp_rbf,central,common,0.9607761182880563,True,0.03702724587332351,True,True,0.9237488724147328
bimodal,202,gp_rbf,central,rare,0.18185551520796117,True,0.061488288858297595,False,False,
bimodal,202,gp_rbf,extrapolated,common,0.8440925528448882,True,0.343709256497491,False,False,
bimodal,202,gp_rbf,extrapolated,rare,0.1818627266969315,True,0.1135790934164758,True,True,0.06828363328045568
bimodal,202,mdn4,boundary,common,0.06515622425247847,True,0.08638383798637495,True,True,-0.021227613733896478
bimodal,202,mdn4,boundary,rare,0.04256267409806891,True,0.09960975459693445,False,False,
bimodal,202,mdn4,central,common,0.05290248371182349,True,0.03702724587332351,True,True,0.015875237838499978
bimodal,202,mdn4,central,rare,0.07008549239675121,False,0.061488288858297595,False,False,
bimodal,202,mdn4,extrapolated,common,0.09492409993615858,True,0.343709256497491,False,False,
bimodal,202,mdn4,extrapolated,rare,0.07011900561246305,True,0.1135790934164758,True,True,-0.043460087804012754
bimodal,202,ridge,boundary,common,0.001545492538713722,True,0.08638383798637495,True,True,-0.08483834544766122
bimodal,202,ridge,boundary,rare,0.4590217363508602,True,0.09960975459693445,False,False,
bimodal,202,ridge,central,common,0.31987635349292176,True,0.03702724587332351,True,True,0.28284910761959825
bimodal,202,ridge,central,rare,0.45904424958717327,True,0.061488288858297595,False,False,
bimodal,202,ridge,extrapolated,common,0.20319278804975416,True,0.343709256497491,False,False,
bimodal,202,ridge,extrapolated,rare,0.45903703809820295,True,0.1135790934164758,True,True,0.34545794468172714
bimodal,202,student_rank2,boundary,common,0.10803926068510072,True,0.08638383798637495,True,True,0.02165542269872578
bimodal,202,student_rank2,boundary,rare,0.7126140718952498,True,0.09960975459693445,False,False,
bimodal,202,student_rank2,central,common,0.2518047301860586,True,0.03702724587332351,True,True,0.21477748431273508
bimodal,202,student_rank2,central,rare,0.8426464255359015,True,0.061488288858297595,False,False,
bimodal,202,student_rank2,extrapolated,common,0.6972771433682305,True,0.343709256497491,False,False,
bimodal,202,student_rank2,extrapolated,rare,0.16082818812338529,True,0.1135790934164758,True,True,0.04724909470690948
bimodal,202,transformer_mdn4,boundary,common,0.0923512107113052,True,0.08638383798637495,True,True,0.005967372724930253
bimodal,202,transformer_mdn4,boundary,rare,0.23802839943379414,False,0.09960975459693445,False,False,
bimodal,202,transformer_mdn4,central,common,0.07437445096256956,True,0.03702724587332351,True,True,0.03734720508924605
bimodal,202,transformer_mdn4,central,rare,0.10779338980467264,False,0.061488288858297595,False,False,
bimodal,202,transformer_mdn4,extrapolated,common,0.21325422712995906,True,0.343709256497491,False,False,
bimodal,202,transformer_mdn4,extrapolated,rare,0.028386891512581905,True,0.1135790934164758,True,True,-0.0851922019038939
bimodal,303,edm,boundary,common,0.0931059889793231,True,0.1536486138674007,True,True,-0.0605426248880776
bimodal,303,edm,boundary,rare,0.025537343579197166,False,0.12270583098001217,False,False,
bimodal,303,edm,central,common,0.10077749740051173,True,0.20227655715455262,True,True,-0.10149905975404089
bimodal,303,edm,central,rare,0.20875459209648428,False,0.16388492665021143,False,False,
bimodal,303,edm,extrapolated,common,0.42566959473431454,False,0.30786710376959003,False,False,
bimodal,303,edm,extrapolated,rare,0.07600251873853116,True,0.1918308879646689,True,True,-0.11582836922613775
bimodal,303,flow,boundary,common,0.1536486138674007,True,0.1536486138674007,True,True,0.0
bimodal,303,flow,boundary,rare,0.12270583098001217,False,0.12270583098001217,False,False,
bimodal,303,flow,central,common,0.20227655715455262,True,0.20227655715455262,True,True,0.0
bimodal,303,flow,central,rare,0.16388492665021143,False,0.16388492665021143,False,False,
bimodal,303,flow,extrapolated,common,0.30786710376959003,False,0.30786710376959003,False,False,
bimodal,303,flow,extrapolated,rare,0.1918308879646689,True,0.1918308879646689,True,True,0.0
bimodal,303,gaussian_diag,boundary,common,0.5999626220195688,True,0.1536486138674007,True,True,0.44631400815216815
bimodal,303,gaussian_diag,boundary,rare,0.17790573030639734,True,0.12270583098001217,False,False,
bimodal,303,gaussian_diag,central,common,0.9656938329929475,True,0.20227655715455262,True,True,0.7634172758383949
bimodal,303,gaussian_diag,central,rare,0.17787200594765207,True,0.16388492665021143,False,False,
bimodal,303,gaussian_diag,extrapolated,common,0.8374611742522807,True,0.30786710376959003,False,False,
bimodal,303,gaussian_diag,extrapolated,rare,0.17788089621579473,True,0.1918308879646689,True,True,-0.01394999174887418
bimodal,303,gaussian_rank2,boundary,common,0.018369598193661463,True,0.1536486138674007,True,True,-0.13527901567373923
bimodal,303,gaussian_rank2,boundary,rare,0.40368729351950994,True,0.12270583098001217,False,False,
bimodal,303,gaussian_rank2,central,common,0.33835359033675183,True,0.20227655715455262,True,True,0.13607703318219921
bimodal,303,gaussian_rank2,central,rare,0.44946823670854363,True,0.16388492665021143,False,False,
bimodal,303,gaussian_rank2,extrapolated,common,0.5896885828804965,True,0.30786710376959003,False,False,
bimodal,303,gaussian_rank2,extrapolated,rare,0.06989169515598936,True,0.1918308879646689,True,True,-0.12193919280867954
bimodal,303,gp_rbf,boundary,common,0.5999626220195688,True,0.1536486138674007,True,True,0.44631400815216815
bimodal,303,gp_rbf,boundary,rare,0.17790573030639734,True,0.12270583098001217,False,False,
bimodal,303,gp_rbf,central,common,0.9656938329929475,True,0.20227655715455262,True,True,0.7634172758383949
bimodal,303,gp_rbf,central,rare,0.17787200594765207,True,0.16388492665021143,False,False,
bimodal,303,gp_rbf,extrapolated,common,0.8374611742522807,True,0.30786710376959003,False,False,
bimodal,303,gp_rbf,extrapolated,rare,0.17788089621579473,True,0.1918308879646689,True,True,-0.01394999174887418
bimodal,303,mdn4,boundary,common,0.020853847996771424,True,0.1536486138674007,True,True,-0.13279476587062927
bimodal,303,mdn4,boundary,rare,0.05061332281246392,True,0.12270583098001217,False,False,
bimodal,303,mdn4,central,common,0.06957796300734387,True,0.20227655715455262,True,True,-0.13269859414720875
bimodal,303,mdn4,central,rare,0.08269521708646373,False,0.16388492665021143,False,False,
bimodal,303,mdn4,extrapolated,common,0.530703753850329,True,0.30786710376959003,False,False,
bimodal,303,mdn4,extrapolated,rare,0.1555483188326125,True,0.1918308879646689,True,True,-0.03628256913205641
bimodal,303,ridge,boundary,common,0.017812120272308496,True,0.1536486138674007,True,True,-0.1358364935950922
bimodal,303,ridge,boundary,rare,0.4398690119854798,True,0.12270583098001217,False,False,
bimodal,303,ridge,central,common,0.3479190907010702,True,0.20227655715455262,True,True,0.14564253354651757
bimodal,303,ridge,central,rare,0.4399027363442253,True,0.16388492665021143,False,False,
bimodal,303,ridge,extrapolated,common,0.21968643196040338,True,0.30786710376959003,False,False,
bimodal,303,ridge,extrapolated,rare,0.4398938460760824,True,0.1918308879646689,True,True,0.2480629581114135
bimodal,303,student_rank2,boundary,common,0.21889314629117917,True,0.1536486138674007,True,True,0.06524453242377848
bimodal,303,student_rank2,boundary,rare,0.8029533907304562,True,0.12270583098001217,False,False,
bimodal,303,student_rank2,central,common,0.3171126139100972,True,0.20227655715455262,True,True,0.11483605675554459
bimodal,303,student_rank2,central,rare,0.9026755096803608,True,0.16388492665021143,False,False,
bimodal,303,student_rank2,extrapolated,common,0.33704309405659294,True,0.30786710376959003,False,False,
bimodal,303,student_rank2,extrapolated,rare,0.115790510952275,True,0.1918308879646689,True,True,-0.07604037701239391
bimodal,303,transformer_mdn4,boundary,common,0.11941985015241308,True,0.1536486138674007,True,True,-0.03422876371498762
bimodal,303,transformer_mdn4,boundary,rare,0.011896372927894819,False,0.12270583098001217,False,False,
bimodal,303,transformer_mdn4,central,common,0.24234968499538917,True,0.20227655715455262,True,True,0.04007312784083655
bimodal,303,transformer_mdn4,central,rare,0.058064825838877766,False,0.16388492665021143,False,False,
bimodal,303,transformer_mdn4,extrapolated,common,0.19177514286878872,True,0.30786710376959003,False,False,
bimodal,303,transformer_mdn4,extrapolated,rare,0.06504908168913484,True,0.1918308879646689,True,True,-0.12678180627553406
heavy_tailed,101,edm,boundary,common,0.36059424654492395,True,0.20790514910892693,True,True,0.152689097435997
heavy_tailed,101,edm,boundary,rare,0.5665570379003153,False,0.42627975019449815,False,False,
heavy_tailed,101,edm,central,common,0.02741877830797955,True,0.04635831709842929,True,True,-0.01893953879044974
heavy_tailed,101,edm,central,rare,0.6251764750527802,False,0.5367523315614362,False,False,
heavy_tailed,101,edm,extrapolated,common,0.6904539696238432,False,0.6115478000481432,False,False,
heavy_tailed,101,edm,extrapolated,rare,0.2747583709541085,True,0.19991103748801678,True,True,0.07484733346609171
heavy_tailed,101,flow,boundary,common,0.20790514910892693,True,0.20790514910892693,True,True,0.0
heavy_tailed,101,flow,boundary,rare,0.42627975019449815,False,0.42627975019449815,False,False,
heavy_tailed,101,flow,central,common,0.04635831709842929,True,0.04635831709842929,True,True,0.0
heavy_tailed,101,flow,central,rare,0.5367523315614362,False,0.5367523315614362,False,False,
heavy_tailed,101,flow,extrapolated,common,0.6115478000481432,False,0.6115478000481432,False,False,
heavy_tailed,101,flow,extrapolated,rare,0.19991103748801678,True,0.19991103748801678,True,True,0.0
heavy_tailed,101,gaussian_diag,boundary,common,0.5770516171129259,True,0.20790514910892693,True,True,0.3691464680039989
heavy_tailed,101,gaussian_diag,boundary,rare,0.7239892148381952,True,0.42627975019449815,False,False,
heavy_tailed,101,gaussian_diag,central,common,0.172898806063417,True,0.04635831709842929,True,True,0.1265404889649877
heavy_tailed,101,gaussian_diag,central,rare,0.6689036374887465,True,0.5367523315614362,False,False,
heavy_tailed,101,gaussian_diag,extrapolated,common,0.7906332441155697,True,0.6115478000481432,False,False,
heavy_tailed,101,gaussian_diag,extrapolated,rare,0.39703800940996437,True,0.19991103748801678,True,True,0.19712697192194759
heavy_tailed,101,gaussian_rank2,boundary,common,0.41671588009268057,True,0.20790514910892693,True,True,0.20881073098375363
heavy_tailed,101,gaussian_rank2,boundary,rare,0.56365347781795,True,0.42627975019449815,False,False,
heavy_tailed,101,gaussian_rank2,central,common,0.05037332060962724,True,0.04635831709842929,True,True,0.004015003511197948
heavy_tailed,101,gaussian_rank2,central,rare,0.44563151081570235,True,0.5367523315614362,False,False,
heavy_tailed,101,gaussian_rank2,extrapolated,common,0.6190766856736816,True,0.6115478000481432,False,False,
heavy_tailed,101,gaussian_rank2,extrapolated,rare,0.22548145096807637,True,0.19991103748801678,True,True,0.02557041348005959
heavy_tailed,101,gp_rbf,boundary,common,0.5770516171129259,True,0.20790514910892693,True,True,0.3691464680039989
heavy_tailed,101,gp_rbf,boundary,rare,0.7239892148381952,True,0.42627975019449815,False,False,
heavy_tailed,101,gp_rbf,central,common,0.172898806063417,True,0.04635831709842929,True,True,0.1265404889649877
heavy_tailed,101,gp_rbf,central,rare,0.6689036374887465,True,0.5367523315614362,False,False,
heavy_tailed,101,gp_rbf,extrapolated,common,0.7906332441155697,True,0.6115478000481432,False,False,
heavy_tailed,101,gp_rbf,extrapolated,rare,0.39703800940996437,True,0.19991103748801678,True,True,0.19712697192194759
heavy_tailed,101,mdn4,boundary,common,0.11095903336078577,True,0.20790514910892693,True,True,-0.09694611574814116
heavy_tailed,101,mdn4,boundary,rare,0.472739163743912,False,0.42627975019449815,False,False,
heavy_tailed,101,mdn4,central,common,0.016096865767981985,True,0.04635831709842929,True,True,-0.030261451330447303
heavy_tailed,101,mdn4,central,rare,0.5405807933896731,False,0.5367523315614362,False,False,
heavy_tailed,101,mdn4,extrapolated,common,0.4181751952299926,True,0.6115478000481432,False,False,
heavy_tailed,101,mdn4,extrapolated,rare,0.2731376373534445,True,0.19991103748801678,True,True,0.0732265998654277
heavy_tailed,101,ridge,boundary,common,0.378855871988049,True,0.20790514910892693,True,True,0.17095072287912205
heavy_tailed,101,ridge,boundary,rare,0.5257934697133185,True,0.42627975019449815,False,False,
heavy_tailed,101,ridge,central,common,0.025296939061459855,True,0.04635831709842929,True,True,-0.021061378036969433
heavy_tailed,101,ridge,central,rare,0.4707078923638696,True,0.5367523315614362,False,False,
heavy_tailed,101,ridge,extrapolated,common,0.5924374989906929,True,0.6115478000481432,False,False,
heavy_tailed,101,ridge,extrapolated,rare,0.19884226428508778,True,0.19991103748801678,True,True,-0.001068773202929002
heavy_tailed,101,student_rank2,boundary,common,0.2194016208736779,True,0.20790514910892693,True,True,0.011496471764750965
heavy_tailed,101,student_rank2,boundary,rare,0.2769864601385792,True,0.42627975019449815,False,False,
heavy_tailed,101,student_rank2,central,common,0.023707558535708884,True,0.04635831709842929,True,True,-0.022650758562720405
heavy_tailed,101,student_rank2,central,rare,0.0782141597053101,True,0.5367523315614362,False,False,
heavy_tailed,101,student_rank2,extrapolated,common,0.5229744984371028,True,0.6115478000481432,False,False,
heavy_tailed,101,student_rank2,extrapolated,rare,0.17171027309036052,True,0.19991103748801678,True,True,-0.02820076439765626
heavy_tailed,101,transformer_mdn4,boundary,common,0.1742065189332338,True,0.20790514910892693,True,True,-0.033698630175693134
heavy_tailed,101,transformer_mdn4,boundary,rare,0.5780069595457291,False,0.42627975019449815,False,False,
heavy_tailed,101,transformer_mdn4,central,common,0.07667478370226391,True,0.04635831709842929,True,True,0.03031646660383462
heavy_tailed,101,transformer_mdn4,central,rare,0.596254342907091,False,0.5367523315614362,False,False,
heavy_tailed,101,transformer_mdn4,extrapolated,common,0.367796154866514,True,0.6115478000481432,False,False,
heavy_tailed,101,transformer_mdn4,extrapolated,rare,0.28628701321143357,True,0.19991103748801678,True,True,0.08637597572341679
heavy_tailed,202,edm,boundary,common,0.4029476969922965,True,0.03916303763884227,True,True,0.3637846593534542
heavy_tailed,202,edm,boundary,rare,0.5984174664478752,False,0.5437199992970325,True,False,
heavy_tailed,202,edm,central,common,0.014854795180981512,True,0.023084246145484807,True,True,-0.008229450964503296
heavy_tailed,202,edm,central,rare,0.6804732378785616,False,0.5598502554563738,False,False,
heavy_tailed,202,edm,extrapolated,common,0.7581986009723407,False,0.24580078301532593,False,False,
heavy_tailed,202,edm,extrapolated,rare,0.3183584565374386,True,0.14082685689172791,True,True,0.1775315996457107
heavy_tailed,202,flow,boundary,common,0.03916303763884227,True,0.03916303763884227,True,True,0.0
heavy_tailed,202,flow,boundary,rare,0.5437199992970325,True,0.5437199992970325,True,True,0.0
heavy_tailed,202,flow,central,common,0.023084246145484807,True,0.023084246145484807,True,True,0.0
heavy_tailed,202,flow,central,rare,0.5598502554563738,False,0.5598502554563738,False,False,
heavy_tailed,202,flow,extrapolated,common,0.24580078301532593,False,0.24580078301532593,False,False,
heavy_tailed,202,flow,extrapolated,rare,0.14082685689172791,True,0.14082685689172791,True,True,0.0
heavy_tailed,202,gaussian_diag,boundary,common,0.5517927663141284,True,0.03916303763884227,True,True,0.5126297286752861
heavy_tailed,202,gaussian_diag,boundary,rare,0.7141637513628227,True,0.5437199992970325,True,True,0.1704437520657902
heavy_tailed,202,gaussian_diag,central,common,0.17398026845929732,True,0.023084246145484807,True,True,0.1508960223138125
heavy_tailed,202,gaussian_diag,central,rare,0.6514112075693892,True,0.5598502554563738,False,False,
heavy_tailed,202,gaussian_diag,extrapolated,common,0.769044120096885,True,0.24580078301532593,False,False,
heavy_tailed,202,gaussian_diag,extrapolated,rare,0.39858179290721196,True,0.14082685689172791,True,True,0.25775493601548405
heavy_tailed,202,gaussian_rank2,boundary,common,0.40817697360352845,True,0.03916303763884227,True,True,0.3690139359646862
heavy_tailed,202,gaussian_rank2,boundary,rare,0.5705479586522226,True,0.5437199992970325,True,True,0.026827959355190112
heavy_tailed,202,gaussian_rank2,central,common,0.07771009022706607,True,0.023084246145484807,True,True,0.05462584408158126
heavy_tailed,202,gaussian_rank2,central,rare,0.39972084888302584,True,0.5598502554563738,False,False,
heavy_tailed,202,gaussian_rank2,extrapolated,common,0.5269594216458617,True,0.24580078301532593,False,False,
heavy_tailed,202,gaussian_rank2,extrapolated,rare,0.1564970944561886,True,0.14082685689172791,True,True,0.015670237564460676
heavy_tailed,202,gp_rbf,boundary,common,0.5517927663141284,True,0.03916303763884227,True,True,0.5126297286752861
heavy_tailed,202,gp_rbf,boundary,rare,0.7141637513628227,True,0.5437199992970325,True,True,0.1704437520657902
heavy_tailed,202,gp_rbf,central,common,0.17398026845929732,True,0.023084246145484807,True,True,0.1508960223138125
heavy_tailed,202,gp_rbf,central,rare,0.6514112075693892,True,0.5598502554563738,False,False,
heavy_tailed,202,gp_rbf,extrapolated,common,0.769044120096885,True,0.24580078301532593,False,False,
heavy_tailed,202,gp_rbf,extrapolated,rare,0.39858179290721196,True,0.14082685689172791,True,True,0.25775493601548405
heavy_tailed,202,mdn4,boundary,common,0.08717699850255298,True,0.03916303763884227,True,True,0.04801396086371071
heavy_tailed,202,mdn4,boundary,rare,0.4332435056469497,False,0.5437199992970325,True,False,
heavy_tailed,202,mdn4,central,common,0.04586128214214848,True,0.023084246145484807,True,True,0.02277703599666367
heavy_tailed,202,mdn4,central,rare,0.736255435205148,False,0.5598502554563738,False,False,
heavy_tailed,202,mdn4,extrapolated,common,0.3906262869092011,True,0.24580078301532593,False,False,
heavy_tailed,202,mdn4,extrapolated,rare,0.15753788384364062,False,0.14082685689172791,True,False,
heavy_tailed,202,ridge,boundary,common,0.3552806976745165,True,0.03916303763884227,True,True,0.3161176600356742
heavy_tailed,202,ridge,boundary,rare,0.5176516827232108,True,0.5437199992970325,True,True,-0.026068316573821693
heavy_tailed,202,ridge,central,common,0.022531800180314615,True,0.023084246145484807,True,True,-0.0005524459651701924
heavy_tailed,202,ridge,central,rare,0.4548991389297772,True,0.5598502554563738,False,False,
heavy_tailed,202,ridge,extrapolated,common,0.5725320514572732,True,0.24580078301532593,False,False,
heavy_tailed,202,ridge,extrapolated,rare,0.20206972426760017,True,0.14082685689172791,True,True,0.061242867375872256
heavy_tailed,202,student_rank2,boundary,common,0.15930736187771097,True,0.03916303763884227,True,True,0.1201443242388687
heavy_tailed,202,student_rank2,boundary,rare,0.23019557744830216,True,0.5437199992970325,True,True,-0.31352442184873036
heavy_tailed,202,student_rank2,central,common,0.026351367654841598,True,0.023084246145484807,True,True,0.0032671215093567907
heavy_tailed,202,student_rank2,central,rare,0.09065072513653738,True,0.5598502554563738,False,False,
heavy_tailed,202,student_rank2,extrapolated,common,0.3068495736372372,True,0.24580078301532593,False,False,
heavy_tailed,202,student_rank2,extrapolated,rare,0.10466533551114615,True,0.14082685689172791,True,True,-0.03616152138058176
heavy_tailed,202,transformer_mdn4,boundary,common,0.07930177056664253,True,0.03916303763884227,True,True,0.040138732927800264
heavy_tailed,202,transformer_mdn4,boundary,rare,0.5800063445813202,False,0.5437199992970325,True,False,
heavy_tailed,202,transformer_mdn4,central,common,0.04266688372968907,True,0.023084246145484807,True,True,0.01958263758420426
heavy_tailed,202,transformer_mdn4,central,rare,0.5795745984658193,False,0.5598502554563738,False,False,
heavy_tailed,202,transformer_mdn4,extrapolated,common,0.5790929033597856,False,0.24580078301532593,False,False,
heavy_tailed,202,transformer_mdn4,extrapolated,rare,0.32354829977908983,True,0.14082685689172791,True,True,0.18272144288736192
heavy_tailed,303,edm,boundary,common,0.3464005719365044,True,0.13240168360139445,False,False,
heavy_tailed,303,edm,boundary,rare,0.5744863644506264,True,0.5036006314004778,False,False,
heavy_tailed,303,edm,central,common,0.014874558105550897,True,0.010388353599616956,True,True,0.004486204505933941
heavy_tailed,303,edm,central,rare,0.6224783906929376,False,0.5301984880905357,False,False,
heavy_tailed,303,edm,extrapolated,common,0.677158397858915,False,0.6440983325367254,False,False,
heavy_tailed,303,edm,extrapolated,rare,0.24488331625909043,True,0.24103037508965947,True,True,0.003852941169430968
heavy_tailed,303,flow,boundary,common,0.13240168360139445,False,0.13240168360139445,False,False,
heavy_tailed,303,flow,boundary,rare,0.5036006314004778,False,0.5036006314004778,False,False,
heavy_tailed,303,flow,central,common,0.010388353599616956,True,0.010388353599616956,True,True,0.0
