law,data_seed,family,region,event,absolute_error,qualified_fraction,reference_seconds,all_initializations_qualified,qualified_absolute_error,absolute_error_flow,qualified_fraction_flow,reference_seconds_flow,all_initializations_qualified_flow,qualified_absolute_error_flow,paired_qualified,absolute_error_delta_vs_flow
bimodal,101,gp_rbf,boundary,common,0.5998995900450057,1.0,0.0035887089907191,True,0.5998995900450057,0.21567523380804698,1.0,0.4346217709826305,True,0.21567523380804698,True,0.3842243562369587
bimodal,101,gp_rbf,boundary,rare,0.1987363687258617,1.0,0.0120584159740246,True,0.1987363687258617,0.0340325282842325,1.0,2.1772100210364442,True,0.0340325282842325,True,0.1647038404416292
bimodal,101,gp_rbf,central,common,0.9608739848146745,1.0,0.0015177919995039,True,0.9608739848146745,0.1276871119489818,1.0,0.08940866650664239,True,0.1276871119489818,True,0.8331868728656926
bimodal,101,gp_rbf,central,rare,0.2279514962286347,0.0,0.0112748750252649,False,,0.11505550305124995,0.0,2.1692998334765434,False,,False,
bimodal,101,gp_rbf,extrapolated,common,0.8662982150790554,1.0,0.0015308749862015,True,0.8662982150790554,0.30951799178164535,0.5,2.1847333329787944,False,,False,
bimodal,101,gp_rbf,extrapolated,rare,0.1974399653743113,1.0,0.0107663749950006,True,0.1974399653743113,0.0639709015716709,1.0,0.08924987498903644,True,0.0639709015716709,True,0.1334690638026404
bimodal,101,mdn4,boundary,common,0.1506497600956464,1.0,0.00712110451422625,True,0.1506497600956464,0.21567523380804698,1.0,0.4346217709826305,True,0.21567523380804698,True,-0.06502547371240058
bimodal,101,mdn4,boundary,rare,0.03597948374844545,1.0,0.10053379199234765,True,0.03597948374844545,0.0340325282842325,1.0,2.1772100210364442,True,0.0340325282842325,True,0.001946955464212953
bimodal,101,mdn4,central,common,0.05348832213103125,1.0,0.007595458504511,True,0.05348832213103125,0.1276871119489818,1.0,0.08940866650664239,True,0.1276871119489818,True,-0.07419878981795056
bimodal,101,mdn4,central,rare,0.0623134219295958,0.0,0.16459831298561764,False,,0.11505550305124995,0.0,2.1692998334765434,False,,False,
bimodal,101,mdn4,extrapolated,common,0.3573288801496052,1.0,0.0212550419964827,True,0.3573288801496052,0.30951799178164535,0.5,2.1847333329787944,False,,False,
bimodal,101,mdn4,extrapolated,rare,0.05078668300047955,1.0,0.16338014550274235,True,0.05078668300047955,0.0639709015716709,1.0,0.08924987498903644,True,0.0639709015716709,True,-0.013184218571191349
bimodal,101,ridge,boundary,common,0.0015118670393053,1.0,0.0025272920029237,True,0.0015118670393053,0.21567523380804698,1.0,0.4346217709826305,True,0.21567523380804698,True,-0.21416336676874168
bimodal,101,ridge,boundary,rare,0.417292992033021,1.0,0.0090420829947106,True,0.417292992033021,0.0340325282842325,1.0,2.1772100210364442,True,0.0340325282842325,True,0.3832604637487885
bimodal,101,ridge,central,common,0.3540736518448801,1.0,0.0007141670212149,True,0.3540736518448801,0.1276871119489818,1.0,0.08940866650664239,True,0.1276871119489818,True,0.2263865398958983
bimodal,101,ridge,central,rare,0.1476439731777623,0.0,0.00940083299065,False,,0.11505550305124995,0.0,2.1692998334765434,False,,False,
bimodal,101,ridge,extrapolated,common,0.5907859042053619,0.0,0.009266958979424,False,,0.30951799178164535,0.5,2.1847333329787944,False,,False,
bimodal,101,ridge,extrapolated,rare,0.4387008026282857,1.0,0.0007908329716883,True,0.4387008026282857,0.0639709015716709,1.0,0.08924987498903644,True,0.0639709015716709,True,0.3747299010566148
bimodal,101,student_rank2,boundary,common,0.05086255918914075,1.0,0.00518972950521855,True,0.05086255918914075,0.21567523380804698,1.0,0.4346217709826305,True,0.21567523380804698,True,-0.16481267461890622
bimodal,101,student_rank2,boundary,rare,0.5736938010251915,1.0,0.02038012500270265,True,0.5736938010251915,0.0340325282842325,1.0,2.1772100210364442,True,0.0340325282842325,True,0.539661272740959
bimodal,101,student_rank2,central,common,0.2984929662355379,1.0,0.00160952098667615,True,0.2984929662355379,0.1276871119489818,1.0,0.08940866650664239,True,0.1276871119489818,True,0.1708058542865561
bimodal,101,student_rank2,central,rare,0.8062654341995554,0.0,0.020126666524447452,False,,0.11505550305124995,0.0,2.1692998334765434,False,,False,
bimodal,101,student_rank2,extrapolated,common,0.5945863284024246,1.0,0.0052941250032745,True,0.5945863284024246,0.30951799178164535,0.5,2.1847333329787944,False,,False,
bimodal,101,student_rank2,extrapolated,rare,0.24409803118849005,0.5,0.0128450834890827,False,,0.0639709015716709,1.0,0.08924987498903644,True,0.0639709015716709,False,
bimodal,101,transformer_mdn4,boundary,common,0.1364660244993317,1.0,0.07006814598571505,True,0.1364660244993317,0.21567523380804698,1.0,0.4346217709826305,True,0.21567523380804698,True,-0.07920920930871528
bimodal,101,transformer_mdn4,boundary,rare,0.056908646629171646,1.0,0.9471676460234448,True,0.056908646629171646,0.0340325282842325,1.0,2.1772100210364442,True,0.0340325282842325,True,0.022876118344939148
bimodal,101,transformer_mdn4,central,common,0.29625392690497454,1.0,0.0707821669930126,True,0.29625392690497454,0.1276871119489818,1.0,0.08940866650664239,True,0.1276871119489818,True,0.16856681495599274
bimodal,101,transformer_mdn4,central,rare,0.07206959646125875,0.0,1.5899592915084213,False,,0.11505550305124995,0.0,2.1692998334765434,False,,False,
bimodal,101,transformer_mdn4,extrapolated,common,0.16926548172122785,1.0,0.36658439552411437,True,0.16926548172122785,0.30951799178164535,0.5,2.1847333329787944,False,,False,
bimodal,101,transformer_mdn4,extrapolated,rare,0.020905946777155453,1.0,0.36390022948035033,True,0.020905946777155453,0.0639709015716709,1.0,0.08924987498903644,True,0.0639709015716709,True,-0.04306495479451545
bimodal,202,edm,boundary,common,0.11731010188587035,1.0,0.0942012710147537,True,0.11731010188587035,0.0863838379863749,1.0,0.26224389599519776,True,0.0863838379863749,True,0.030926263899495446
bimodal,202,edm,boundary,rare,0.07948291760828315,0.5,2.246556521015009,False,,0.0996097545969344,0.5,2.172173291502986,False,,False,
bimodal,202,edm,central,common,0.0513190300204907,1.0,0.09455291650374414,True,0.0513190300204907,0.03935628735714925,1.0,0.0894629584799986,True,0.03935628735714925,True,0.01196274266334145
bimodal,202,edm,central,rare,0.055772877179512,0.0,2.226156082964735,False,,0.061488288858297546,0.0,2.1996991250198334,False,,False,
bimodal,202,edm,extrapolated,common,0.5229523905065618,0.5,1.3400030210032128,False,,0.343709256497491,0.0,2.1480642080132384,False,,False,
bimodal,202,edm,extrapolated,rare,0.05244442694125,1.0,0.27799254149431357,True,0.05244442694125,0.11357909341647575,1.0,0.08953589599695985,True,0.11357909341647575,True,-0.06113466647522575
bimodal,202,flow,boundary,common,0.0863838379863749,1.0,0.26224389599519776,True,0.0863838379863749,0.0863838379863749,1.0,0.26224389599519776,True,0.0863838379863749,True,0.0
bimodal,202,flow,boundary,rare,0.0996097545969344,0.5,2.172173291502986,False,,0.0996097545969344,0.5,2.172173291502986,False,,False,
bimodal,202,flow,central,common,0.03935628735714925,1.0,0.0894629584799986,True,0.03935628735714925,0.03935628735714925,1.0,0.0894629584799986,True,0.03935628735714925,True,0.0
bimodal,202,flow,central,rare,0.061488288858297546,0.0,2.1996991250198334,False,,0.061488288858297546,0.0,2.1996991250198334,False,,False,
bimodal,202,flow,extrapolated,common,0.343709256497491,0.0,2.1480642080132384,False,,0.343709256497491,0.0,2.1480642080132384,False,,False,
bimodal,202,flow,extrapolated,rare,0.11357909341647575,1.0,0.08953589599695985,True,0.11357909341647575,0.11357909341647575,1.0,0.08953589599695985,True,0.11357909341647575,True,0.0
bimodal,202,gaussian_diag,boundary,common,0.642680172013048,1.0,0.0033039375266525504,True,0.642680172013048,0.0863838379863749,1.0,0.26224389599519776,True,0.0863838379863749,True,0.556296334026673
bimodal,202,gaussian_diag,boundary,rare,0.1924458461065447,1.0,0.0121665415063034,True,0.1924458461065447,0.0996097545969344,0.5,2.172173291502986,False,,False,
bimodal,202,gaussian_diag,central,common,0.9626290504534628,1.0,0.0012066249619237502,True,0.9626290504534628,0.03935628735714925,1.0,0.0894629584799986,True,0.03935628735714925,True,0.9232727630963136
bimodal,202,gaussian_diag,central,rare,0.23244763649605016,0.0,0.0126174164761323,False,,0.061488288858297546,0.0,2.1996991250198334,False,,False,
bimodal,202,gaussian_diag,extrapolated,common,0.8513885774358159,1.0,0.01222102102474305,True,0.8513885774358159,0.343709256497491,0.0,2.1480642080132384,False,,False,
bimodal,202,gaussian_diag,extrapolated,rare,0.19052219608832238,1.0,0.00338843750068915,True,0.19052219608832238,0.11357909341647575,1.0,0.08953589599695985,True,0.11357909341647575,True,0.07694310267184663
bimodal,202,gaussian_rank2,boundary,common,0.072725780061109,1.0,0.004405020998092301,True,0.072725780061109,0.0863838379863749,1.0,0.26224389599519776,True,0.0863838379863749,True,-0.013658057925265907
bimodal,202,gaussian_rank2,boundary,rare,0.3919605995593126,1.0,0.0169106040266342,True,0.3919605995593126,0.0996097545969344,0.5,2.172173291502986,False,,False,
bimodal,202,gaussian_rank2,central,common,0.2572806219241794,1.0,0.00141066699870855,True,0.2572806219241794,0.03935628735714925,1.0,0.0894629584799986,True,0.03935628735714925,True,0.21792433456703014
bimodal,202,gaussian_rank2,central,rare,0.5803999620233968,0.0,0.01712518747081045,False,,0.061488288858297546,0.0,2.1996991250198334,False,,False,
bimodal,202,gaussian_rank2,extrapolated,common,0.7372912818465052,1.0,0.010496854491066101,True,0.7372912818465052,0.343709256497491,0.0,2.1480642080132384,False,,False,
bimodal,202,gaussian_rank2,extrapolated,rare,0.19055394125317043,1.0,0.00112635400728315,True,0.19055394125317043,0.11357909341647575,1.0,0.08953589599695985,True,0.11357909341647575,True,0.07697484783669468
bimodal,202,gp_rbf,boundary,common,0.6316082808449945,1.0,0.0039560419972985,True,0.6316082808449945,0.0863838379863749,1.0,0.26224389599519776,True,0.0863838379863749,True,0.5452244428586196
bimodal,202,gp_rbf,boundary,rare,0.1939189219053012,1.0,0.0116883750306442,True,0.1939189219053012,0.0996097545969344,0.5,2.172173291502986,False,,False,
bimodal,202,gp_rbf,central,common,0.9619312749079544,1.0,0.0015813749632798,True,0.9619312749079544,0.03935628735714925,1.0,0.0894629584799986,True,0.03935628735714925,True,0.9225749875508051
bimodal,202,gp_rbf,central,rare,0.2644167393261401,0.0,0.0120998329948633,False,,0.061488288858297546,0.0,2.1996991250198334,False,,False,
bimodal,202,gp_rbf,extrapolated,common,0.8254546012813432,1.0,0.0012524999910965,True,0.8254546012813432,0.343709256497491,0.0,2.1480642080132384,False,,False,
bimodal,202,gp_rbf,extrapolated,rare,0.1790179185029157,0.0,0.0112408330314792,False,,0.11357909341647575,1.0,0.08953589599695985,True,0.11357909341647575,False,
bimodal,202,mdn4,boundary,common,0.06692358800826109,1.0,0.0073585835052654,True,0.06692358800826109,0.0863838379863749,1.0,0.26224389599519776,True,0.0863838379863749,True,-0.01946024997811381
bimodal,202,mdn4,boundary,rare,0.04856904822716865,1.0,0.09920900053111831,True,0.04856904822716865,0.0996097545969344,0.5,2.172173291502986,False,,False,
bimodal,202,mdn4,central,common,0.0505734422279975,1.0,0.0074198749789502,True,0.0505734422279975,0.03935628735714925,1.0,0.0894629584799986,True,0.03935628735714925,True,0.011217154870848248
bimodal,202,mdn4,central,rare,0.0539831077590116,0.0,0.16198299950337963,False,,0.061488288858297546,0.0,2.1996991250198334,False,,False,
bimodal,202,mdn4,extrapolated,common,0.10790897580187231,1.0,0.0996500629989896,True,0.10790897580187231,0.343709256497491,0.0,2.1480642080132384,False,,False,
bimodal,202,mdn4,extrapolated,rare,0.07011900561246301,1.0,0.0353452914860099,True,0.07011900561246301,0.11357909341647575,1.0,0.08953589599695985,True,0.11357909341647575,True,-0.04346008780401274
bimodal,202,ridge,boundary,common,0.0139704644872017,1.0,0.0026741249603219,True,0.0139704644872017,0.0863838379863749,1.0,0.26224389599519776,True,0.0863838379863749,True,-0.0724133734991732
bimodal,202,ridge,boundary,rare,0.4624223713788422,1.0,0.009363624965772,True,0.4624223713788422,0.0996097545969344,0.5,2.172173291502986,False,,False,
bimodal,202,ridge,central,common,0.3218421603550002,1.0,0.0007464999798685,True,0.3218421603550002,0.03935628735714925,1.0,0.0894629584799986,True,0.03935628735714925,True,0.28248587299785094
bimodal,202,ridge,central,rare,0.5019310080300788,0.0,0.0089674170012585,False,,0.061488288858297546,0.0,2.1996991250198334,False,,False,
bimodal,202,ridge,extrapolated,common,0.6073055647093698,0.0,0.0096417499589733,False,,0.343709256497491,0.0,2.1480642080132384,False,,False,
bimodal,202,ridge,extrapolated,rare,0.4502343492499653,1.0,0.0007675839588046,True,0.4502343492499653,0.11357909341647575,1.0,0.08953589599695985,True,0.11357909341647575,True,0.33665525583348954
bimodal,202,student_rank2,boundary,common,0.1055270551317889,1.0,0.0123782914888579,True,0.1055270551317889,0.0863838379863749,1.0,0.26224389599519776,True,0.0863838379863749,True,0.01914321714541399
bimodal,202,student_rank2,boundary,rare,0.6919391951846827,0.5,0.0199231875012628,False,,0.0996097545969344,0.5,2.172173291502986,False,,False,
bimodal,202,student_rank2,central,common,0.2547193541528593,1.0,0.00150031247176225,True,0.2547193541528593,0.03935628735714925,1.0,0.0894629584799986,True,0.03935628735714925,True,0.21536306679571005
bimodal,202,student_rank2,central,rare,0.8419719692996465,0.0,0.01971895803580985,False,,0.061488288858297546,0.0,2.1996991250198334,False,,False,
bimodal,202,student_rank2,extrapolated,common,0.6874704460619947,0.0,0.02012535399990155,False,,0.343709256497491,0.0,2.1480642080132384,False,,False,
bimodal,202,student_rank2,extrapolated,rare,0.15422485970882904,1.0,0.0033271664869971,True,0.15422485970882904,0.11357909341647575,1.0,0.08953589599695985,True,0.11357909341647575,True,0.040645766292353294
bimodal,202,transformer_mdn4,boundary,common,0.09411857446708785,1.0,0.07051625000894995,True,0.09411857446708785,0.0863838379863749,1.0,0.26224389599519776,True,0.0863838379863749,True,0.007734736480712948
bimodal,202,transformer_mdn4,boundary,rare,0.23802839943379406,0.5,1.5556758544989862,False,,0.0996097545969344,0.5,2.172173291502986,False,,False,
bimodal,202,transformer_mdn4,central,common,0.07670349244639535,1.0,0.07094712450634685,True,0.07670349244639535,0.03935628735714925,1.0,0.0894629584799986,True,0.03935628735714925,True,0.0373472050892461
bimodal,202,transformer_mdn4,central,rare,0.10779338980467255,0.0,1.5799633960123174,False,,0.061488288858297546,0.0,2.1996991250198334,False,,False,
bimodal,202,transformer_mdn4,extrapolated,common,0.213254227129959,1.0,0.9459554585337173,True,0.213254227129959,0.343709256497491,0.0,2.1480642080132384,False,,False,
bimodal,202,transformer_mdn4,extrapolated,rare,0.0283868915125818,1.0,0.972867104515899,True,0.0283868915125818,0.11357909341647575,1.0,0.08953589599695985,True,0.11357909341647575,True,-0.08519220190389395
bimodal,303,edm,boundary,common,0.09310598897932305,1.0,0.2766359379747882,True,0.09310598897932305,0.15724831495901964,1.0,0.4587162079988047,True,0.15724831495901964,True,-0.06414232597969659
bimodal,303,edm,boundary,rare,0.027366636367554847,0.5,2.26563766648178,False,,0.12453512376836985,0.5,2.1617737709893845,False,,False,
bimodal,303,edm,central,common,0.10091998250598445,1.0,0.0943832084885798,True,0.10091998250598445,0.20241904226002533,1.0,0.08895074995234604,True,0.20241904226002533,True,-0.10149905975404087
bimodal,303,edm,central,rare,0.21460484506766545,0.0,2.2365495830017608,False,,0.16388492665021145,0.0,2.158485271007521,False,,False,
bimodal,303,edm,extrapolated,common,0.43559151682262753,0.5,1.3425792704802006,False,,0.31778902585790314,0.5,2.1551346459891647,False,,False,
bimodal,303,edm,extrapolated,rare,0.0764767043315718,1.0,0.09432627097703515,True,0.0764767043315718,0.1923050735577096,1.0,0.08893187498324545,True,0.1923050735577096,True,-0.11582836922613779
bimodal,303,flow,boundary,common,0.15724831495901964,1.0,0.4587162079988047,True,0.15724831495901964,0.15724831495901964,1.0,0.4587162079988047,True,0.15724831495901964,True,0.0
bimodal,303,flow,boundary,rare,0.12453512376836985,0.5,2.1617737709893845,False,,0.12453512376836985,0.5,2.1617737709893845,False,,False,
bimodal,303,flow,central,common,0.20241904226002533,1.0,0.08895074995234604,True,0.20241904226002533,0.20241904226002533,1.0,0.08895074995234604,True,0.20241904226002533,True,0.0
bimodal,303,flow,central,rare,0.16388492665021145,0.0,2.158485271007521,False,,0.16388492665021145,0.0,2.158485271007521,False,,False,
bimodal,303,flow,extrapolated,common,0.31778902585790314,0.5,2.1551346459891647,False,,0.31778902585790314,0.5,2.1551346459891647,False,,False,
bimodal,303,flow,extrapolated,rare,0.1923050735577096,1.0,0.08893187498324545,True,0.1923050735577096,0.1923050735577096,1.0,0.08893187498324545,True,0.1923050735577096,True,0.0
bimodal,303,gaussian_diag,boundary,common,0.5933893677111772,1.0,0.003277000010712,True,0.5933893677111772,0.15724831495901964,1.0,0.4587162079988047,True,0.15724831495901964,True,0.4361410527521576
bimodal,303,gaussian_diag,boundary,rare,0.1730927610715769,1.0,0.012687292008195,True,0.1730927610715769,0.12453512376836985,0.5,2.1617737709893845,False,,False,
bimodal,303,gaussian_diag,central,common,0.9645335860640671,1.0,0.00131970850634385,True,0.9645335860640671,0.20241904226002533,1.0,0.08895074995234604,True,0.20241904226002533,True,0.7621145438040418
bimodal,303,gaussian_diag,central,rare,0.1652882316884439,0.0,0.012617603992111901,False,,0.16388492665021145,0.0,2.158485271007521,False,,False,
bimodal,303,gaussian_diag,extrapolated,common,0.8573716196596436,0.5,0.00766545848455275,False,,0.31778902585790314,0.5,2.1551346459891647,False,,False,
bimodal,303,gaussian_diag,extrapolated,rare,0.1730757359616619,1.0,0.0032711040112189003,True,0.1730757359616619,0.1923050735577096,1.0,0.08893187498324545,True,0.1923050735577096,True,-0.019229337596047696
bimodal,303,gaussian_rank2,boundary,common,0.013273163050141201,1.0,0.00457727053435515,True,0.013273163050141201,0.15724831495901964,1.0,0.4587162079988047,True,0.15724831495901964,True,-0.14397515190887844
bimodal,303,gaussian_rank2,boundary,rare,0.4172551992682136,1.0,0.01686795850400805,True,0.4172551992682136,0.12453512376836985,0.5,2.1617737709893845,False,,False,
bimodal,303,gaussian_rank2,central,common,0.33736292779946786,1.0,0.001410291501088,True,0.33736292779946786,0.20241904226002533,1.0,0.08895074995234604,True,0.20241904226002533,True,0.13494388553944253
bimodal,303,gaussian_rank2,central,rare,0.35681990999420354,0.0,0.017010104493238,False,,0.16388492665021145,0.0,2.158485271007521,False,,False,
bimodal,303,gaussian_rank2,extrapolated,common,0.6178215997475398,0.5,0.01713547899271355,False,,0.31778902585790314,0.5,2.1551346459891647,False,,False,
bimodal,303,gaussian_rank2,extrapolated,rare,0.062157060415387405,1.0,0.00448100001085545,True,0.062157060415387405,0.1923050735577096,1.0,0.08893187498324545,True,0.1923050735577096,True,-0.1301480131423222
bimodal,303,gp_rbf,boundary,common,0.577831743137786,1.0,0.00123833399266,True,0.577831743137786,0.15724831495901964,1.0,0.4587162079988047,True,0.15724831495901964,True,0.4205834281787663
bimodal,303,gp_rbf,boundary,rare,0.1990368079776049,1.0,0.0130693750106729,True,0.1990368079776049,0.12453512376836985,0.5,2.1617737709893845,False,,False,
bimodal,303,gp_rbf,central,common,0.9632811799428036,1.0,0.0014862089883536,True,0.9632811799428036,0.20241904226002533,1.0,0.08895074995234604,True,0.20241904226002533,True,0.7608621376827782
bimodal,303,gp_rbf,central,rare,0.1774896910823609,0.0,0.0110398340038955,False,,0.16388492665021145,0.0,2.158485271007521,False,,False,
bimodal,303,gp_rbf,extrapolated,common,0.8482302772540906,1.0,0.0012191670248284,True,0.8482302772540906,0.31778902585790314,0.5,2.1551346459891647,False,,False,
bimodal,303,gp_rbf,extrapolated,rare,0.1514246309413145,1.0,0.0114791670348495,True,0.1514246309413145,0.1923050735577096,1.0,0.08893187498324545,True,0.1923050735577096,True,-0.04088044261639509
bimodal,303,mdn4,boundary,common,0.024453549088390352,1.0,0.0071036874724086,True,0.024453549088390352,0.15724831495901964,1.0,0.4587162079988047,True,0.15724831495901964,True,-0.1327947658706293
bimodal,303,mdn4,boundary,rare,0.05244261560082165,1.0,0.0970893125049769,True,0.05244261560082165,0.12453512376836985,0.5,2.1617737709893845,False,,False,
bimodal,303,mdn4,central,common,0.06972044811281661,1.0,0.0075300835014786,True,0.06972044811281661,0.20241904226002533,1.0,0.08895074995234604,True,0.20241904226002533,True,-0.13269859414720872
bimodal,303,mdn4,central,rare,0.0768449641152825,0.0,0.1601224164769519,False,,0.16388492665021145,0.0,2.158485271007521,False,,False,
bimodal,303,mdn4,extrapolated,common,0.5406256759386421,1.0,0.03405387498787595,True,0.5406256759386421,0.31778902585790314,0.5,2.1551346459891647,False,,False,
bimodal,303,mdn4,extrapolated,rare,0.15602250442565324,1.0,0.03527683348511345,True,0.15602250442565324,0.1923050735577096,1.0,0.08893187498324545,True,0.1923050735577096,True,-0.03628256913205635
bimodal,303,ridge,boundary,common,0.0174326212373469,1.0,0.0024527499917894,True,0.0174326212373469,0.15724831495901964,1.0,0.4587162079988047,True,0.15724831495901964,True,-0.13981569372167274
bimodal,303,ridge,boundary,rare,0.4177031566395452,1.0,0.009156415995676,True,0.4177031566395452,0.12453512376836985,0.5,2.1617737709893845,False,,False,
bimodal,303,ridge,central,common,0.3464295690535868,1.0,0.0008674170239828,True,0.3464295690535868,0.20241904226002533,1.0,0.08895074995234604,True,0.20241904226002533,True,0.14401052679356147
bimodal,303,ridge,central,rare,0.4330468720557938,0.0,0.0091885419678874,False,,0.16388492665021145,0.0,2.158485271007521,False,,False,
bimodal,303,ridge,extrapolated,common,0.6973692884113878,0.0,0.0091522919829003,False,,0.31778902585790314,0.5,2.1551346459891647,False,,False,
bimodal,303,ridge,extrapolated,rare,0.4512297288233442,1.0,0.0007222080021165,True,0.4512297288233442,0.1923050735577096,1.0,0.08893187498324545,True,0.1923050735577096,True,0.25892465526563463
bimodal,303,student_rank2,boundary,common,0.21995930138943887,1.0,0.005127354525029651,True,0.21995930138943887,0.15724831495901964,1.0,0.4587162079988047,True,0.15724831495901964,True,0.06271098643041922
bimodal,303,student_rank2,boundary,rare,0.8333539358873676,0.5,0.0201187499915249,False,,0.12453512376836985,0.5,2.1617737709893845,False,,False,
bimodal,303,student_rank2,central,common,0.3119563362882293,1.0,0.0014596249966416,True,0.3119563362882293,0.20241904226002533,1.0,0.08895074995234604,True,0.20241904226002533,True,0.10953729402820395
bimodal,303,student_rank2,central,rare,0.892520952395125,0.0,0.01995470849215045,False,,0.16388492665021145,0.0,2.158485271007521,False,,False,
bimodal,303,student_rank2,extrapolated,common,0.28006742680021757,0.0,0.02015420849784275,False,,0.31778902585790314,0.5,2.1551346459891647,False,,False,
bimodal,303,student_rank2,extrapolated,rare,0.11317659279737091,1.0,0.0198286249651573,True,0.11317659279737091,0.1923050735577096,1.0,0.08893187498324545,True,0.1923050735577096,True,-0.07912848076033868
bimodal,303,transformer_mdn4,boundary,common,0.123019551244032,1.0,0.21310460401582532,True,0.123019551244032,0.15724831495901964,1.0,0.4587162079988047,True,0.15724831495901964,True,-0.03422876371498765
bimodal,303,transformer_mdn4,boundary,rare,0.01372566571625255,0.5,1.533770687499782,False,,0.12453512376836985,0.5,2.1617737709893845,False,,False,
bimodal,303,transformer_mdn4,central,common,0.24249217010086188,1.0,0.06962870797724455,True,0.24249217010086188,0.20241904226002533,1.0,0.08895074995234604,True,0.20241904226002533,True,0.04007312784083655
