law,data_seed,family,region,event,absolute_error,qualified_fraction,reference_seconds,all_initializations_qualified,qualified_absolute_error
bimodal,202,mdn4,boundary,common,0.06692358800826109,1.0,0.0073585835052654,True,0.06692358800826109
bimodal,202,mdn4,boundary,rare,0.04856904822716865,1.0,0.09920900053111831,True,0.04856904822716865
bimodal,202,mdn4,central,common,0.0505734422279975,1.0,0.0074198749789502,True,0.0505734422279975
bimodal,202,mdn4,central,rare,0.0539831077590116,0.0,0.16198299950337963,False,
bimodal,202,mdn4,extrapolated,common,0.10790897580187231,1.0,0.0996500629989896,True,0.10790897580187231
bimodal,202,mdn4,extrapolated,rare,0.07011900561246301,1.0,0.0353452914860099,True,0.07011900561246301
bimodal,202,ridge,boundary,common,0.0139704644872017,1.0,0.0026741249603219,True,0.0139704644872017
bimodal,202,ridge,boundary,rare,0.4624223713788422,1.0,0.009363624965772,True,0.4624223713788422
bimodal,202,ridge,central,common,0.3218421603550002,1.0,0.0007464999798685,True,0.3218421603550002
bimodal,202,ridge,central,rare,0.5019310080300788,0.0,0.0089674170012585,False,
bimodal,202,ridge,extrapolated,common,0.6073055647093698,0.0,0.0096417499589733,False,
bimodal,202,ridge,extrapolated,rare,0.4502343492499653,1.0,0.0007675839588046,True,0.4502343492499653
bimodal,202,student_rank2,boundary,common,0.1055270551317889,1.0,0.0123782914888579,True,0.1055270551317889
bimodal,202,student_rank2,boundary,rare,0.6919391951846827,0.5,0.0199231875012628,False,
bimodal,202,student_rank2,central,common,0.2547193541528593,1.0,0.00150031247176225,True,0.2547193541528593
bimodal,202,student_rank2,central,rare,0.8419719692996465,0.0,0.01971895803580985,False,
bimodal,202,student_rank2,extrapolated,common,0.6874704460619947,0.0,0.02012535399990155,False,
bimodal,202,student_rank2,extrapolated,rare,0.15422485970882904,1.0,0.0033271664869971,True,0.15422485970882904
bimodal,202,transformer_mdn4,boundary,common,0.09411857446708785,1.0,0.07051625000894995,True,0.09411857446708785
bimodal,202,transformer_mdn4,boundary,rare,0.23802839943379406,0.5,1.5556758544989862,False,
bimodal,202,transformer_mdn4,central,common,0.07670349244639535,1.0,0.07094712450634685,True,0.07670349244639535
bimodal,202,transformer_mdn4,central,rare,0.10779338980467255,0.0,1.5799633960123174,False,
bimodal,202,transformer_mdn4,extrapolated,common,0.213254227129959,1.0,0.9459554585337173,True,0.213254227129959
bimodal,202,transformer_mdn4,extrapolated,rare,0.0283868915125818,1.0,0.972867104515899,True,0.0283868915125818
bimodal,303,edm,boundary,common,0.09310598897932305,1.0,0.2766359379747882,True,0.09310598897932305
bimodal,303,edm,boundary,rare,0.027366636367554847,0.5,2.26563766648178,False,
bimodal,303,edm,central,common,0.10091998250598445,1.0,0.0943832084885798,True,0.10091998250598445
bimodal,303,edm,central,rare,0.21460484506766545,0.0,2.2365495830017608,False,
bimodal,303,edm,extrapolated,common,0.43559151682262753,0.5,1.3425792704802006,False,
bimodal,303,edm,extrapolated,rare,0.0764767043315718,1.0,0.09432627097703515,True,0.0764767043315718
bimodal,303,flow,boundary,common,0.15724831495901964,1.0,0.4587162079988047,True,0.15724831495901964
bimodal,303,flow,boundary,rare,0.12453512376836985,0.5,2.1617737709893845,False,
bimodal,303,flow,central,common,0.20241904226002533,1.0,0.08895074995234604,True,0.20241904226002533
bimodal,303,flow,central,rare,0.16388492665021145,0.0,2.158485271007521,False,
bimodal,303,flow,extrapolated,common,0.31778902585790314,0.5,2.1551346459891647,False,
bimodal,303,flow,extrapolated,rare,0.1923050735577096,1.0,0.08893187498324545,True,0.1923050735577096
bimodal,303,gaussian_diag,boundary,common,0.5933893677111772,1.0,0.003277000010712,True,0.5933893677111772
bimodal,303,gaussian_diag,boundary,rare,0.1730927610715769,1.0,0.012687292008195,True,0.1730927610715769
bimodal,303,gaussian_diag,central,common,0.9645335860640671,1.0,0.00131970850634385,True,0.9645335860640671
bimodal,303,gaussian_diag,central,rare,0.1652882316884439,0.0,0.012617603992111901,False,
bimodal,303,gaussian_diag,extrapolated,common,0.8573716196596436,0.5,0.00766545848455275,False,
bimodal,303,gaussian_diag,extrapolated,rare,0.1730757359616619,1.0,0.0032711040112189003,True,0.1730757359616619
bimodal,303,gaussian_rank2,boundary,common,0.013273163050141201,1.0,0.00457727053435515,True,0.013273163050141201
bimodal,303,gaussian_rank2,boundary,rare,0.4172551992682136,1.0,0.01686795850400805,True,0.4172551992682136
bimodal,303,gaussian_rank2,central,common,0.33736292779946786,1.0,0.001410291501088,True,0.33736292779946786
bimodal,303,gaussian_rank2,central,rare,0.35681990999420354,0.0,0.017010104493238,False,
bimodal,303,gaussian_rank2,extrapolated,common,0.6178215997475398,0.5,0.01713547899271355,False,
bimodal,303,gaussian_rank2,extrapolated,rare,0.062157060415387405,1.0,0.00448100001085545,True,0.062157060415387405
bimodal,303,gp_rbf,boundary,common,0.577831743137786,1.0,0.00123833399266,True,0.577831743137786
bimodal,303,gp_rbf,boundary,rare,0.1990368079776049,1.0,0.0130693750106729,True,0.1990368079776049
bimodal,303,gp_rbf,central,common,0.9632811799428036,1.0,0.0014862089883536,True,0.9632811799428036
bimodal,303,gp_rbf,central,rare,0.1774896910823609,0.0,0.0110398340038955,False,
bimodal,303,gp_rbf,extrapolated,common,0.8482302772540906,1.0,0.0012191670248284,True,0.8482302772540906
bimodal,303,gp_rbf,extrapolated,rare,0.1514246309413145,1.0,0.0114791670348495,True,0.1514246309413145
bimodal,303,mdn4,boundary,common,0.024453549088390352,1.0,0.0071036874724086,True,0.024453549088390352
bimodal,303,mdn4,boundary,rare,0.05244261560082165,1.0,0.0970893125049769,True,0.05244261560082165
bimodal,303,mdn4,central,common,0.06972044811281661,1.0,0.0075300835014786,True,0.06972044811281661
bimodal,303,mdn4,central,rare,0.0768449641152825,0.0,0.1601224164769519,False,
bimodal,303,mdn4,extrapolated,common,0.5406256759386421,1.0,0.03405387498787595,True,0.5406256759386421
bimodal,303,mdn4,extrapolated,rare,0.15602250442565324,1.0,0.03527683348511345,True,0.15602250442565324
bimodal,303,ridge,boundary,common,0.0174326212373469,1.0,0.0024527499917894,True,0.0174326212373469
bimodal,303,ridge,boundary,rare,0.4177031566395452,1.0,0.009156415995676,True,0.4177031566395452
bimodal,303,ridge,central,common,0.3464295690535868,1.0,0.0008674170239828,True,0.3464295690535868
bimodal,303,ridge,central,rare,0.4330468720557938,0.0,0.0091885419678874,False,
bimodal,303,ridge,extrapolated,common,0.6973692884113878,0.0,0.0091522919829003,False,
bimodal,303,ridge,extrapolated,rare,0.4512297288233442,1.0,0.0007222080021165,True,0.4512297288233442
bimodal,303,student_rank2,boundary,common,0.21995930138943887,1.0,0.005127354525029651,True,0.21995930138943887
bimodal,303,student_rank2,boundary,rare,0.8333539358873676,0.5,0.0201187499915249,False,
bimodal,303,student_rank2,central,common,0.3119563362882293,1.0,0.0014596249966416,True,0.3119563362882293
bimodal,303,student_rank2,central,rare,0.892520952395125,0.0,0.01995470849215045,False,
bimodal,303,student_rank2,extrapolated,common,0.28006742680021757,0.0,0.02015420849784275,False,
bimodal,303,student_rank2,extrapolated,rare,0.11317659279737091,1.0,0.0198286249651573,True,0.11317659279737091
bimodal,303,transformer_mdn4,boundary,common,0.123019551244032,1.0,0.21310460401582532,True,0.123019551244032
bimodal,303,transformer_mdn4,boundary,rare,0.01372566571625255,0.5,1.533770687499782,False,
bimodal,303,transformer_mdn4,central,common,0.24249217010086188,1.0,0.06962870797724455,True,0.24249217010086188
bimodal,303,transformer_mdn4,central,rare,0.0522145728676966,0.0,1.5731245004863013,False,
bimodal,303,transformer_mdn4,extrapolated,common,0.19177514286878866,1.0,1.536440791998757,True,0.19177514286878866
bimodal,303,transformer_mdn4,extrapolated,rare,0.06504908168913474,1.0,0.36270304198842496,True,0.06504908168913474
heavy_tailed,101,edm,boundary,common,0.3506328772169724,1.0,1.3567707290349063,True,0.3506328772169724
heavy_tailed,101,edm,boundary,rare,0.5828252963961769,0.5,2.2416479164967313,False,
heavy_tailed,101,edm,central,common,0.0273964323702244,1.0,0.0948386874806601,True,0.0273964323702244
heavy_tailed,101,edm,central,rare,0.5586707754103521,0.0,2.235369834001176,False,
heavy_tailed,101,edm,extrapolated,common,0.597851428194575,0.0,2.237044979527127,False,
heavy_tailed,101,edm,extrapolated,rare,0.2876680252965147,1.0,0.094374437991064,True,0.2876680252965147
heavy_tailed,101,flow,boundary,common,0.1989174860277794,1.0,2.1667247710283846,True,0.1989174860277794
heavy_tailed,101,flow,boundary,rare,0.4425480086903596,0.0,2.1573771460098214,False,
heavy_tailed,101,flow,central,common,0.0463359711606742,1.0,0.0890998330141883,True,0.0463359711606742
heavy_tailed,101,flow,central,rare,0.4702466319190083,0.0,2.1910807919630315,False,
heavy_tailed,101,flow,extrapolated,common,0.5189452586188752,0.0,2.1686558755172882,False,
heavy_tailed,101,flow,extrapolated,rare,0.212820691830423,1.0,0.08918010402703655,True,0.212820691830423
heavy_tailed,101,gaussian_diag,boundary,common,0.5631928507566991,1.0,0.0032282709726132,True,0.5631928507566991
heavy_tailed,101,gaussian_diag,boundary,rare,0.7443070192850638,1.0,0.0121641459991224,True,0.7443070192850638
heavy_tailed,101,gaussian_diag,central,common,0.1735857768724087,1.0,0.0009459580178372,True,0.1735857768724087
heavy_tailed,101,gaussian_diag,central,rare,0.6126487232254463,0.0,0.0127021039661485,False,
heavy_tailed,101,gaussian_diag,extrapolated,common,0.6952952575154334,0.0,0.01219904149184,False,
heavy_tailed,101,gaussian_diag,extrapolated,rare,0.41233226567644876,1.0,0.00317393697332585,True,0.41233226567644876
heavy_tailed,101,gaussian_rank2,boundary,common,0.4044460955324784,1.0,0.0047059374919625994,True,0.4044460955324784
heavy_tailed,101,gaussian_rank2,boundary,rare,0.5916172228873866,1.0,0.010710958013078151,True,0.5916172228873866
heavy_tailed,101,gaussian_rank2,central,common,0.0554374758648703,1.0,0.0012618750042747,True,0.0554374758648703
heavy_tailed,101,gaussian_rank2,central,rare,0.4535750609445588,0.0,0.017466624994995,False,
heavy_tailed,101,gaussian_rank2,extrapolated,common,0.517528030535208,0.0,0.01688724997802635,False,
heavy_tailed,101,gaussian_rank2,extrapolated,rare,0.24185415836766355,1.0,0.0028052289853803002,True,0.24185415836766355
heavy_tailed,101,gp_rbf,boundary,common,0.5774227235403522,1.0,0.0035909159923903,True,0.5774227235403522
heavy_tailed,101,gp_rbf,boundary,rare,0.7415218967276528,1.0,0.0112127080210484,True,0.7415218967276528
heavy_tailed,101,gp_rbf,central,common,0.1713221889568377,1.0,0.0016589590231887,True,0.1713221889568377
heavy_tailed,101,gp_rbf,central,rare,0.5510820838612712,0.0,0.0111927080433815,False,
heavy_tailed,101,gp_rbf,extrapolated,common,0.7057056295720056,0.0,0.0012167079839855,False,
heavy_tailed,101,gp_rbf,extrapolated,rare,0.399190313747939,1.0,0.003556124982424,True,0.399190313747939
heavy_tailed,101,mdn4,boundary,common,0.1209204026887373,1.0,0.1620447704917751,True,0.1209204026887373
heavy_tailed,101,mdn4,boundary,rare,0.48900742223977345,0.0,0.1601251039828639,False,
heavy_tailed,101,mdn4,central,common,0.016074519830226848,1.0,0.0075429795251693,True,0.016074519830226848
heavy_tailed,101,mdn4,central,rare,0.47407509374724516,0.0,0.15850687498459584,False,
heavy_tailed,101,mdn4,extrapolated,common,0.3255726538007245,0.0,0.098349625011906,False,
heavy_tailed,101,mdn4,extrapolated,rare,0.28604729169585075,1.0,0.0207066459988709,True,0.28604729169585075
heavy_tailed,101,ridge,boundary,common,0.3831273750310631,1.0,0.00251570797991,True,0.3831273750310631
heavy_tailed,101,ridge,boundary,rare,0.5401254742229287,1.0,0.0092236670316196,True,0.5401254742229287
heavy_tailed,101,ridge,central,common,0.0235673005813918,1.0,0.0007380840252153,True,0.0235673005813918
heavy_tailed,101,ridge,central,rare,0.3620989152438726,0.0,0.009095209010411,False,
heavy_tailed,101,ridge,extrapolated,common,0.7405622928914436,0.0,0.0091092500369995,False,
heavy_tailed,101,ridge,extrapolated,rare,0.222799867163183,1.0,0.0006728750304318,True,0.222799867163183
heavy_tailed,101,student_rank2,boundary,common,0.20270416054733637,1.0,0.02004266652511425,True,0.20270416054733637
heavy_tailed,101,student_rank2,boundary,rare,0.24691964774848746,0.0,0.01975660448078995,False,
heavy_tailed,101,student_rank2,central,common,0.02383212693810435,1.0,0.0016894580039661,True,0.02383212693810435
heavy_tailed,101,student_rank2,central,rare,0.3260698718985374,0.0,0.01984085401636545,False,
heavy_tailed,101,student_rank2,extrapolated,common,0.4107923905462594,0.0,0.01231645798543465,False,
heavy_tailed,101,student_rank2,extrapolated,rare,0.1855520084865363,1.0,0.0051496875239536,True,0.1855520084865363
heavy_tailed,101,transformer_mdn4,boundary,common,0.16424514960528214,1.0,0.9525394794763997,True,0.16424514960528214
heavy_tailed,101,transformer_mdn4,boundary,rare,0.5942752180415904,0.0,1.5407992084801663,False,
heavy_tailed,101,transformer_mdn4,central,common,0.0766971296400189,1.0,0.0704196044825948,True,0.0766971296400189
heavy_tailed,101,transformer_mdn4,central,rare,0.5297486432646631,0.0,1.551290353992954,False,
heavy_tailed,101,transformer_mdn4,extrapolated,common,0.27519361343724597,0.0,0.9527972289652098,False,
heavy_tailed,101,transformer_mdn4,extrapolated,rare,0.29919666755383983,1.0,0.9625322910142131,True,0.29919666755383983
heavy_tailed,202,edm,boundary,common,0.40481193155429496,1.0,2.243469229491893,True,0.40481193155429496
heavy_tailed,202,edm,boundary,rare,0.6087354442703351,0.0,2.2603220000164583,False,
heavy_tailed,202,edm,central,common,0.0148547951809815,1.0,0.09457325001130805,True,0.0148547951809815
heavy_tailed,202,edm,central,rare,1.032463995306957,0.0,2.2392426249862183,False,
heavy_tailed,202,edm,extrapolated,common,0.7252106967881075,0.0,2.255536583485082,False,
heavy_tailed,202,edm,extrapolated,rare,0.32459787766083725,1.0,0.09398910350864745,True,0.32459787766083725
heavy_tailed,202,flow,boundary,common,0.039163037638842255,1.0,2.2087900415062904,True,0.039163037638842255
heavy_tailed,202,flow,boundary,rare,0.5540379771194923,1.0,2.183700437512016,True,0.5540379771194923
heavy_tailed,202,flow,central,common,0.0230842461454847,1.0,0.0893393750011455,True,0.0230842461454847
heavy_tailed,202,flow,central,rare,0.911841012884769,0.0,2.161973895999836,False,
heavy_tailed,202,flow,extrapolated,common,0.2458007830153259,0.0,2.155172707978636,False,
heavy_tailed,202,flow,extrapolated,rare,0.14082685689172786,1.0,0.0889047289965674,True,0.14082685689172786
heavy_tailed,202,gaussian_diag,boundary,common,0.5494749959369738,1.0,0.00325274997157975,True,0.5494749959369738
heavy_tailed,202,gaussian_diag,boundary,rare,0.7298785195075965,1.0,0.007967166486196199,True,0.7298785195075965
heavy_tailed,202,gaussian_diag,central,common,0.17547306437197013,1.0,0.00105100049404425,True,0.17547306437197013
heavy_tailed,202,gaussian_diag,central,rare,0.9694033882181354,0.0,0.012304062518523999,False,
heavy_tailed,202,gaussian_diag,extrapolated,common,0.7713371680846274,0.0,0.012138749967562,False,
heavy_tailed,202,gaussian_diag,extrapolated,rare,0.4042432364365649,1.0,0.0008256665023509,True,0.4042432364365649
heavy_tailed,202,gaussian_rank2,boundary,common,0.4116409947497325,1.0,0.00463999999919905,True,0.4116409947497325
heavy_tailed,202,gaussian_rank2,boundary,rare,0.5919329703188467,1.0,0.010544520511757501,True,0.5919329703188467
heavy_tailed,202,gaussian_rank2,central,common,0.07485947872804419,1.0,0.0014741039776707998,True,0.07485947872804419
heavy_tailed,202,gaussian_rank2,central,rare,0.8179417475627422,0.0,0.0175557494803797,False,
heavy_tailed,202,gaussian_rank2,extrapolated,common,0.5105491855458201,0.0,0.0171883750008419,False,
heavy_tailed,202,gaussian_rank2,extrapolated,rare,0.15146811661445006,1.0,0.0011614374816417,True,0.15146811661445006
heavy_tailed,202,gp_rbf,boundary,common,0.5551674303910558,1.0,0.0035865830141119,True,0.5551674303910558
heavy_tailed,202,gp_rbf,boundary,rare,0.7201203977831662,1.0,0.0114719169796444,True,0.7201203977831662
heavy_tailed,202,gp_rbf,central,common,0.1770334055754259,1.0,0.0013514169841073,True,0.1770334055754259
heavy_tailed,202,gp_rbf,central,rare,1.048514276603757,0.0,0.0113037090050056,False,
heavy_tailed,202,gp_rbf,extrapolated,common,0.7327891554134873,0.0,0.0012399590341374,False,
heavy_tailed,202,gp_rbf,extrapolated,rare,0.3968889341728777,1.0,0.003957790962886,True,0.3968889341728777
heavy_tailed,202,mdn4,boundary,common,0.08717699850255291,1.0,0.16000758297741408,True,0.08717699850255291
heavy_tailed,202,mdn4,boundary,rare,0.44356148346940955,0.0,0.1613111039914656,False,
heavy_tailed,202,mdn4,central,common,0.04497492565712655,1.0,0.0077718124666716504,True,0.04497492565712655
heavy_tailed,202,mdn4,central,rare,1.0882461926335434,0.0,0.1620448755274992,False,
heavy_tailed,202,mdn4,extrapolated,common,0.35763838272496784,0.0,0.120042958529666,False,
heavy_tailed,202,mdn4,extrapolated,rare,0.1637773049670393,0.5,0.08371760349837125,False,
heavy_tailed,202,ridge,boundary,common,0.3566603207276299,1.0,0.0023806249955669,True,0.3566603207276299
heavy_tailed,202,ridge,boundary,rare,0.5232013738120536,1.0,0.0089080419857054,True,0.5232013738120536
heavy_tailed,202,ridge,central,common,0.0209655360039456,1.0,0.0009633339941501,True,0.0209655360039456
heavy_tailed,202,ridge,central,rare,0.8921647349525802,0.0,0.0092222079983912,False,
heavy_tailed,202,ridge,extrapolated,common,0.7149972074193955,0.0,0.0091154580004513,False,
heavy_tailed,202,ridge,extrapolated,rare,0.1991168237284728,1.0,0.0006505000055767,True,0.1991168237284728
heavy_tailed,202,student_rank2,boundary,common,0.167665831638347,1.0,0.02038652100600295,True,0.167665831638347
heavy_tailed,202,student_rank2,boundary,rare,0.23409963998766015,0.0,0.0197784795018378,False,
heavy_tailed,202,student_rank2,central,common,0.0270578925340847,1.0,0.0015004579909145,True,0.0270578925340847
heavy_tailed,202,student_rank2,central,rare,0.33574615492907073,0.0,0.019893271004548248,False,
heavy_tailed,202,student_rank2,extrapolated,common,0.2990890512291459,0.0,0.012671895499806799,False,
heavy_tailed,202,student_rank2,extrapolated,rare,0.11894338602802505,1.0,0.0013334580289665,True,0.11894338602802505
heavy_tailed,202,transformer_mdn4,boundary,common,0.0811660051286411,1.0,0.9521052289928775,True,0.0811660051286411
heavy_tailed,202,transformer_mdn4,boundary,rare,0.5903243224037801,0.5,1.5238088545156643,False,
heavy_tailed,202,transformer_mdn4,central,common,0.04355324021471095,1.0,0.07138268751441501,True,0.04355324021471095
heavy_tailed,202,transformer_mdn4,central,rare,0.9315653558942145,0.0,1.5618744585081004,False,
heavy_tailed,202,transformer_mdn4,extrapolated,common,0.5461049991755523,0.0,1.5382967079640366,False,
heavy_tailed,202,transformer_mdn4,extrapolated,rare,0.3297877209024884,1.0,0.2194604584947228,True,0.3297877209024884
heavy_tailed,303,edm,boundary,common,0.35773308507376184,1.0,1.3480019790004008,True,0.35773308507376184
heavy_tailed,303,edm,boundary,rare,0.5509594553807532,1.0,2.2384532709838822,True,0.5509594553807532
heavy_tailed,303,edm,central,common,0.015158432474058299,1.0,0.0944787499902304,True,0.015158432474058299
heavy_tailed,303,edm,central,rare,0.8915412499239972,0.0,2.2339352915005293,False,
