law,data_seed,family,region,energy,mean_squared_error,coverage90,width90,tail_brier,tail_probability_abs_error,sampling_seconds_per_history
bimodal,202,edm,boundary,0.4702612732120321,0.036776098846489566,0.8846842447916666,1.5279675172698404,0.04871527353922526,0.01801757812499997,0.00188626475088915
bimodal,202,edm,central,0.5832598588694211,0.010616207376688865,0.8899468315972222,1.607910389868749,0.05155467987060547,0.04337565104166664,0.0018795060617169499
bimodal,202,edm,extrapolated,0.852021206598598,0.4269331953540642,0.7142198350694445,1.502601000554953,0.1676626205444336,0.28006184895833336,0.0018707126679752002
bimodal,202,flow,boundary,0.4473053412737921,0.00789527185116972,0.8950737847222222,1.4248292552474553,0.0656280517578125,0.12285156250000001,0.0017965034579295002
bimodal,202,flow,central,0.5728589687657198,0.002828736026511179,0.8843587239583334,1.5383559117700143,0.04971631368001302,0.03147786458333329,0.0017863949797174
bimodal,202,flow,extrapolated,0.6693420732074546,0.2454310938346711,0.8460015190972222,1.5468057966530522,0.3254413604736328,0.51005859375,0.0017905625209095
bimodal,202,gaussian_diag,boundary,0.45969775684801056,0.003745228473686244,0.8861490885416666,1.427117194562756,0.06700897216796875,0.13310546875,1.4509542476541052e-05
bimodal,202,gaussian_diag,central,0.6182510790602552,0.004602419963626275,0.9252115885416666,1.7372095199779054,0.05031998952229818,0.03800455729166662,1.704774937631252e-05
bimodal,202,gaussian_diag,extrapolated,0.573766980735654,0.17275964697432475,0.7263454861111112,1.136173124633649,0.0891278584798177,0.15543619791666666,1.5737000164032604e-05
bimodal,202,gaussian_rank2,boundary,0.444933653044747,0.002771052915571275,0.8864474826388888,1.373966343993019,0.06220181783040365,0.11422526041666665,2.1974812019228313e-05
bimodal,202,gaussian_rank2,central,0.5844161038959078,0.00228495583178153,0.9338650173611112,1.770194078619127,0.051539103190104164,0.05169270833333331,2.7361978330494214e-05
bimodal,202,gaussian_rank2,extrapolated,0.528740606701963,0.12797229328097484,0.7847493489583334,1.2818492781676434,0.13838926951090494,0.24601236979166666,2.089929087863614e-05
bimodal,202,gp_rbf,boundary,0.46495216901428216,0.005465792402281555,0.8841145833333334,1.3725851294855618,0.06223233540852865,0.11487630208333334,2.631249905486281e-05
bimodal,202,gp_rbf,central,0.6416683158712106,0.016089522084896456,0.7851019965277778,1.3390740258642049,0.04905128479003906,0.025162760416666652,2.5272582812855642e-05
bimodal,202,gp_rbf,extrapolated,1.9725686735622243,2.5669412046943676,0.6239149305555556,3.179249001036691,0.049031575520833336,0.023177083333333307,2.7531248633749783e-05
bimodal,202,mdn4,boundary,0.4361969791461405,0.0029192025093078416,0.8922797309027778,1.4328551198527206,0.04961967468261719,0.03235677083333331,0.00014113974975765
bimodal,202,mdn4,central,0.5748213729698196,0.0053494968686505365,0.892822265625,1.5627680580896646,0.04918034871419271,0.028352864583333314,0.0001479010412973
bimodal,202,mdn4,extrapolated,0.8832153548369729,0.5213999011439986,0.6005045572916666,1.4147112099969041,0.06889724731445312,0.10364583333333333,0.00015415364638705
bimodal,202,ridge,boundary,0.45603068168368566,0.006926299612157717,0.9111328125,1.6286527039790741,0.08252652486165364,0.18160807291666667,9.385417797602711e-06
bimodal,202,ridge,central,0.5930759642331499,0.0047618398755979625,0.9093967013888888,1.6278868738480465,0.049603780110677086,0.03046874999999995,9.70487599261105e-06
bimodal,202,ridge,extrapolated,1.9158853152686686,1.8989159340487136,0.5542534722222222,1.6174596431773345,0.9442927042643229,0.9473958333333332,9.041665180120615e-06
bimodal,202,student_rank2,boundary,0.443845258222025,0.005627035067023888,0.8764105902777778,1.3530392476244655,0.06262556711832683,0.11707356770833334,2.4231770415402327e-05
bimodal,202,student_rank2,central,0.5848653325680662,0.0031707474960726728,0.9415418836805555,1.868273781694352,0.05230172475179037,0.05698242187499999,2.5602437138635043e-05
bimodal,202,student_rank2,extrapolated,0.5029534096860522,0.11800157436802167,0.7883843315972222,1.196363980045993,0.10636711120605469,0.19361979166666665,2.841666719177738e-05
bimodal,202,transformer_mdn4,boundary,0.4393072307548295,0.008894766270302197,0.897705078125,1.490711154892029,0.04877408345540365,0.019010416666666648,0.00147059549999535
bimodal,202,transformer_mdn4,central,0.5893847220803942,0.024448496155574078,0.8628200954861112,1.510026757755596,0.049515724182128906,0.03351236979166667,0.0015340130000064498
bimodal,202,transformer_mdn4,extrapolated,0.638715150127866,0.2713514618171144,0.6947970920138888,1.470005293992931,0.058245340983072914,0.07757161458333332,0.00147571266764615
bimodal,303,edm,boundary,0.48123999819802954,0.03991783931622959,0.8939344618055555,1.4822532484372832,0.049049695332845054,0.023876953124999965,0.0018573047079068
bimodal,303,edm,central,0.579446957851108,0.007965770651285954,0.8985460069444445,1.5965812613702675,0.05127716064453125,0.04931640624999997,0.0018621293323424501
bimodal,303,edm,extrapolated,0.684218857514098,0.26560696314327786,0.7703721788194445,1.5291310254011705,0.16414546966552734,0.30405273437499997,0.00186678127162545
bimodal,303,flow,boundary,0.437428121348721,0.003825501438931954,0.9066569010416666,1.4771296874510549,0.06789207458496094,0.13017578125,0.0017922039793726002
bimodal,303,flow,central,0.5779924126102668,0.0022646250663173333,0.8787163628472222,1.5189496413460783,0.05005423227945963,0.036214192708333294,0.0017872682498515499
bimodal,303,flow,extrapolated,0.6370197045202389,0.20660502929780886,0.9311252170138888,1.7566678178786592,0.3965056737263997,0.5711751302083333,0.0017826675211836
bimodal,303,gaussian_diag,boundary,0.4574127292386865,0.0017949549454991849,0.8997938368055555,1.439337011152784,0.06163215637207031,0.11308593750000001,1.3419270544545723e-05
bimodal,303,gaussian_diag,central,0.613735585880485,0.003503599311520679,0.9086371527777778,1.625415334942745,0.050654093424479164,0.038932291666666646,1.4807290426688269e-05
bimodal,303,gaussian_diag,extrapolated,0.5493788135417197,0.15539385190069513,0.7121853298611112,1.075143812642889,0.10164801279703777,0.16971028645833333,1.4566853982008373e-05
bimodal,303,gaussian_rank2,boundary,0.44236263105950124,0.00319690117588545,0.8930121527777778,1.4471705899845375,0.07068252563476562,0.14710286458333335,2.4972209454669308e-05
bimodal,303,gaussian_rank2,central,0.5862522685332732,0.005063086581215798,0.9177517361111112,1.695115747108989,0.052296956380208336,0.049153645833333294,2.125345902944294e-05
bimodal,303,gaussian_rank2,extrapolated,0.5591666222274997,0.16086883866977655,0.7747938368055555,1.2409763142373902,0.11585203806559245,0.21287434895833335,2.6083334281186883e-05
bimodal,303,gp_rbf,boundary,0.47199778288061095,0.008205403463045675,0.8832465277777778,1.3242552304907305,0.053316752115885414,0.06848958333333333,2.723958217150842e-05
bimodal,303,gp_rbf,central,0.6285900572336011,0.004025686205363013,0.7888454861111112,1.3327235799471648,0.0488427480061849,0.021777343749999973,2.790279055867965e-05
bimodal,303,gp_rbf,extrapolated,1.3791974172601067,1.3374477458168295,0.7280815972222222,2.5035765902227736,0.0487372080485026,0.0185872395833333,2.2335041042727728e-05
bimodal,303,mdn4,boundary,0.43116359945112404,0.00365754953071531,0.9044325086805555,1.4793447137477724,0.04936027526855469,0.026367187499999955,0.0001566215202425
bimodal,303,mdn4,central,0.5747577580698585,0.004987206313135959,0.8796115451388888,1.498304528666486,0.04941368103027344,0.02949218749999998,0.0001438498329662
bimodal,303,mdn4,extrapolated,0.5893174616710198,0.24078373420685728,0.8653157552083334,1.858373787493426,0.06874815622965495,0.11954752604166667,0.00015251997804925
bimodal,303,ridge,boundary,0.45289390762706344,0.010175159941051963,0.9021267361111112,1.5484041356053455,0.08253415425618489,0.17932942708333335,1.0262165839473406e-05
bimodal,303,ridge,central,0.5912470268279687,0.003677908234487821,0.9011501736111112,1.573192620047312,0.04859097798665365,0.01526692708333327,9.2569583406051e-06
bimodal,303,ridge,extrapolated,1.9248027090067403,1.897729237782811,0.5441080729166666,1.5660336648620568,0.9433752695719401,0.9469075520833332,9.121499412382642e-06
bimodal,303,student_rank2,boundary,0.4389474310298744,0.004552721555281198,0.8950737847222222,1.4446359347828943,0.06613000233968098,0.13025716145833335,2.5056416537457455e-05
bimodal,303,student_rank2,central,0.5943876670732994,0.013956724913268957,0.9212510850694445,1.7779094631830363,0.0525061289469401,0.0484700520833333,2.5877605366986245e-05
bimodal,303,student_rank2,extrapolated,0.5754125588644204,0.17303828435813987,0.7663031684027778,1.1774627337729873,0.10283788045247395,0.17991536458333335,3.1184895002904035e-05
bimodal,303,transformer_mdn4,boundary,0.4287839008968748,0.0021474015432402706,0.9159071180555555,1.462762180480861,0.05023606618245443,0.03566080729166663,0.0014270173536108498
bimodal,303,transformer_mdn4,central,0.5774340905311265,0.004935296968540896,0.84326171875,1.4134296657201884,0.048969268798828125,0.021061197916666625,0.0014897716876778502
bimodal,303,transformer_mdn4,extrapolated,0.5929986563590873,0.23024420981763996,0.7919108072916666,1.6008081137249521,0.07473309834798177,0.13782552083333333,0.00153765537470455
heavy_tailed,101,edm,boundary,0.27530150140735776,0.004607476758289769,0.8978678385416666,0.8179077254894841,0.04952176411946615,0.02783203124999997,0.0018760251659840999
heavy_tailed,101,edm,central,0.25813323997766163,0.0015953357399269292,0.8820529513888888,0.7353039657918354,0.049941062927246094,0.031233723958333303,0.00186677604142455
heavy_tailed,101,edm,extrapolated,0.668155807629189,0.22587378499210642,0.6442328559027778,0.9849824587717483,0.29371070861816406,0.4483072916666666,0.00187612152027815
heavy_tailed,101,flow,boundary,0.27524472114377835,0.0035518099958449355,0.8875054253472222,0.7696507853162481,0.05563131968180338,0.06905924479166664,0.0017936328125263499
heavy_tailed,101,flow,central,0.25678960467450485,0.0010909547273087693,0.8889973958333334,0.7451700707220414,0.049698193868001304,0.03041992187499996,0.00218225347877395
heavy_tailed,101,flow,extrapolated,0.6400360068846944,0.21098649457574867,0.7449273003472222,1.1681136627585207,0.4940331776936849,0.6371744791666666,0.0017894895827339
heavy_tailed,101,gaussian_diag,boundary,0.26921376622012055,0.0008860471655632861,0.87109375,0.7130219833095888,0.04925378163655599,0.024593098958333285,1.2909707341653606e-05
heavy_tailed,101,gaussian_diag,central,0.26218899505331045,0.0015468261857743014,0.9062228732638888,0.7960421723605747,0.049407005310058594,0.026708984374999977,1.3359374861465767e-05
heavy_tailed,101,gaussian_diag,extrapolated,0.6702222122439904,0.22406631945405797,0.3958875868055556,0.6416955390992435,0.057471911112467446,0.069091796875,1.5684895818897836e-05
heavy_tailed,101,gaussian_rank2,boundary,0.2703801575910751,0.0018972273860781662,0.8763292100694445,0.7398713689131609,0.05092620849609375,0.04062499999999997,2.0410604823458318e-05
heavy_tailed,101,gaussian_rank2,central,0.2598025232258658,0.0012877099850794672,0.9115668402777778,0.8178011557741781,0.05194505055745443,0.042529296874999956,2.2020833663797628e-05
heavy_tailed,101,gaussian_rank2,extrapolated,0.5836227109779378,0.19610181235982405,0.6617838541666666,0.9994179648007244,0.06369463602701823,0.09456380208333333,2.353037537735266e-05
heavy_tailed,101,gp_rbf,boundary,0.2796901996360553,0.0016269334683163916,0.9252387152777778,0.9659340942355911,0.059880574544270836,0.1033203125,2.727779307557891e-05
heavy_tailed,101,gp_rbf,central,0.267633326570824,0.0009174099024795183,0.9280056423611112,0.940073137411381,0.0613104502360026,0.10901692708333333,2.6501751563046128e-05
heavy_tailed,101,gp_rbf,extrapolated,0.9415599635453483,0.6393275049369266,0.7266167534722222,1.7776710838781542,0.04956181844075521,0.032161458333333316,2.3196165178281564e-05
heavy_tailed,101,mdn4,boundary,0.27071247976836976,0.002027979038493029,0.8692220052083334,0.7357754633700265,0.051621437072753906,0.047216796874999974,0.00014723522933
heavy_tailed,101,mdn4,central,0.2566592291837345,0.0011329829140190146,0.894775390625,0.7497282251615941,0.049241065979003906,0.0235188802083333,0.0001402908128511
heavy_tailed,101,mdn4,extrapolated,0.7494129473858245,0.3730824237509378,0.607638888888889,1.311541299867773,0.06658395131429036,0.11258138020833335,0.00013668141643085
heavy_tailed,101,ridge,boundary,0.284966192534178,0.006919631822334567,0.9125434027777778,0.8674582785499085,0.0608984629313151,0.09794921875,8.904540057604512e-06
heavy_tailed,101,ridge,central,0.261768170592187,0.0017420318652031867,0.9246961805555555,0.8546899209827264,0.05242729187011719,0.05374348958333331,9.034706939322254e-06
heavy_tailed,101,ridge,extrapolated,1.3682905945404962,0.8380341420068413,0.57470703125,0.8608504231634259,0.9489103953043619,0.9498372395833332,8.793416782282293e-06
heavy_tailed,101,student_rank2,boundary,0.26767441946386716,0.0011256189481123257,0.8599717881944445,0.6975802390448264,0.05025291442871094,0.034407552083333307,2.4668394568531465e-05
heavy_tailed,101,student_rank2,central,0.255982998940018,0.000877191199007929,0.8888075086805555,0.7316865740907645,0.04863897959391276,0.015804036458333292,2.503297946532257e-05
heavy_tailed,101,student_rank2,extrapolated,0.6433857650451632,0.2311840717604773,0.5845811631944444,0.9824802001935292,0.06299654642740886,0.09231770833333332,3.252256162037762e-05
heavy_tailed,101,transformer_mdn4,boundary,0.26801634391617274,0.0016352219476005502,0.8846299913194445,0.775471244334541,0.04976367950439453,0.032438151041666634,0.00146041058299785
heavy_tailed,101,transformer_mdn4,central,0.25960056927637626,0.002227982196017373,0.8849012586805555,0.7399151094970423,0.04939905802408854,0.028906249999999977,0.0015171467093750498
heavy_tailed,101,transformer_mdn4,extrapolated,0.615328154835449,0.2161188535787073,0.6119249131944444,0.971630631207368,0.0576318105061849,0.07493489583333332,0.00145224654139985
heavy_tailed,202,edm,boundary,0.2686760622174279,0.004463413609905043,0.8809136284722222,0.741377421379859,0.04873975118001302,0.018945312499999967,0.00185753124969775
heavy_tailed,202,edm,central,0.26310677323292003,0.0014698375637852397,0.8727756076388888,0.7177032379047962,0.04980341593424479,0.026627604166666628,0.0018624583341685
heavy_tailed,202,edm,extrapolated,0.7845843737938222,0.3055534738271838,0.567355685763889,0.9647593098739584,0.3390932083129883,0.48100585937499996,0.00186071008283755
heavy_tailed,202,flow,boundary,0.27053707902370877,0.003950990716595284,0.8800998263888888,0.7361516558968105,0.05407174428304037,0.056526692708333305,0.00178599391559445
heavy_tailed,202,flow,central,0.26222337099180576,0.0010673585190371525,0.8650444878472222,0.6889954044855457,0.049048423767089844,0.024951171874999983,0.0017924765609980502
heavy_tailed,202,flow,extrapolated,0.7177951985012591,0.2701574356300089,0.7274034288194445,1.2730909610467431,0.5251932144165039,0.6600423177083333,0.00179886370824525
heavy_tailed,202,gaussian_diag,boundary,0.2659562370454741,0.0023037559570816147,0.8772786458333334,0.7200280240387938,0.050220489501953125,0.035546874999999964,1.3193563063396141e-05
heavy_tailed,202,gaussian_diag,central,0.26560109334284693,0.0011088477833441125,0.8974338107638888,0.77392309582185,0.04944960276285807,0.02566731770833329,1.4912311598891392e-05
heavy_tailed,202,gaussian_diag,extrapolated,0.6023816298183158,0.19399182237370735,0.6721462673611112,1.031645368589188,0.14440377553304037,0.250732421875,1.4729166044465577e-05
heavy_tailed,202,gaussian_rank2,boundary,0.26156636837570857,0.0010087918038020906,0.8694661458333334,0.7050991862452819,0.04958470662434896,0.029296874999999972,2.038716653866383e-05
heavy_tailed,202,gaussian_rank2,central,0.26455291448132984,0.0014284740708417887,0.8992784288194445,0.7912820433903724,0.04883511861165365,0.019335937499999966,2.298610343132168e-05
heavy_tailed,202,gaussian_rank2,extrapolated,0.5520009953474431,0.16880476480565407,0.8203396267361112,1.3728519432955497,0.13431580861409506,0.24565429687499998,2.3411436510893207e-05
heavy_tailed,202,gp_rbf,boundary,0.269981936951569,0.0009745253120362667,0.9249674479166666,0.9348653705432962,0.06052970886230469,0.10771484375,4.3364581263934575e-05
heavy_tailed,202,gp_rbf,central,0.2718848679602982,0.000999285562063479,0.9206271701388888,0.9257671437661865,0.05914624532063802,0.09599609375,2.7949623472522944e-05
heavy_tailed,202,gp_rbf,extrapolated,1.0113723112778128,0.7075464908530794,0.6739366319444445,1.8443302047159416,0.0496832529703776,0.030631510416666636,2.2453124984167516e-05
heavy_tailed,202,mdn4,boundary,0.261467010700986,0.0018906542203779811,0.8800184461805555,0.7328964281417919,0.04892889658610026,0.022835286458333316,0.0001404227708311
heavy_tailed,202,mdn4,central,0.26799337484680813,0.003276912860382348,0.8661295572916666,0.7169410380988029,0.049663543701171875,0.03245442708333333,0.00014259896003445
heavy_tailed,202,mdn4,extrapolated,0.9185093440077683,0.4701040740547868,0.5445963541666666,1.0291255629160763,0.06610298156738281,0.09361979166666666,0.00013846006307469998
heavy_tailed,202,ridge,boundary,0.2717337705424729,0.005573872451244146,0.8993598090277778,0.8141483055864348,0.05595588684082031,0.07744140624999998,8.828123100101948e-06
heavy_tailed,202,ridge,central,0.26485139007299024,0.0015511737088813888,0.9081488715277778,0.8123764422746502,0.0505822499593099,0.03199869791666663,8.862831843240807e-06
heavy_tailed,202,ridge,extrapolated,1.4785383559132816,0.9476569474817667,0.573459201388889,0.8112333754512672,0.94921875,0.9499999999999998,1.3505208092586448e-05
heavy_tailed,202,student_rank2,boundary,0.2618555825677856,0.0014945810402994541,0.8722873263888888,0.7174747718559046,0.05048433939615885,0.03662109374999997,2.4822895890489843e-05
heavy_tailed,202,student_rank2,central,0.26473170331305884,0.0020999916142960527,0.8749457465277778,0.729340867480957,0.04878107706705729,0.01988932291666665,2.83064364339225e-05
heavy_tailed,202,student_rank2,extrapolated,0.5560193378990181,0.1636927448318116,0.8329264322916666,1.4197408162360095,0.16488075256347656,0.2942708333333333,2.7980895538348705e-05
heavy_tailed,202,transformer_mdn4,boundary,0.26146338035789424,0.001381508773288402,0.8881564670138888,0.7556354791899323,0.0491180419921875,0.023209635416666628,0.0015341449591990501
heavy_tailed,202,transformer_mdn4,central,0.263881007231413,0.0021193747572197876,0.8722873263888888,0.718832683851315,0.04896354675292969,0.023828124999999978,0.0014242404577088999
heavy_tailed,202,transformer_mdn4,extrapolated,0.5593640257185947,0.18503326179934262,0.7287326388888888,1.1826030841802877,0.07234446207682292,0.11910807291666668,0.00150039585544915
heavy_tailed,303,edm,boundary,0.2695801331071365,0.005075845101284392,0.9003363715277778,0.8072678039125912,0.0493475596110026,0.027669270833333315,0.0018596171867102
heavy_tailed,303,edm,central,0.26675068178495825,0.0024507395169590745,0.8607855902777778,0.6910236487298574,0.05004310607910156,0.033300781249999974,0.001866759541978
heavy_tailed,303,edm,extrapolated,0.6380706557892047,0.20765759302734357,0.6864691840277778,1.0378167472829516,0.2450863520304362,0.3911946614583333,0.0018558003333358
heavy_tailed,303,flow,boundary,0.2691272269311171,0.00431951592628579,0.9085557725694445,0.8195973264928496,0.05627218882242838,0.07596028645833332,0.0017866258749563001
heavy_tailed,303,flow,central,0.264046949354308,0.0010498505402952725,0.8562282986111112,0.665525737606209,0.0489044189453125,0.020638020833333295,0.00179486633351185
heavy_tailed,303,flow,extrapolated,0.5806034207773209,0.1773729185074653,0.7969835069444445,1.2279349731172928,0.4454460144042969,0.60087890625,0.0017863749999378002
heavy_tailed,303,gaussian_diag,boundary,0.2657721084538626,0.0012326213879032143,0.923095703125,0.8658117553224951,0.04987176259358724,0.030875651041666622,1.3710062679213783e-05
heavy_tailed,303,gaussian_diag,central,0.2674368570457037,0.0013839354445523257,0.8917914496527778,0.7573682416649629,0.05060005187988281,0.0355794270833333,1.4323792129289359e-05
heavy_tailed,303,gaussian_diag,extrapolated,0.5373695235338923,0.16178603617082446,0.7833116319444445,1.1530765187228402,0.16523202260335287,0.23800455729166667,1.6774312825873494e-05
heavy_tailed,303,gaussian_rank2,boundary,0.2634060693671331,0.0018300790523416474,0.9124891493055555,0.8251006815170036,0.05112330118815104,0.04287109374999997,2.015277156412291e-05
heavy_tailed,303,gaussian_rank2,central,0.2668736874883061,0.001930998561495777,0.8851725260416666,0.7425356309979252,0.05024083455403646,0.03336588541666665,2.2745666986641783e-05
heavy_tailed,303,gaussian_rank2,extrapolated,0.5517328843214304,0.16578336754113848,0.7494303385416666,1.0615704447232925,0.11436716715494792,0.20283203125000002,2.3438374531300123e-05
heavy_tailed,303,gp_rbf,boundary,0.2713693875168203,0.0022296044341674416,0.7116427951388888,0.460894687748809,0.049680074055989586,0.036328125,3.145312560567012e-05
heavy_tailed,303,gp_rbf,central,0.27042166679567214,0.00047430157565640893,0.7163628472222222,0.46285466851091184,0.04928016662597656,0.029069010416666666,3.7848959133649864e-05
heavy_tailed,303,gp_rbf,extrapolated,1.0297245484484125,0.6628138133783238,0.46316189236111116,1.4200528396170145,0.04900550842285156,0.022819010416666646,2.319791625874738e-05
heavy_tailed,303,mdn4,boundary,0.26139190236258386,0.0013942717347846662,0.8968098958333334,0.7853123156794443,0.048736572265625,0.01943359374999998,0.00015208768672889998
heavy_tailed,303,mdn4,central,0.263751110880504,0.0010768475538158017,0.8747829861111112,0.7090742171784644,0.04889233907063802,0.020052083333333314,0.00013913977090845
heavy_tailed,303,mdn4,extrapolated,0.6445238340661038,0.23015027382582995,0.7060004340277778,1.1490577707595466,0.06874783833821614,0.10550130208333335,0.0001499696251509
heavy_tailed,303,ridge,boundary,0.27083237580705527,0.005220468396708196,0.9069010416666666,0.8132858216304261,0.05328814188639323,0.05908203124999998,9.001749276649207e-06
heavy_tailed,303,ridge,central,0.26559755624174747,0.0013454416599496793,0.9129774305555555,0.8188948312606352,0.04924329121907552,0.026790364583333285,9.600664877022306e-06
heavy_tailed,303,ridge,extrapolated,1.3691752637169028,0.826493202469155,0.581271701388889,0.8188990147481697,0.94921875,0.9499999999999998,1.0689249999510745e-05
heavy_tailed,303,student_rank2,boundary,0.2581596768198169,0.0007783330565745862,0.9057345920138888,0.801886487992039,0.049011548360188804,0.02368164062499996,3.232985424498717e-05
heavy_tailed,303,student_rank2,central,0.2659419157009949,0.0017273951693977958,0.8792046440972222,0.7314236484726608,0.050231615702311196,0.031038411458333314,2.523610358669733e-05
heavy_tailed,303,student_rank2,extrapolated,0.5323142551010492,0.1455592160986313,0.6665852864583334,0.9067659337695221,0.05351797739664713,0.055940755208333325,2.4659728903012972e-05
heavy_tailed,303,transformer_mdn4,boundary,0.26150799235917715,0.0013238965221919023,0.9101291232638888,0.8265641339212412,0.048996925354003906,0.023388671874999965,0.00136894010453635
heavy_tailed,303,transformer_mdn4,central,0.26768607075756096,0.002726412392545388,0.8610568576388888,0.6853399424631772,0.04978370666503906,0.029264322916666637,0.0014971146047173002
heavy_tailed,303,transformer_mdn4,extrapolated,0.5497861452744811,0.19271145249608715,0.8441026475694445,1.4139681566232805,0.08234596252441406,0.15416666666666667,0.0015019852289696503
linear_gaussian,101,edm,boundary,0.2977239839152196,0.007832169230841039,0.8882649739583334,0.869209742603778,0.048873583475748696,0.023063151041666657,0.0020633793537854
linear_gaussian,101,edm,central,0.2804074560853837,0.0011479166048092894,0.8927951388888888,0.8208171011577833,0.048858960469563804,0.01902669270833328,0.00211407116754945
linear_gaussian,101,edm,extrapolated,0.7685651753550959,0.3195448662735171,0.4641384548611111,0.9055606442113451,0.0507653554280599,0.04983723958333334,0.0021213159792143996
linear_gaussian,101,flow,boundary,0.2862472681687705,0.0011101957488996751,0.8614637586805555,0.7855176386670052,0.049079577128092446,0.026774088541666657,0.0020949079783652
linear_gaussian,101,flow,central,0.28059931268020083,0.0009680800892627396,0.8720703125,0.7814835449040106,0.04856522878011068,0.014794921874999966,0.0020175598971641996
linear_gaussian,101,flow,extrapolated,0.6374216237232381,0.24451092015591835,0.5975477430555556,1.043331304804632,0.05065727233886719,0.048697916666666674,0.0020831979163631
