law,data_seed,init,family,region,step,target,estimate,mc_se,truth,error
heavy_tailed,303,2903,transformer_mdn4,boundary,0.2,1,0.3953369881739525,0.0035010735902475,0.5,-0.1046630118260474
heavy_tailed,303,2903,transformer_mdn4,boundary,0.2,2,-0.1534880770793136,0.0021683909149048,-0.2,0.0465119229206863
heavy_tailed,303,2903,transformer_mdn4,boundary,0.1,0,0.7386986650009623,0.0024385192856395,0.6182383242455304,0.1204603407554318
heavy_tailed,303,2903,transformer_mdn4,boundary,0.1,1,0.4027339080521615,0.0008796742602551,0.5,-0.0972660919478384
heavy_tailed,303,2903,transformer_mdn4,boundary,0.1,2,-0.1525889778683554,0.0036659112475662,-0.2,0.0474110221316445
heavy_tailed,303,2903,transformer_mdn4,boundary,0.05,0,0.736695557833246,0.0053525130243639,0.6182383242455304,0.1184572335877156
heavy_tailed,303,2903,transformer_mdn4,boundary,0.05,1,0.3986224038280313,0.0030797169110237,0.5,-0.1013775961719686
heavy_tailed,303,2903,transformer_mdn4,boundary,0.05,2,-0.1484798349340253,0.0048010256319502,-0.2,0.0515201650659747
heavy_tailed,303,2903,transformer_mdn4,extrapolated,0.2,0,0.0680460768140929,0.0010250846271179,1.026929748370581,-0.958883671556488
heavy_tailed,303,2903,transformer_mdn4,extrapolated,0.2,1,-0.0401501006141962,0.0012526560653128,0.5,-0.5401501006141962
heavy_tailed,303,2903,transformer_mdn4,extrapolated,0.2,2,0.0382925780820215,0.0011362401195928,-0.2,0.2382925780820215
heavy_tailed,303,2903,transformer_mdn4,extrapolated,0.1,0,0.0654557682976708,0.0013574731683318,1.026929748370581,-0.9614739800729102
heavy_tailed,303,2903,transformer_mdn4,extrapolated,0.1,1,-0.0334778991935724,0.0005528657718192,0.5,-0.5334778991935725
heavy_tailed,303,2903,transformer_mdn4,extrapolated,0.1,2,0.0395381945495255,0.0032197569165378,-0.2,0.2395381945495255
heavy_tailed,303,2903,transformer_mdn4,extrapolated,0.05,0,0.0646579822851019,0.0043325486313778,1.026929748370581,-0.962271766085479
heavy_tailed,303,2903,transformer_mdn4,extrapolated,0.05,1,-0.0364136932531955,0.0024747927597993,0.5,-0.5364136932531955
heavy_tailed,303,2903,transformer_mdn4,extrapolated,0.05,2,0.0393460240276562,0.0041837777391652,-0.2,0.2393460240276562
heavy_tailed,303,1701,mdn4,central,0.2,0,1.6257886681439735,0.0089369115124908,1.6,0.0257886681439736
heavy_tailed,303,1701,mdn4,central,0.2,1,0.4929249566711685,0.0087790010311135,0.5,-0.0070750433288315
heavy_tailed,303,1701,mdn4,central,0.2,2,-0.1431035627201074,0.0064087628251159,-0.2,0.0568964372798925
heavy_tailed,303,1701,mdn4,central,0.1,0,1.6567335340898852,0.0087144278587868,1.6,0.0567335340898851
heavy_tailed,303,1701,mdn4,central,0.1,1,0.5027284599690353,0.0037355792916993,0.5,0.0027284599690352
heavy_tailed,303,1701,mdn4,central,0.1,2,-0.1351245225747079,0.0005473225156169,-0.2,0.064875477425292
heavy_tailed,303,1701,mdn4,central,0.05,0,1.6584564209560344,0.0183730866627736,1.6,0.0584564209560343
heavy_tailed,303,1701,mdn4,central,0.05,1,0.5017125012546753,0.0070282981636621,0.5,0.0017125012546752
heavy_tailed,303,1701,mdn4,central,0.05,2,-0.1327813791643186,0.0062668991029184,-0.2,0.0672186208356813
heavy_tailed,303,1701,mdn4,boundary,0.2,0,0.7451165666936994,0.0018128688200186,0.6182383242455304,0.126878242448169
heavy_tailed,303,1701,mdn4,boundary,0.2,1,0.3930114678070957,0.0009300663611181,0.5,-0.1069885321929042
heavy_tailed,303,1701,mdn4,boundary,0.2,2,-0.1403115788081304,0.005529830660636,-0.2,0.0596884211918695
heavy_tailed,303,1701,mdn4,boundary,0.1,0,0.741271133941665,0.0019104549990202,0.6182383242455304,0.1230328096961346
heavy_tailed,303,1701,mdn4,boundary,0.1,1,0.4001708297814888,0.0005553388462097,0.5,-0.0998291702185111
heavy_tailed,303,1701,mdn4,boundary,0.1,2,-0.1395844665873936,0.0085065987997725,-0.2,0.0604155334126063
heavy_tailed,303,1701,mdn4,boundary,0.05,0,0.7404638369572125,0.0037348741648495,0.6182383242455304,0.1222255127116821
heavy_tailed,303,1701,mdn4,boundary,0.05,1,0.3980295571117668,0.0027572025097509,0.5,-0.1019704428882331
heavy_tailed,303,1701,mdn4,boundary,0.05,2,-0.1481933718146721,0.0130324442411649,-0.2,0.0518066281853279
heavy_tailed,303,1701,mdn4,extrapolated,0.2,0,0.0144652232723517,0.0075392390047037,1.026929748370581,-1.0124645250982294
heavy_tailed,303,1701,mdn4,extrapolated,0.2,1,-0.2077928782217356,0.0040378039472199,0.5,-0.7077928782217356
heavy_tailed,303,1701,mdn4,extrapolated,0.2,2,0.0524793692396028,0.0137839038269437,-0.2,0.2524793692396029
heavy_tailed,303,1701,mdn4,extrapolated,0.1,0,0.0198963169100315,0.0083413289335739,1.026929748370581,-1.0070334314605496
heavy_tailed,303,1701,mdn4,extrapolated,0.1,1,-0.2026618092613978,0.0067324310142554,0.5,-0.7026618092613978
heavy_tailed,303,1701,mdn4,extrapolated,0.1,2,0.0633235514008987,0.0447346404810307,-0.2,0.2633235514008987
heavy_tailed,303,1701,mdn4,extrapolated,0.05,0,0.0161524081233295,0.0172925898878144,1.026929748370581,-1.0107773402472515
heavy_tailed,303,1701,mdn4,extrapolated,0.05,1,-0.205882206811185,0.0145002199848603,0.5,-0.7058822068111851
heavy_tailed,303,1701,mdn4,extrapolated,0.05,2,0.026700773294694,0.095093213084444,-0.2,0.2267007732946941
linear_gaussian,101,2903,gaussian_diag,central,0.2,0,0.741999519436515,7.176243675072236e-05,0.8,-0.058000480563485
linear_gaussian,101,2903,gaussian_diag,central,0.2,1,0.5013211246946612,2.3356241853594373e-05,0.5,0.0013211246946611
linear_gaussian,101,2903,gaussian_diag,central,0.2,2,-0.2673114698204884,9.248017503144495e-05,-0.2,-0.0673114698204884
linear_gaussian,101,2903,gaussian_diag,central,0.1,0,0.7409772612104817,7.201191083547148e-05,0.8,-0.0590227387895183
linear_gaussian,101,2903,gaussian_diag,central,0.1,1,0.5021911750582656,2.6086051062183243e-05,0.5,0.0021911750582656
linear_gaussian,101,2903,gaussian_diag,central,0.1,2,-0.2696153617107935,9.430794998004252e-05,-0.2,-0.0696153617107935
linear_gaussian,101,2903,gaussian_diag,central,0.05,0,0.7407263530062895,7.206991776208655e-05,0.8,-0.0592736469937105
linear_gaussian,101,2903,gaussian_diag,central,0.05,1,0.5024079112253156,2.67807051258716e-05,0.5,0.0024079112253155
linear_gaussian,101,2903,gaussian_diag,central,0.05,2,-0.2701924533405182,9.478791290898464e-05,-0.2,-0.0701924533405182
linear_gaussian,101,2903,gaussian_diag,boundary,0.2,0,0.8623703600802832,0.001061568814304,0.8,0.0623703600802831
linear_gaussian,101,2903,gaussian_diag,boundary,0.2,1,0.3857023808164976,0.0007367074222009,0.5,-0.1142976191835024
linear_gaussian,101,2903,gaussian_diag,boundary,0.2,2,-0.1060236297278613,0.0002630395718751,-0.2,0.0939763702721387
linear_gaussian,101,2903,gaussian_diag,boundary,0.1,0,0.8699371168826643,0.0010560928179961,0.8,0.0699371168826642
linear_gaussian,101,2903,gaussian_diag,boundary,0.1,1,0.3884582680277242,0.0007585382154028,0.5,-0.1115417319722757
linear_gaussian,101,2903,gaussian_diag,boundary,0.1,2,-0.1069639949386057,0.0002651574973751,-0.2,0.0930360050613942
linear_gaussian,101,2903,gaussian_diag,boundary,0.05,0,0.8717851988972628,0.0010545345589392,0.8,0.0717851988972627
linear_gaussian,101,2903,gaussian_diag,boundary,0.05,1,0.3891402086826164,0.0007640354087133,0.5,-0.1108597913173836
linear_gaussian,101,2903,gaussian_diag,boundary,0.05,2,-0.1072074940011609,0.0002656731466879,-0.2,0.0927925059988391
linear_gaussian,101,2903,gaussian_diag,extrapolated,0.2,0,-0.1569432061630504,0.0001353373043047,0.8,-0.9569432061630504
linear_gaussian,101,2903,gaussian_diag,extrapolated,0.2,1,-0.0683606982000857,0.0001776830472002,0.5,-0.5683606982000857
linear_gaussian,101,2903,gaussian_diag,extrapolated,0.2,2,0.0719724698474023,1.1272794198644464e-05,-0.2,0.2719724698474023
linear_gaussian,101,2903,gaussian_diag,extrapolated,0.1,0,-0.1589029317625108,0.0001293031094933,0.8,-0.958902931762511
linear_gaussian,101,2903,gaussian_diag,extrapolated,0.1,1,-0.0688426118791555,0.0001803959614838,0.5,-0.5688426118791555
linear_gaussian,101,2903,gaussian_diag,extrapolated,0.1,2,0.0717417468956765,1.0568822769804484e-05,-0.2,0.2717417468956765
linear_gaussian,101,2903,gaussian_diag,extrapolated,0.05,0,-0.1593799523125446,0.0001278127776546,0.8,-0.9593799523125448
linear_gaussian,101,2903,gaussian_diag,extrapolated,0.05,1,-0.0689590164987844,0.0001810907462657,0.5,-0.5689590164987844
linear_gaussian,101,2903,gaussian_diag,extrapolated,0.05,2,0.0716830845857203,1.0393528298782029e-05,-0.2,0.2716830845857203
linear_gaussian,303,2903,edm,central,0.2,0,0.7420683368988111,2.2539187322569063e-05,0.8,-0.0579316631011889
linear_gaussian,303,2903,edm,central,0.2,1,0.4268474098261345,0.000489301005507,0.5,-0.0731525901738655
linear_gaussian,303,2903,edm,central,0.2,2,-0.2459783418694658,9.78908095738514e-05,-0.2,-0.0459783418694658
linear_gaussian,303,2903,edm,central,0.1,0,0.7438872818409745,2.3475759185341652e-05,0.8,-0.0561127181590255
linear_gaussian,303,2903,edm,central,0.1,1,0.4290227256182891,0.0004926533901055,0.5,-0.0709772743817109
linear_gaussian,303,2903,edm,central,0.1,2,-0.2468231640106637,9.94621651326852e-05,-0.2,-0.0468231640106637
linear_gaussian,303,2903,edm,central,0.05,0,0.7443443653328196,2.3706119575929317e-05,0.8,-0.0556556346671804
linear_gaussian,303,2903,edm,central,0.05,1,0.4295719744936604,0.0004935176156221,0.5,-0.0704280255063395
linear_gaussian,303,2903,edm,central,0.05,2,-0.2470352619098776,9.986675361330576e-05,-0.2,-0.0470352619098776
linear_gaussian,303,2903,edm,boundary,0.2,0,0.5783695176204775,0.0001064884085875,0.8,-0.2216304823795225
linear_gaussian,303,2903,edm,boundary,0.2,1,0.3159678569644523,0.0001758436360389,0.5,-0.1840321430355476
linear_gaussian,303,2903,edm,boundary,0.2,2,-0.2010294411112133,0.0005017659270768,-0.2,-0.0010294411112133
linear_gaussian,303,2903,edm,boundary,0.1,0,0.5783606988925588,0.0001063779947208,0.8,-0.2216393011074412
linear_gaussian,303,2903,edm,boundary,0.1,1,0.3158553858787757,0.0001749084216001,0.5,-0.1841446141212242
linear_gaussian,303,2903,edm,boundary,0.1,2,-0.2016092795580466,0.0005054647809271,-0.2,-0.0016092795580466
linear_gaussian,303,2903,edm,boundary,0.05,0,0.5783553742490166,0.0001063451740369,0.8,-0.2216446257509834
linear_gaussian,303,2903,edm,boundary,0.05,1,0.3158228010061266,0.0001746738503936,0.5,-0.1841771989938733
linear_gaussian,303,2903,edm,boundary,0.05,2,-0.2017541377943935,0.0005063927398711,-0.2,-0.0017541377943935
linear_gaussian,303,2903,edm,extrapolated,0.2,0,0.1953689329035187,0.0001903097452962,0.8,-0.6046310670964813
linear_gaussian,303,2903,edm,extrapolated,0.2,1,0.0559072160545163,0.0001362340934053,0.5,-0.4440927839454836
linear_gaussian,303,2903,edm,extrapolated,0.2,2,0.0012169017338347,0.0004160427170703,-0.2,0.2012169017338347
linear_gaussian,303,2903,edm,extrapolated,0.1,0,0.1947373480975778,0.000190867012545,0.8,-0.6052626519024222
linear_gaussian,303,2903,edm,extrapolated,0.1,1,0.0555681463897496,0.0001370615616223,0.5,-0.4444318536102503
linear_gaussian,303,2903,edm,extrapolated,0.1,2,0.0017394332861119,0.0004161063586224,-0.2,0.2017394332861119
linear_gaussian,303,2903,edm,extrapolated,0.05,0,0.1945785280790842,0.0001910016555343,0.8,-0.6054214719209158
linear_gaussian,303,2903,edm,extrapolated,0.05,1,0.0554830623216033,0.0001372723120983,0.5,-0.4445169376783967
linear_gaussian,303,2903,edm,extrapolated,0.05,2,0.0018706311589603,0.000416109490611,-0.2,0.2018706311589604
heavy_tailed,101,2903,edm,central,0.2,0,1.361365192044712,0.0003039243160866,1.6,-0.238634807955288
heavy_tailed,101,2903,edm,central,0.2,1,0.4935556905763208,0.0001617274373011,0.5,-0.0064443094236791
heavy_tailed,101,2903,edm,central,0.2,2,-0.2398846123880992,0.000131995766967,-0.2,-0.0398846123880992
heavy_tailed,101,2903,edm,central,0.1,0,1.3682362703343325,0.0003083637231478,1.6,-0.2317637296656676
heavy_tailed,101,2903,edm,central,0.1,1,0.496478285710533,0.0001665271216954,0.5,-0.003521714289467
heavy_tailed,101,2903,edm,central,0.1,2,-0.2417507763994212,0.0001323896135803,-0.2,-0.0417507763994212
heavy_tailed,101,2903,edm,central,0.05,0,1.3699750843725187,0.0003095235909563,1.6,-0.2300249156274814
heavy_tailed,101,2903,edm,central,0.05,1,0.4972188805127935,0.0001677545301625,0.5,-0.0027811194872064
heavy_tailed,101,2903,edm,central,0.05,2,-0.2422288919782258,0.0001324872494348,-0.2,-0.0422288919782258
heavy_tailed,101,2903,edm,boundary,0.2,0,0.9519676672453236,0.0007731808628132,0.6182383242455304,0.3337293429997933
heavy_tailed,101,2903,edm,boundary,0.2,1,0.2963314649328863,0.0003736309012694,0.5,-0.2036685350671137
heavy_tailed,101,2903,edm,boundary,0.2,2,-0.1999558103035646,9.071039415803856e-05,-0.2,4.4189696435353865e-05
heavy_tailed,101,2903,edm,boundary,0.1,0,0.9515743784055124,0.0007747297879811,0.6182383242455304,0.3333360541599821
heavy_tailed,101,2903,edm,boundary,0.1,1,0.295894700200175,0.0003712238837442,0.5,-0.2041052997998249
heavy_tailed,101,2903,edm,boundary,0.1,2,-0.1999339206995188,9.119823610894098e-05,-0.2,6.60793004811644e-05
heavy_tailed,101,2903,edm,boundary,0.05,0,0.951469524324875,0.0007751115193626,0.6182383242455304,0.3332312000793446
heavy_tailed,101,2903,edm,boundary,0.05,1,0.2957825681117402,0.0003705798250506,0.5,-0.2042174318882597
heavy_tailed,101,2903,edm,boundary,0.05,2,-0.1999255653387785,9.135129482586668e-05,-0.2,7.443466122150633e-05
heavy_tailed,101,2903,edm,extrapolated,0.2,0,0.2741604716315053,0.0010845545311958,1.026929748370581,-0.7527692767390757
heavy_tailed,101,2903,edm,extrapolated,0.2,1,0.0449551809383375,8.639368492266361e-05,0.5,-0.4550448190616624
heavy_tailed,101,2903,edm,extrapolated,0.2,2,-0.0632053332783636,0.0001746943156515,-0.2,0.1367946667216363
heavy_tailed,101,2903,edm,extrapolated,0.1,0,0.2732439153598527,0.0010848950013599,1.026929748370581,-0.7536858330107283
heavy_tailed,101,2903,edm,extrapolated,0.1,1,0.0446523126523756,8.667969061094644e-05,0.5,-0.4553476873476243
heavy_tailed,101,2903,edm,extrapolated,0.1,2,-0.0630387685646065,0.0001747145591962,-0.2,0.1369612314353934
heavy_tailed,101,2903,edm,extrapolated,0.05,0,0.2730156826975586,0.0010849184599082,1.026929748370581,-0.7539140656730223
heavy_tailed,101,2903,edm,extrapolated,0.05,1,0.0445770174721434,8.674210537574508e-05,0.5,-0.4554229825278565
heavy_tailed,101,2903,edm,extrapolated,0.05,2,-0.0629970354412184,0.0001747149167773,-0.2,0.1370029645587815
bimodal,202,2903,gaussian_diag,central,0.2,0,2.072586406162898,0.0004337362869936,2.25,-0.1774135938371022
bimodal,202,2903,gaussian_diag,central,0.2,1,1.0404266235493709,0.0007486912923487,1.05,-0.0095733764506293
bimodal,202,2903,gaussian_diag,central,0.2,2,-0.305686126289003,0.0003516792049543,-0.35,0.0443138737109969
bimodal,202,2903,gaussian_diag,central,0.1,0,2.093723712102573,0.0004573580998821,2.25,-0.1562762878974268
bimodal,202,2903,gaussian_diag,central,0.1,1,1.050200653380884,0.0008485758868742,1.05,0.0002006533808838
bimodal,202,2903,gaussian_diag,central,0.1,2,-0.3065267273856533,0.0003662732897864,-0.35,0.0434732726143466
bimodal,202,2903,gaussian_diag,central,0.05,0,2.099143571899021,0.0004636372395491,2.25,-0.1508564281009792
bimodal,202,2903,gaussian_diag,central,0.05,1,1.0526890768517048,0.0008747720634973,1.05,0.0026890768517047
bimodal,202,2903,gaussian_diag,central,0.05,2,-0.306731827620023,0.0003700840849044,-0.35,0.0432681723799769
bimodal,202,2903,gaussian_diag,boundary,0.2,0,1.3041886004938237,0.0039885343243961,0.9347346089919524,0.3694539915018714
bimodal,202,2903,gaussian_diag,boundary,0.2,1,0.646207887460128,0.0058793655259943,0.7678045486315878,-0.1215966611714597
bimodal,202,2903,gaussian_diag,boundary,0.2,2,-0.337453694955993,2.322556757838467e-05,-0.2730376041722512,-0.0644160907837418
bimodal,202,2903,gaussian_diag,boundary,0.1,0,1.2999311141854726,0.0040204007050772,0.9347346089919524,0.3651965051935203
bimodal,202,2903,gaussian_diag,boundary,0.1,1,0.6467245989254732,0.0059657013101145,0.7678045486315878,-0.1210799497061145
bimodal,202,2903,gaussian_diag,boundary,0.1,2,-0.3388072341528467,2.4986186558683955e-05,-0.2730376041722512,-0.0657696299805955
bimodal,202,2903,gaussian_diag,boundary,0.05,0,1.2988023704807206,0.0040284293320432,0.9347346089919524,0.3640677614887683
bimodal,202,2903,gaussian_diag,boundary,0.05,1,0.6468615021253143,0.0059870707717473,0.7678045486315878,-0.1209430465062734
bimodal,202,2903,gaussian_diag,boundary,0.05,2,-0.3391508609552958,2.543651580148827e-05,-0.2730376041722512,-0.0661132567830446
bimodal,202,2903,gaussian_diag,extrapolated,0.2,0,-0.0589244361764706,8.193562065055239e-05,1.0442146957146352,-1.103139131891106
bimodal,202,2903,gaussian_diag,extrapolated,0.2,1,-0.012520974148642,0.0001082117142273,0.5146257246757381,-0.5271466988243801
bimodal,202,2903,gaussian_diag,extrapolated,0.2,2,-0.1509467135840527,0.0010193641389662,-0.203988834002474,0.0530421204184212
bimodal,202,2903,gaussian_diag,extrapolated,0.1,0,-0.06077873128932,8.005040202697686e-05,1.0442146957146352,-1.1049934270039552
bimodal,202,2903,gaussian_diag,extrapolated,0.1,1,-0.0139712146690399,0.0001064503241272,0.5146257246757381,-0.528596939344778
bimodal,202,2903,gaussian_diag,extrapolated,0.1,2,-0.150588788729436,0.0010211317189566,-0.203988834002474,0.0534000452730379
bimodal,202,2903,gaussian_diag,extrapolated,0.05,0,-0.0612397271060771,7.957294718083056e-05,1.0442146957146352,-1.1054544228207124
bimodal,202,2903,gaussian_diag,extrapolated,0.05,1,-0.0143312889936275,0.0001060123081102,0.5146257246757381,-0.5289570136693656
bimodal,202,2903,gaussian_diag,extrapolated,0.05,2,-0.150498431225086,0.0010215523491069,-0.203988834002474,0.053490402777388
bimodal,101,0,ridge,central,0.2,0,1.8523230577093377,4.6222270443732795e-16,2.25,-0.3976769422906623
bimodal,101,0,ridge,central,0.2,1,0.9643024717711508,1.0953200263044689e-15,1.05,-0.0856975282288493
bimodal,101,0,ridge,central,0.2,2,-0.3341357334572969,9.61481343191782e-17,-0.35,0.015864266542703
bimodal,101,0,ridge,central,0.1,0,1.8523230577093368,1.1285750616986414e-15,2.25,-0.3976769422906632
bimodal,101,0,ridge,central,0.1,1,0.9643024717711516,8.973825869789965e-16,1.05,-0.0856975282288485
bimodal,101,0,ridge,central,0.1,2,-0.3341357334572972,1.1555567610933196e-16,-0.35,0.0158642665427027
bimodal,101,0,ridge,central,0.05,0,1.8523230577093368,1.812986607347358e-16,2.25,-0.3976769422906632
bimodal,101,0,ridge,central,0.05,1,0.9643024717711518,2.603703785810335e-16,1.05,-0.0856975282288482
bimodal,101,0,ridge,central,0.05,2,-0.3341357334572969,1.8824747269678055e-16,-0.35,0.015864266542703
bimodal,101,0,ridge,boundary,0.2,0,1.8523230577093288,3.3343677636035645e-15,0.9347346089919524,0.9175884487173764
bimodal,101,0,ridge,boundary,0.2,1,0.9643024717711508,1.7157645869001676e-15,0.7678045486315878,0.1964979231395631
bimodal,101,0,ridge,boundary,0.2,2,-0.3341357334572967,7.876587032160198e-16,-0.2730376041722512,-0.0610981292850454
bimodal,101,0,ridge,boundary,0.1,0,1.8523230577093264,1.0315718549566778e-14,0.9347346089919524,0.917588448717374
bimodal,101,0,ridge,boundary,0.1,1,0.9643024717711492,5.7808052408267746e-15,0.7678045486315878,0.1964979231395615
bimodal,101,0,ridge,boundary,0.1,2,-0.3341357334572961,2.0458953408719603e-15,-0.2730376041722512,-0.0610981292850449
bimodal,101,0,ridge,boundary,0.05,0,1.8523230577093317,1.1632467371486227e-14,0.9347346089919524,0.9175884487173792
bimodal,101,0,ridge,boundary,0.05,1,0.9643024717711444,4.0037357696436256e-15,0.7678045486315878,0.1964979231395567
bimodal,101,0,ridge,boundary,0.05,2,-0.3341357334573005,4.902612130890298e-16,-0.2730376041722512,-0.0610981292850493
bimodal,101,0,ridge,extrapolated,0.2,0,1.8523230577093368,1.5454846843594067e-14,1.0442146957146352,0.8081083619947016
bimodal,101,0,ridge,extrapolated,0.2,1,0.9643024717711588,5.451598273822717e-15,0.5146257246757381,0.4496767470954206
bimodal,101,0,ridge,extrapolated,0.2,2,-0.3341357334572938,1.772449414026945e-15,-0.203988834002474,-0.1301468994548197
bimodal,101,0,ridge,extrapolated,0.1,0,1.852323057709387,1.941398849728274e-14,1.0442146957146352,0.8081083619947518
bimodal,101,0,ridge,extrapolated,0.1,1,0.9643024717711444,8.241988463701561e-15,0.5146257246757381,0.4496767470954061
bimodal,101,0,ridge,extrapolated,0.1,2,-0.3341357334572978,3.54489882805389e-15,-0.203988834002474,-0.1301468994548238
bimodal,101,0,ridge,extrapolated,0.05,0,1.8523230577094312,2.1349216376596303e-14,1.0442146957146352,0.8081083619947962
bimodal,101,0,ridge,extrapolated,0.05,1,0.9643024717711324,1.6011864169946884e-14,0.5146257246757381,0.4496767470953943
bimodal,101,0,ridge,extrapolated,0.05,2,-0.3341357334572918,6.058392203338497e-15,-0.203988834002474,-0.1301468994548177
nonlinear_heteroskedastic,101,0,ridge,central,0.2,0,1.3092164088037026,7.079939031228905e-16,1.6,-0.2907835911962975
nonlinear_heteroskedastic,101,0,ridge,central,0.2,1,0.5082743591625607,3.0404709722440593e-16,0.5,0.0082743591625606
nonlinear_heteroskedastic,101,0,ridge,central,0.2,2,-0.2073554514519172,1.026080748738465e-16,-0.2,-0.0073554514519172
nonlinear_heteroskedastic,101,0,ridge,central,0.1,0,1.3092164088037022,5.362886707379033e-16,1.6,-0.2907835911962979
nonlinear_heteroskedastic,101,0,ridge,central,0.1,1,0.5082743591625604,1.975656351854947e-16,0.5,0.0082743591625603
nonlinear_heteroskedastic,101,0,ridge,central,0.1,2,-0.2073554514519172,1.8722159327344614e-16,-0.2,-0.0073554514519172
nonlinear_heteroskedastic,101,0,ridge,central,0.05,0,1.3092164088037028,6.4736570491389385e-16,1.6,-0.2907835911962972
