law,data_seed,init,family,region,event,model_n,model_estimate,model_se,model_min_ess,model_min_soft_probability,model_qualified,oracle_n,oracle_estimate,oracle_se,oracle_min_ess,oracle_min_soft_probability,oracle_qualified,error,qualified,reference_seconds
heavy_tailed,303,1701,gaussian_rank2,central,rare,65536,0.1384597949781248,0.0446699305164872,10.398649591581275,3.431403244060388e-13,False,262144,0.9411020827290444,0.168682687274633,20.905421285539,4.024789563703717e-05,False,-0.8026422877509196,False,0.017507790995296
heavy_tailed,303,1701,gaussian_rank2,boundary,common,16384,0.1348686112091037,0.003898125287034,282.51779479659587,0.0002523332435187,True,65536,0.5925136193721088,0.0102656782191684,389.7185103912029,0.0023753368305209,True,-0.457645008163005,True,0.0045976669644005
heavy_tailed,303,1701,gaussian_rank2,boundary,rare,65536,0.1571233374842461,0.0088562518637938,496.37498206068955,0.0001148470334832,True,262144,0.7024450911674411,0.0134436016576186,466.49851044760896,0.0008559898286169,True,-0.545321753683195,True,0.0175345829920843
heavy_tailed,303,1701,gaussian_rank2,extrapolated,common,65536,0.1088375293597714,0.0029465082461743,188.44688138972035,3.758725957425103e-07,False,262144,0.7839935377634119,0.0109625082829666,173.54575315943768,0.0003659164638227,False,-0.6751560084036404,False,0.0166113749728538
heavy_tailed,303,1701,gaussian_rank2,extrapolated,rare,4096,0.1092253615436618,0.004552731721336,398.54306066609274,0.0058634076753311,True,65536,0.3993585061033158,0.0087930816336918,1863.320169281156,0.0090318198951289,True,-0.290133144559654,True,0.0011405000113882
bimodal,101,1701,transformer_mdn4,central,common,4096,0.6142318375275165,0.0081873078604525,2303.0916629427484,0.425055982080736,True,65536,0.967389037130836,0.0005233367401955,36159.78828703972,0.478012134552829,True,-0.3531571996033193,True,0.0706282089813612
bimodal,101,1701,transformer_mdn4,central,rare,65536,0.1224770199312114,0.0095725455836092,25.175078232466596,4.559255397379823e-12,False,262144,0.1870651802507489,0.0138327924496837,69.94343851319515,6.643323032926175e-11,False,-0.0645881603195375,False,1.6116772909881547
bimodal,101,1701,transformer_mdn4,boundary,common,4096,0.5844781484240106,0.0163176899187463,252.5381385191213,0.0180858292268948,True,65536,0.6156653149975599,0.0029210998687198,5035.927422688582,0.021386900777236,True,-0.0311871665735493,True,0.0697428749990649
bimodal,101,1701,transformer_mdn4,boundary,rare,65536,0.1233326822587204,0.0049762884361439,1191.6085141450155,1.569562665346806e-05,True,65536,0.1910820908408985,0.0038416816106025,1079.6683076316024,1.0520413133416331e-05,True,-0.0677494085821781,True,1.527566459029913
bimodal,101,1701,transformer_mdn4,extrapolated,common,16384,0.5822986351630182,0.0053078269629174,296.14549817621065,0.0046128848464401,True,262144,0.8478814803273053,0.0047204677724705,433.8741561225986,0.0001203431935659,True,-0.2655828451642871,True,0.3653668330516666
bimodal,101,1701,transformer_mdn4,extrapolated,rare,16384,0.1863391701198224,0.0096050167418566,405.8357690601928,0.000485037991578,True,65536,0.182956810796167,0.0056850243537931,4677.834096242505,0.0005799674670608,True,0.0033823593236554,True,0.3614693749696016
linear_gaussian,202,0,gp_rbf,central,common,4096,-0.0021642198126812,0.0012654377892239,2245.2849203276055,0.3696103782743542,True,65536,0.2220897428646985,0.0011197827160235,39887.086749308226,0.4334062225145448,True,-0.2242539626773797,True,0.0015497920103371
linear_gaussian,202,0,gp_rbf,central,rare,65536,0.0274682799482467,0.0258189115092942,10.628034253594269,1.6584913530595915e-09,False,262144,0.1518894398324001,0.0572528721629646,3.918713444988386,1.439750923626794e-08,False,-0.1244211598841533,False,0.0123955419985577
linear_gaussian,202,0,gp_rbf,boundary,common,16384,-0.0105818959322844,0.0017161779450291,639.3542431334095,0.0097946455621626,True,65536,0.2205854898820578,0.002729993746334,2498.737414819881,0.009577852177084,True,-0.2311673858143422,True,0.0039274590089917
linear_gaussian,202,0,gp_rbf,boundary,rare,65536,0.0118344636805651,0.0014688278797315,374.19741992697055,0.0005951200122825,True,65536,0.2253289646605949,0.0052333160110285,396.4077635258305,0.0007949818425064,True,-0.2134945009800297,True,0.0119881249847821
linear_gaussian,202,0,gp_rbf,extrapolated,common,4096,-0.0076255634295467,0.0052692764391441,428.0455067027647,0.0680874517490952,True,262144,0.119685547888731,0.123225612233707,1.4262679151822788,6.674447829496325e-12,False,-0.1273111113182778,False,0.0012872079969383
linear_gaussian,202,0,gp_rbf,extrapolated,rare,4096,0.0144683681774333,0.0061993548267638,244.84495721292976,0.0372445399643208,True,65536,0.2250748832161421,0.001026852346599,15557.970307732165,0.1178299475858048,True,-0.2106065150387087,True,0.001216624979861
bimodal,303,1701,edm,central,common,4096,0.9090859759177888,0.0011064868116631,2301.067838387117,0.4433325519708508,True,65536,0.9658363180984204,0.0003685765765967,36381.01507945089,0.478643740946343,True,-0.0567503421806314,True,0.0942785000079311
bimodal,303,1701,edm,central,rare,65536,0.4561574906145781,0.1516473126877142,1.1466447220484066,2.2865114154962467e-09,False,262144,0.1720217529764709,0.0161459525146998,53.44090144024982,8.003960230483682e-11,False,0.2841357376381072,False,2.2290472500026226
bimodal,303,1701,edm,boundary,common,4096,0.5382561729334138,0.0187241689243921,474.8435470562214,0.0365799287662709,True,65536,0.5963629209279498,0.0011097940063331,5007.779185172908,0.0190016425411226,True,-0.058106747994536,True,0.0936574589577503
bimodal,303,1701,edm,boundary,rare,65536,0.2007229344974763,0.0029666707225258,625.4727288355009,7.193012949137937e-06,True,65536,0.1760764375180396,0.0018845170245444,1370.3125451127034,9.867039636333562e-06,True,0.0246464969794367,True,2.2912161669810303
bimodal,303,1701,edm,extrapolated,common,16384,0.3953728307229245,0.0148030699265483,216.96479190848407,0.0013764004222489,True,262144,0.8473830963405938,0.0055327769261919,462.6610540482373,0.0001022032277171,True,-0.4520102656176692,True,0.4596481659682467
bimodal,303,1701,edm,extrapolated,rare,4096,0.2639605347012712,0.0071777150828457,273.33947725737835,0.0058374632028928,True,65536,0.177406710622754,0.0019793599146941,5694.583873203302,0.0005341777901304,True,0.0865538240785171,True,0.0942278750007972
heavy_tailed,303,1701,student_rank2,central,common,4096,0.1726929508788061,0.0037432381292921,2997.7791535825468,0.4744025997207935,True,65536,0.1724955401312317,0.0006349285345694,48770.56820472039,0.4672951045756344,True,0.0001974107475744,True,0.0019232500344514
heavy_tailed,303,1701,student_rank2,central,rare,65536,1.299796145171612,0.0573435481866903,1.533528153893151,8.049921844546826e-06,False,262144,0.9411020827290444,0.168682687274633,20.905421285539,4.024789563703717e-05,False,0.3586940624425676,False,0.0195128750056028
heavy_tailed,303,1701,student_rank2,boundary,common,65536,0.5489946829300781,0.0055438454615598,409.66843272032133,0.0020385855409487,True,65536,0.5925136193721088,0.0102656782191684,389.7185103912029,0.0023753368305209,True,-0.0435189364420306,True,0.0194717080448754
heavy_tailed,303,1701,student_rank2,boundary,rare,65536,0.6039212840951572,0.036567101115574,97.48618195005524,0.0005396103293203,False,262144,0.7024450911674411,0.0134436016576186,466.49851044760896,0.0008559898286169,True,-0.0985238070722839,False,0.0197486670222133
heavy_tailed,303,1701,student_rank2,extrapolated,common,65536,0.7962612809311566,0.0258559870936404,170.22116277362812,0.0008647171421354,False,262144,0.7839935377634119,0.0109625082829666,173.54575315943768,0.0003659164638227,False,0.0122677431677447,False,0.0206714579835534
heavy_tailed,303,1701,student_rank2,extrapolated,rare,65536,0.7376519939846068,0.0115587742624125,171.2671745676217,0.0009000370470797,False,65536,0.3993585061033158,0.0087930816336918,1863.320169281156,0.0090318198951289,True,0.338293487881291,False,0.019498375011608
