law,data_seed,family,region,energy,mean_squared_error,coverage90,width90,tail_brier,tail_probability_abs_error,sampling_seconds_per_history,energy_flow,mean_squared_error_flow,coverage90_flow,width90_flow,tail_brier_flow,tail_probability_abs_error_flow,sampling_seconds_per_history_flow,energy_delta_vs_flow,mean_squared_error_delta_vs_flow,coverage90_delta_vs_flow,width90_delta_vs_flow,tail_brier_delta_vs_flow,tail_probability_abs_error_delta_vs_flow,sampling_seconds_per_history_delta_vs_flow
bimodal,101,gaussian_rank2,central,0.581939028883467,0.005323020809851783,0.9248046875,1.7059703043049363,0.052344322204589844,0.05369466145833331,2.4651062024834875e-05,0.5724643126989534,0.004144272825551,0.9080403645833334,1.605602003834606,0.049933433532714844,0.03325195312499995,0.0018058836867567002,0.009474716184513676,0.0011787479843007832,0.01676432291666663,0.10036830047033041,0.002410888671875,0.020442708333333365,-0.0017812326247318654
bimodal,101,gaussian_rank2,extrapolated,0.5957606471719358,0.22082062051483853,0.7110731336805555,1.2140783512300575,0.060587565104166664,0.08307291666666666,2.068227089087789e-05,0.6222531704642547,0.2014791362059175,0.8758680555555555,1.5560259336296614,0.3596490224202474,0.5396809895833333,0.001804223958364,-0.02649252329231888,0.01934148430892102,-0.164794921875,-0.3419475823996039,-0.2990614573160807,-0.45660807291666666,-0.001783541687473122
bimodal,101,gp_rbf,boundary,0.4771665370045582,0.010472939659964967,0.8884548611111112,1.4083780625302416,0.06400299072265625,0.1140625,2.748266706475988e-05,0.44231708967412836,0.0025971703894672273,0.8711751302083334,1.362182134080329,0.05791632334391276,0.08481445312499998,0.00180550085497085,0.03484944733042983,0.00787576927049774,0.01727973090277779,0.04619592844991249,0.006086667378743492,0.029248046875000017,-0.0017780181879060901
bimodal,101,gp_rbf,central,0.6240857164595411,0.009559945045936095,0.7945963541666666,1.3483789321307722,0.04954338073730469,0.03043619791666663,3.308333301295837e-05,0.5724643126989534,0.004144272825551,0.9080403645833334,1.605602003834606,0.049933433532714844,0.03325195312499995,0.0018058836867567002,0.05162140376058777,0.0054156722203850954,-0.11344401041666674,-0.25722307170383374,-0.00039005279541015625,-0.002815755208333319,-0.001772800353743742
bimodal,101,gp_rbf,extrapolated,2.0383917343728917,2.7054319996079292,0.5970052083333334,3.2149556895167404,0.04877535502115885,0.01975911458333332,2.6446165672192972e-05,0.6222531704642547,0.2014791362059175,0.8758680555555555,1.5560259336296614,0.3596490224202474,0.5396809895833333,0.001804223958364,1.416138563908637,2.5039528634020116,-0.2788628472222221,1.658929755887079,-0.3108736673990885,-0.519921875,-0.0017777777926918069
bimodal,101,mdn4,boundary,0.43925969241904655,0.0020226619855348896,0.865234375,1.3679283564420937,0.04856650034586588,0.015543619791666631,0.000138637167159,0.44231708967412836,0.0025971703894672273,0.8711751302083334,1.362182134080329,0.05791632334391276,0.08481445312499998,0.00180550085497085,-0.0030573972550818063,-0.0005745084039323377,-0.00594075520833337,0.005746222361764586,-0.009349822998046875,-0.06927083333333335,-0.00166686368781185
bimodal,101,mdn4,central,0.5714622539192455,0.00590573311442754,0.8914659288194445,1.5279538416012821,0.04886945088704427,0.020865885416666643,0.00015357466691050001,0.5724643126989534,0.004144272825551,0.9080403645833334,1.605602003834606,0.049933433532714844,0.03325195312499995,0.0018058836867567002,-0.0010020587797078262,0.0017614602888765402,-0.01657443576388884,-0.07764816223332383,-0.0010639826456705706,-0.012386067708333306,-0.0016523090198462002
bimodal,101,mdn4,extrapolated,0.7880019984565633,0.4473365017453657,0.6981608072916666,1.503197953562097,0.05263392130533854,0.05309244791666665,0.00014008160481649999,0.6222531704642547,0.2014791362059175,0.8758680555555555,1.5560259336296614,0.3596490224202474,0.5396809895833333,0.001804223958364,0.1657488279923086,0.2458573655394482,-0.17770724826388884,-0.052827980067564395,-0.3070151011149088,-0.48658854166666665,-0.0016641423535474998
bimodal,101,ridge,boundary,0.46666675681279574,0.010561196903982628,0.9014756944444445,1.5957653541670653,0.08385785420735677,0.18356119791666667,9.074666498539347e-06,0.44231708967412836,0.0025971703894672273,0.8711751302083334,1.362182134080329,0.05791632334391276,0.08481445312499998,0.00180550085497085,0.024349667138667375,0.007964026514515402,0.03030056423611116,0.23358322008673627,0.025941530863444008,0.09874674479166669,-0.0017964261884723107
bimodal,101,ridge,central,0.5870338657597115,0.004088048929786258,0.9039713541666666,1.5727496410712052,0.0491021474202474,0.023404947916666616,9.215291356667876e-06,0.5724643126989534,0.004144272825551,0.9080403645833334,1.605602003834606,0.049933433532714844,0.03325195312499995,0.0018058836867567002,0.014569553060758134,-5.6223895764742106e-05,-0.004069010416666741,-0.032852362763400755,-0.0008312861124674456,-0.009847005208333332,-0.0017966683954000323
bimodal,101,ridge,extrapolated,1.8774784917150324,1.8357655098390326,0.5584852430555556,1.588477611292242,0.9415454864501953,0.9459309895833332,8.874999669690927e-06,0.6222531704642547,0.2014791362059175,0.8758680555555555,1.5560259336296614,0.3596490224202474,0.5396809895833333,0.001804223958364,1.2552253212507778,1.634286373633115,-0.3173828124999999,0.032451677662580725,0.581896464029948,0.4062499999999999,-0.001795348958694309
bimodal,101,student_rank2,boundary,0.44957945240786784,0.009014406901173637,0.8514811197916666,1.2395487166585482,0.06218560536702474,0.11072591145833333,2.8935749772548054e-05,0.44231708967412836,0.0025971703894672273,0.8711751302083334,1.362182134080329,0.05791632334391276,0.08481445312499998,0.00180550085497085,0.00726236273373948,0.00641723651170641,-0.01969401041666674,-0.12263341742178091,0.004269282023111984,0.025911458333333345,-0.001776565105198302
bimodal,101,student_rank2,central,0.5824656319013154,0.006272153950308495,0.9359266493055555,1.7926071863197726,0.053825060526529946,0.06534830729166664,2.6809020103731502e-05,0.5724643126989534,0.004144272825551,0.9080403645833334,1.605602003834606,0.049933433532714844,0.03325195312499995,0.0018058836867567002,0.010001319202362025,0.002127881124757495,0.0278862847222221,0.18700518248516662,0.003891626993815102,0.032096354166666695,-0.0017790746666529688
bimodal,101,student_rank2,extrapolated,0.612174667144951,0.22905233688134977,0.6805826822916666,1.1314898297160376,0.055815696716308594,0.06778971354166666,2.3934020039935906e-05,0.6222531704642547,0.2014791362059175,0.8758680555555555,1.5560259336296614,0.3596490224202474,0.5396809895833333,0.001804223958364,-0.010078503319303711,0.027573200675432258,-0.19528537326388884,-0.42453610391362373,-0.3038333257039388,-0.4718912760416667,-0.001780289938324064
bimodal,101,transformer_mdn4,boundary,0.43917704228322746,0.0027160708755953277,0.8719075520833334,1.3629727946012447,0.04885323842366537,0.020654296874999974,0.00144854945756375,0.44231708967412836,0.0025971703894672273,0.8711751302083334,1.362182134080329,0.05791632334391276,0.08481445312499998,0.00180550085497085,-0.003140047390900902,0.00011890048612810036,0.000732421875,0.000790660520915587,-0.009063084920247391,-0.06416015625,-0.00035695139740709995
bimodal,101,transformer_mdn4,central,0.5745544958410533,0.006466978409478602,0.8475748697916666,1.4237904508405552,0.048947652180989586,0.02314453124999998,0.00142591145777255,0.5724643126989534,0.004144272825551,0.9080403645833334,1.605602003834606,0.049933433532714844,0.03325195312499995,0.0018058836867567002,0.002090183142099966,0.002322705583927602,-0.06046549479166674,-0.18181155299405072,-0.000985781351725258,-0.01010742187499997,-0.0003799722289841501
bimodal,101,transformer_mdn4,extrapolated,0.6838223046472237,0.30707710964553053,0.616916232638889,1.3415600180952838,0.05149968465169271,0.047786458333333316,0.0014887543535829501,0.6222531704642547,0.2014791362059175,0.8758680555555555,1.5560259336296614,0.3596490224202474,0.5396809895833333,0.001804223958364,0.061569134182969054,0.10559797343961302,-0.2589518229166665,-0.21446591553437755,-0.3081493377685547,-0.49189453125,-0.00031546960478104976
bimodal,202,edm,boundary,0.4702612732120321,0.036776098846489566,0.8846842447916666,1.5279675172698404,0.04871527353922526,0.01801757812499997,0.00188626475088915,0.4473053412737921,0.00789527185116972,0.8950737847222222,1.4248292552474553,0.0656280517578125,0.12285156250000001,0.0017965034579295002,0.02295593193823997,0.028880826995319846,-0.01038953993055558,0.10313826202238507,-0.016912778218587242,-0.10483398437500004,8.976129295964986e-05
bimodal,202,edm,central,0.5832598588694211,0.010616207376688865,0.8899468315972222,1.607910389868749,0.05155467987060547,0.04337565104166664,0.0018795060617169499,0.5728589687657198,0.002828736026511179,0.8843587239583334,1.5383559117700143,0.04971631368001302,0.03147786458333329,0.0017863949797174,0.010400890103701266,0.007787471350177686,0.0055881076388888395,0.06955447809873472,0.0018383661905924456,0.011897786458333344,9.311108199954983e-05
bimodal,202,edm,extrapolated,0.852021206598598,0.4269331953540642,0.7142198350694445,1.502601000554953,0.1676626205444336,0.28006184895833336,0.0018707126679752002,0.6693420732074546,0.2454310938346711,0.8460015190972222,1.5468057966530522,0.3254413604736328,0.51005859375,0.0017905625209095,0.1826791333911434,0.1815021015193931,-0.13178168402777768,-0.04420479609809913,-0.15777873992919922,-0.2299967447916666,8.015014706570008e-05
bimodal,202,flow,boundary,0.4473053412737921,0.00789527185116972,0.8950737847222222,1.4248292552474553,0.0656280517578125,0.12285156250000001,0.0017965034579295002,0.4473053412737921,0.00789527185116972,0.8950737847222222,1.4248292552474553,0.0656280517578125,0.12285156250000001,0.0017965034579295002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bimodal,202,flow,central,0.5728589687657198,0.002828736026511179,0.8843587239583334,1.5383559117700143,0.04971631368001302,0.03147786458333329,0.0017863949797174,0.5728589687657198,0.002828736026511179,0.8843587239583334,1.5383559117700143,0.04971631368001302,0.03147786458333329,0.0017863949797174,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bimodal,202,flow,extrapolated,0.6693420732074546,0.2454310938346711,0.8460015190972222,1.5468057966530522,0.3254413604736328,0.51005859375,0.0017905625209095,0.6693420732074546,0.2454310938346711,0.8460015190972222,1.5468057966530522,0.3254413604736328,0.51005859375,0.0017905625209095,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bimodal,202,gaussian_diag,boundary,0.45969775684801056,0.003745228473686244,0.8861490885416666,1.427117194562756,0.06700897216796875,0.13310546875,1.4509542476541052e-05,0.4473053412737921,0.00789527185116972,0.8950737847222222,1.4248292552474553,0.0656280517578125,0.12285156250000001,0.0017965034579295002,0.01239241557421844,-0.004150043377483476,-0.00892469618055558,0.002287939315300802,0.00138092041015625,0.01025390625,-0.001781993915452959
bimodal,202,gaussian_diag,central,0.6182510790602552,0.004602419963626275,0.9252115885416666,1.7372095199779054,0.05031998952229818,0.03800455729166662,1.704774937631252e-05,0.5728589687657198,0.002828736026511179,0.8843587239583334,1.5383559117700143,0.04971631368001302,0.03147786458333329,0.0017863949797174,0.04539211029453538,0.0017736839371150959,0.04085286458333326,0.1988536082078911,0.0006036758422851562,0.00652669270833333,-0.0017693472303410875
bimodal,202,gaussian_diag,extrapolated,0.573766980735654,0.17275964697432475,0.7263454861111112,1.136173124633649,0.0891278584798177,0.15543619791666666,1.5737000164032604e-05,0.6693420732074546,0.2454310938346711,0.8460015190972222,1.5468057966530522,0.3254413604736328,0.51005859375,0.0017905625209095,-0.09557509247180063,-0.07267144686034635,-0.11965603298611105,-0.4106326720194031,-0.23631350199381512,-0.3546223958333333,-0.0017748255207454674
bimodal,202,gaussian_rank2,boundary,0.444933653044747,0.002771052915571275,0.8864474826388888,1.373966343993019,0.06220181783040365,0.11422526041666665,2.1974812019228313e-05,0.4473053412737921,0.00789527185116972,0.8950737847222222,1.4248292552474553,0.0656280517578125,0.12285156250000001,0.0017965034579295002,-0.002371688229045099,-0.005124218935598446,-0.00862630208333337,-0.050862911254436316,-0.003426233927408852,-0.008626302083333356,-0.001774528645910272
bimodal,202,gaussian_rank2,central,0.5844161038959078,0.00228495583178153,0.9338650173611112,1.770194078619127,0.051539103190104164,0.05169270833333331,2.7361978330494214e-05,0.5728589687657198,0.002828736026511179,0.8843587239583334,1.5383559117700143,0.04971631368001302,0.03147786458333329,0.0017863949797174,0.011557135130187968,-0.0005437801947296493,0.04950629340277779,0.23183816684911274,0.0018227895100911412,0.020214843750000017,-0.001759033001386906
bimodal,202,gaussian_rank2,extrapolated,0.528740606701963,0.12797229328097484,0.7847493489583334,1.2818492781676434,0.13838926951090494,0.24601236979166666,2.089929087863614e-05,0.6693420732074546,0.2454310938346711,0.8460015190972222,1.5468057966530522,0.3254413604736328,0.51005859375,0.0017905625209095,-0.14060146650549166,-0.11745880055369626,-0.06125217013888884,-0.2649565184854088,-0.18705209096272787,-0.2640462239583333,-0.001769663230030864
bimodal,202,gp_rbf,boundary,0.46495216901428216,0.005465792402281555,0.8841145833333334,1.3725851294855618,0.06223233540852865,0.11487630208333334,2.631249905486281e-05,0.4473053412737921,0.00789527185116972,0.8950737847222222,1.4248292552474553,0.0656280517578125,0.12285156250000001,0.0017965034579295002,0.017646827740490034,-0.0024294794488881654,-0.01095920138888884,-0.05224412576189352,-0.003395716349283852,-0.007975260416666671,-0.0017701909588746373
bimodal,202,gp_rbf,central,0.6416683158712106,0.016089522084896456,0.7851019965277778,1.3390740258642049,0.04905128479003906,0.025162760416666652,2.5272582812855642e-05,0.5728589687657198,0.002828736026511179,0.8843587239583334,1.5383559117700143,0.04971631368001302,0.03147786458333329,0.0017863949797174,0.0688093471054908,0.013260786058385278,-0.09925672743055558,-0.19928188590580942,-0.0006650288899739606,-0.006315104166666641,-0.0017611223969045443
bimodal,202,gp_rbf,extrapolated,1.9725686735622243,2.5669412046943676,0.6239149305555556,3.179249001036691,0.049031575520833336,0.023177083333333307,2.7531248633749783e-05,0.6693420732074546,0.2454310938346711,0.8460015190972222,1.5468057966530522,0.3254413604736328,0.51005859375,0.0017905625209095,1.3032266003547697,2.3215101108596965,-0.22208658854166663,1.632443204383639,-0.2764097849527995,-0.48688151041666666,-0.0017630312722757503
bimodal,202,mdn4,boundary,0.4361969791461405,0.0029192025093078416,0.8922797309027778,1.4328551198527206,0.04961967468261719,0.03235677083333331,0.00014113974975765,0.4473053412737921,0.00789527185116972,0.8950737847222222,1.4248292552474553,0.0656280517578125,0.12285156250000001,0.0017965034579295002,-0.01110836212765165,-0.004976069341861879,-0.0027940538194444198,0.008025864605265332,-0.016008377075195312,-0.0904947916666667,-0.0016553637081718501
bimodal,202,mdn4,central,0.5748213729698196,0.0053494968686505365,0.892822265625,1.5627680580896646,0.04918034871419271,0.028352864583333314,0.0001479010412973,0.5728589687657198,0.002828736026511179,0.8843587239583334,1.5383559117700143,0.04971631368001302,0.03147786458333329,0.0017863949797174,0.001962404204099766,0.0025207608421393573,0.00846354166666663,0.024412146319650274,-0.0005359649658203125,-0.0031249999999999785,-0.0016384939384201
bimodal,202,mdn4,extrapolated,0.8832153548369729,0.5213999011439986,0.6005045572916666,1.4147112099969041,0.06889724731445312,0.10364583333333333,0.00015415364638705,0.6693420732074546,0.2454310938346711,0.8460015190972222,1.5468057966530522,0.3254413604736328,0.51005859375,0.0017905625209095,0.21387328162951824,0.2759688073093275,-0.24549696180555558,-0.13209458665614804,-0.2565441131591797,-0.40641276041666663,-0.0016364088745224501
bimodal,202,ridge,boundary,0.45603068168368566,0.006926299612157717,0.9111328125,1.6286527039790741,0.08252652486165364,0.18160807291666667,9.385417797602711e-06,0.4473053412737921,0.00789527185116972,0.8950737847222222,1.4248292552474553,0.0656280517578125,0.12285156250000001,0.0017965034579295002,0.008725340409893534,-0.0009689722390120031,0.01605902777777779,0.20382344873161884,0.01689847310384114,0.05875651041666666,-0.0017871180401318975
bimodal,202,ridge,central,0.5930759642331499,0.0047618398755979625,0.9093967013888888,1.6278868738480465,0.049603780110677086,0.03046874999999995,9.70487599261105e-06,0.5728589687657198,0.002828736026511179,0.8843587239583334,1.5383559117700143,0.04971631368001302,0.03147786458333329,0.0017863949797174,0.020216995467430054,0.0019331038490867833,0.02503797743055547,0.08953096207803224,-0.0001125335693359375,-0.0010091145833333419,-0.001776690103724789
bimodal,202,ridge,extrapolated,1.9158853152686686,1.8989159340487136,0.5542534722222222,1.6174596431773345,0.9442927042643229,0.9473958333333332,9.041665180120615e-06,0.6693420732074546,0.2454310938346711,0.8460015190972222,1.5468057966530522,0.3254413604736328,0.51005859375,0.0017905625209095,1.246543242061214,1.6534848402140425,-0.291748046875,0.0706538465242823,0.6188513437906901,0.43733723958333326,-0.0017815208557293795
bimodal,202,student_rank2,boundary,0.443845258222025,0.005627035067023888,0.8764105902777778,1.3530392476244655,0.06262556711832683,0.11707356770833334,2.4231770415402327e-05,0.4473053412737921,0.00789527185116972,0.8950737847222222,1.4248292552474553,0.0656280517578125,0.12285156250000001,0.0017965034579295002,-0.003460083051767149,-0.0022682367841458323,-0.01866319444444442,-0.07179000762298982,-0.0030024846394856725,-0.005777994791666671,-0.001772271687514098
bimodal,202,student_rank2,central,0.5848653325680662,0.0031707474960726728,0.9415418836805555,1.868273781694352,0.05230172475179037,0.05698242187499999,2.5602437138635043e-05,0.5728589687657198,0.002828736026511179,0.8843587239583334,1.5383559117700143,0.04971631368001302,0.03147786458333329,0.0017863949797174,0.01200636380234632,0.00034201146956149356,0.0571831597222221,0.3299178699243377,0.0025854110717773438,0.025504557291666695,-0.001760792542578765
bimodal,202,student_rank2,extrapolated,0.5029534096860522,0.11800157436802167,0.7883843315972222,1.196363980045993,0.10636711120605469,0.19361979166666665,2.841666719177738e-05,0.6693420732074546,0.2454310938346711,0.8460015190972222,1.5468057966530522,0.3254413604736328,0.51005859375,0.0017905625209095,-0.16638866352140247,-0.12742951946664943,-0.0576171875,-0.3504418166070591,-0.21907424926757812,-0.3164388020833333,-0.0017621458537177227
bimodal,202,transformer_mdn4,boundary,0.4393072307548295,0.008894766270302197,0.897705078125,1.490711154892029,0.04877408345540365,0.019010416666666648,0.00147059549999535,0.4473053412737921,0.00789527185116972,0.8950737847222222,1.4248292552474553,0.0656280517578125,0.12285156250000001,0.0017965034579295002,-0.007998110518962598,0.000999494419132477,0.00263129340277779,0.0658818996445738,-0.016853968302408852,-0.10384114583333337,-0.00032590795793415025
bimodal,202,transformer_mdn4,central,0.5893847220803942,0.024448496155574078,0.8628200954861112,1.510026757755596,0.049515724182128906,0.03351236979166667,0.0015340130000064498,0.5728589687657198,0.002828736026511179,0.8843587239583334,1.5383559117700143,0.04971631368001302,0.03147786458333329,0.0017863949797174,0.01652575331467432,0.021619760129062898,-0.02153862847222221,-0.02832915401441838,-0.0002005894978841169,0.0020345052083333773,-0.00025238197971095026
bimodal,202,transformer_mdn4,extrapolated,0.638715150127866,0.2713514618171144,0.6947970920138888,1.470005293992931,0.058245340983072914,0.07757161458333332,0.00147571266764615,0.6693420732074546,0.2454310938346711,0.8460015190972222,1.5468057966530522,0.3254413604736328,0.51005859375,0.0017905625209095,-0.030626923079588697,0.025920367982443293,-0.15120442708333337,-0.07680050266012128,-0.2671960194905599,-0.4324869791666666,-0.00031484985326335
bimodal,303,edm,boundary,0.48123999819802954,0.03991783931622959,0.8939344618055555,1.4822532484372832,0.049049695332845054,0.023876953124999965,0.0018573047079068,0.437428121348721,0.003825501438931954,0.9066569010416666,1.4771296874510549,0.06789207458496094,0.13017578125,0.0017922039793726002,0.04381187684930854,0.03609233787729763,-0.01272243923611116,0.005123560986228348,-0.018842379252115883,-0.10629882812500005,6.510072853419977e-05
bimodal,303,edm,central,0.579446957851108,0.007965770651285954,0.8985460069444445,1.5965812613702675,0.05127716064453125,0.04931640624999997,0.0018621293323424501,0.5779924126102668,0.0022646250663173333,0.8787163628472222,1.5189496413460783,0.05005423227945963,0.036214192708333294,0.0017872682498515499,0.0014545452408412096,0.005701145584968622,0.01982964409722232,0.07763162002418911,0.001222928365071617,0.013102213541666678,7.486108249090025e-05
bimodal,303,edm,extrapolated,0.684218857514098,0.26560696314327786,0.7703721788194445,1.5291310254011705,0.16414546966552734,0.30405273437499997,0.00186678127162545,0.6370197045202389,0.20660502929780886,0.9311252170138888,1.7566678178786592,0.3965056737263997,0.5711751302083333,0.0017826675211836,0.04719915299385902,0.05900193384546901,-0.1607530381944443,-0.2275367924774887,-0.23236020406087238,-0.26712239583333336,8.411375044185018e-05
bimodal,303,flow,boundary,0.437428121348721,0.003825501438931954,0.9066569010416666,1.4771296874510549,0.06789207458496094,0.13017578125,0.0017922039793726002,0.437428121348721,0.003825501438931954,0.9066569010416666,1.4771296874510549,0.06789207458496094,0.13017578125,0.0017922039793726002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bimodal,303,flow,central,0.5779924126102668,0.0022646250663173333,0.8787163628472222,1.5189496413460783,0.05005423227945963,0.036214192708333294,0.0017872682498515499,0.5779924126102668,0.0022646250663173333,0.8787163628472222,1.5189496413460783,0.05005423227945963,0.036214192708333294,0.0017872682498515499,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bimodal,303,flow,extrapolated,0.6370197045202389,0.20660502929780886,0.9311252170138888,1.7566678178786592,0.3965056737263997,0.5711751302083333,0.0017826675211836,0.6370197045202389,0.20660502929780886,0.9311252170138888,1.7566678178786592,0.3965056737263997,0.5711751302083333,0.0017826675211836,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bimodal,303,gaussian_diag,boundary,0.4574127292386865,0.0017949549454991849,0.8997938368055555,1.439337011152784,0.06163215637207031,0.11308593750000001,1.3419270544545723e-05,0.437428121348721,0.003825501438931954,0.9066569010416666,1.4771296874510549,0.06789207458496094,0.13017578125,0.0017922039793726002,0.019984607889965478,-0.002030546493432769,-0.0068630642361111605,-0.03779267629827099,-0.006259918212890625,-0.01708984375,-0.0017787847088280545
bimodal,303,gaussian_diag,central,0.613735585880485,0.003503599311520679,0.9086371527777778,1.625415334942745,0.050654093424479164,0.038932291666666646,1.4807290426688269e-05,0.5779924126102668,0.0022646250663173333,0.8787163628472222,1.5189496413460783,0.05005423227945963,0.036214192708333294,0.0017872682498515499,0.035743173270218254,0.0012389742452033458,0.02992078993055558,0.10646569359666658,0.0005998611450195312,0.0027180989583333523,-0.0017724609594248616
bimodal,303,gaussian_diag,extrapolated,0.5493788135417197,0.15539385190069513,0.7121853298611112,1.075143812642889,0.10164801279703777,0.16971028645833333,1.4566853982008373e-05,0.6370197045202389,0.20660502929780886,0.9311252170138888,1.7566678178786592,0.3965056737263997,0.5711751302083333,0.0017826675211836,-0.08764089097851924,-0.05121117739711373,-0.21893988715277768,-0.6815240052357703,-0.29485766092936194,-0.40146484375,-0.0017681006672015916
bimodal,303,gaussian_rank2,boundary,0.44236263105950124,0.00319690117588545,0.8930121527777778,1.4471705899845375,0.07068252563476562,0.14710286458333335,2.4972209454669308e-05,0.437428121348721,0.003825501438931954,0.9066569010416666,1.4771296874510549,0.06789207458496094,0.13017578125,0.0017922039793726002,0.004934509710780244,-0.0006286002630465038,-0.01364474826388884,-0.02995909746651737,0.0027904510498046875,0.016927083333333343,-0.0017672317699179308
bimodal,303,gaussian_rank2,central,0.5862522685332732,0.005063086581215798,0.9177517361111112,1.695115747108989,0.052296956380208336,0.049153645833333294,2.125345902944294e-05,0.5779924126102668,0.0022646250663173333,0.8787163628472222,1.5189496413460783,0.05005423227945963,0.036214192708333294,0.0017872682498515499,0.008259855923006376,0.002798461514898465,0.03903537326388895,0.1761661057629107,0.0022427241007487025,0.012939453125,-0.001766014790822107
